C000001_en_000	Armed forces occupations
C002446_en_000	press and stationery shop manager
C002446_en_001	kiosk manager
C002446_en_002	magazines and stationery shop manager
C002446_en_003	newsagent retail manager
C002446_en_004	newsagents shop manager
C002446_en_005	newsagents store manager
C002446_en_006	newspaper kiosk manager
C002446_en_007	newspapers and magazines shop manager
C002446_en_008	newspapers and magazines store manager
C002446_en_009	paper shop manager
C002446_en_010	stationery shop manager
C002446_en_011	stationery store manager
C002447_en_000	wholesale merchant in machine tools
C002447_en_001	B2B sales consultant in machine tools
C002447_en_002	assistant wholesale merchant in machine tools
C002447_en_003	business to business sales consultant in machine tools
C002447_en_004	business to business seller in machine tools
C002447_en_005	graduate wholesale merchant in machine tools
C002447_en_006	senior wholesale merchant in machine tools
C002447_en_007	trainee wholesale merchant in machine tools
C002447_en_008	wholesale buyer in machine tools
C002447_en_009	wholesale merchandiser in machine tools
C002447_en_010	wholesale trader in machine tools
C002447_en_011	wholesaler in machine tools
C002448_en_000	food science lecturer
C002448_en_001	food science and nutrition lecturer
C002448_en_002	food science docent
C002448_en_003	food science instructor
C002448_en_004	food science lector
C002448_en_005	food science professor
C002448_en_006	food science teacher
C002448_en_007	food sciences docent
C002448_en_008	food sciences instructor
C002448_en_009	food sciences lector
C002448_en_010	food sciences professor
C002448_en_011	food sciences teacher
C002448_en_012	higher education food sciences teacher
C002448_en_013	lecturer in food science
C002448_en_014	lecturer in food science and nutrition
C002448_en_015	professor of food science
C002448_en_016	professor of food science and nutrition
C002448_en_017	university food science lecturer
C002448_en_018	university food sciences teacher
C002448_en_019	university lecturer in food science
C002449_en_000	block machine operator
C002449_en_001	block machine operative
C002449_en_002	block moulding machine operative
C002449_en_003	block moulding machine operator
C002449_en_004	block-making machine operator
C002449_en_005	concrete block machine operative
C002449_en_006	concrete block machine operator
C002449_en_007	concrete block production operative
C002449_en_008	concrete block production worker
C002449_en_009	concrete plant operative
C002450_en_000	asbestos abatement worker
C002450_en_001	asbestos abatement advisor
C002450_en_002	asbestos abatement assessor
C002450_en_003	asbestos abatement operative
C002450_en_004	asbestos abatement team operative
C002450_en_005	asbestos abatement team worker
C002450_en_006	asbestos contamination assessor
C002450_en_007	asbestos operative
C002450_en_008	asbestos removal operative
C002450_en_009	asbestos removal team operative
C002450_en_010	asbestos removal team worker
C002450_en_011	asbestos worker
C002450_en_012	hazardous material abatement worker
C002450_en_013	hazardous material removal worker
C002450_en_014	hazardous materials removal worker
C002451_en_000	economist
C002451_en_001	econometrician
C002451_en_002	economics analyst
C002451_en_003	economics research analyst
C002451_en_004	economics research scientist
C002451_en_005	economics researcher
C002451_en_006	economics scholar
C002451_en_007	economics science researcher
C002451_en_008	economics scientist
C002451_en_009	economists
C002451_en_010	econophysicist
C002451_en_011	interest analyst
C002451_en_012	labour economist
C002451_en_013	macro analyst
C002451_en_014	social economist
C002452_en_000	precision engineer
C002452_en_001	precision engineering adviser
C002452_en_002	precision engineering consultant
C002452_en_003	precision engineering expert
C002452_en_004	precision engineering specialist
C002452_en_005	precision engineers
C002453_en_000	airport operations officer
C002453_en_001	aerodrome operations coordinator
C002453_en_002	aerodrome operations officer
C002453_en_003	aerodrome operations supervisor
C002453_en_004	airport director
C002453_en_005	airport operations chief
C002453_en_006	airport operations coordinator
C002453_en_007	airport operations manager
C002453_en_008	airport operations supervisor
C002453_en_009	chief of airport operations
C002453_en_010	ground operations officer
C002453_en_011	head of airport operations
C002453_en_012	operations officer
C002454_en_000	glass annealer
C002454_en_001	glass annealing kiln operative
C002454_en_002	glass annealing kiln operator
C002454_en_003	glass annealing kiln worker
C002454_en_004	glass annealing oven worker
C002454_en_005	lehr kiln operative
C002454_en_006	lehr kiln operator
C002454_en_007	lehr kiln tender
C002454_en_008	lehr operative
C002454_en_009	lehr operator
C002454_en_010	lehr tender
C002454_en_011	pot annealer
C002455_en_000	quality engineering technician
C002455_en_001	quality expert
C002455_en_002	quality specialist
C002455_en_003	quality technician
C002455_en_004	quality technologist
C002455_en_005	quality technology expert
C002455_en_006	quality technology specialist
C002456_en_000	script supervisor
C002456_en_001	TV script coordinator
C002456_en_002	TV script supervisor
C002456_en_003	commercials script supervisor
C002456_en_004	continuity coordinator
C002456_en_005	continuity script supervisor
C002456_en_006	continuity supervisor
C002456_en_007	digital script supervisor
C002456_en_008	film script supervisor
C002456_en_009	pre-production script supervisor
C002456_en_010	script coordinator
C002457_en_000	import export specialist in furniture, carpets and lighting equipment
C002457_en_001	assistant export specialist in furniture, carpets and lighting equipment
C002457_en_002	assistant import export specialist in furniture, carpets and lighting equipment
C002457_en_003	assistant import specialist in furniture, carpets and lighting equipment
C002457_en_004	customs compliance specialist in furniture, carpets and lighting equipment
C002457_en_005	graduate export specialist in furniture, carpets and lighting equipment
C002457_en_006	graduate import export specialist in furniture, carpets and lighting equipment
C002457_en_007	graduate import specialist in furniture, carpets and lighting equipment
C002457_en_008	international trade compliance specialist in furniture, carpets and lighting equipment
C002457_en_009	senior export specialist in furniture, carpets and lighting equipment
C002457_en_010	senior import export specialist in furniture, carpets and lighting equipment
C002457_en_011	senior import specialist in furniture, carpets and lighting equipment
C002457_en_012	trainee export specialist in furniture, carpets and lighting equipment
C002457_en_013	trainee import export specialist in furniture, carpets and lighting equipment
C002457_en_014	trainee import specialist in furniture, carpets and lighting equipment
C002458_en_000	veterinary technician
C002458_en_001	vet practice technician
C002458_en_002	vet technician
C002458_en_003	vet's technician
C002458_en_004	veterinary assistant
C002458_en_005	veterinary auxiliary
C002458_en_006	veterinary practice technician
C002458_en_007	veterinary technicians
C002459_en_000	waste management officer
C002459_en_001	recycling officer
C002459_en_002	waste disposal officer
C002459_en_003	waste disposal operative
C002459_en_004	waste diversion manager
C002459_en_005	waste management compliance officer
C002459_en_006	waste management coordination officer
C002459_en_007	waste management development officer
C002459_en_008	waste management safety officer
C002459_en_009	waste recycling officer
C002460_en_000	sign language interpreter
C002460_en_001	business sign language interpreter
C002460_en_002	community sign language interpreter
C002460_en_003	conference sign language interpreter
C002460_en_004	court sign language interpreter
C002460_en_005	guide sign language interpreter
C002460_en_006	interpreter of sign language
C002460_en_007	medical sign language interpreter
C002460_en_008	police sign language interpreter
C002460_en_009	public service sign language interpreter
C002460_en_010	remote sign language interpreter
C002460_en_011	social sign language interpreter
C002460_en_012	sworn sign language interpreter
C002460_en_013	television sign language interpreter
C002461_en_000	special educational needs coordinator
C002461_en_001	SEN coordinator
C002461_en_002	SEN director
C002461_en_003	SEN officer
C002461_en_004	coordinator of special educational needs
C002461_en_005	inclusive education coordinator
C002461_en_006	special education coordinator
C002461_en_007	special education officer
C002461_en_008	special educational needs director
C002461_en_009	special educational needs officer
C002462_en_000	insurance clerk
C002462_en_001	indemnity administrator
C002462_en_002	insurance accounts clerk
C002462_en_003	insurance administration clerk
C002462_en_004	insurance agent
C002462_en_005	insurance assistant
C002462_en_006	insurance management assistant
C002462_en_007	insurance office clerk
C002462_en_008	insurance officer
C002462_en_009	insurance reconciliation clerk
C002462_en_010	personal lines insurance clerk
C002463_en_000	aircraft pilot
C002463_en_001	aeroplane captain
C002463_en_002	aeroplane pilot
C002463_en_003	aircraft captain
C002463_en_004	aircraft first officer
C002463_en_005	aircraft second officer
C002463_en_006	cargoplane first officer
C002463_en_007	cargoplane pilot
C002463_en_008	helicopter chief pilot
C002463_en_009	helicopter pilot
C002464_en_000	business and marketing vocational teacher
C002464_en_001	business and marketing teacher
C002464_en_002	business and marketing vocational instructor
C002464_en_003	instructor in business and marketing
C002464_en_004	instructor in sales and marketing
C002464_en_005	marketing instructor
C002464_en_006	marketing teacher
C002464_en_007	sales and marketing vocational teacher
C002464_en_008	teacher of marketing and business
C002464_en_009	vocational instructor in business and marketing
C002464_en_010	vocational teacher of marketing and business
C002465_en_000	university literature lecturer
C002465_en_001	HE literature lecturer
C002465_en_002	HE literature teacher
C002465_en_003	higher education literature lecturer
C002465_en_004	higher education literature teacher
C002465_en_005	lecturer in literature
