C000001_hr_000	Vojna zanimanja
C002423_hr_010	učiteljica mentalno retardiranih osoba
C002424_hr_000	vozač/vozačica hitne pomoći
C002424_hr_001	vozač ambulantnog vozila
C002424_hr_002	vozač hitne pomoći
C002424_hr_003	vozačica ambulantnog vozila
C002424_hr_004	vozačica hitne pomoći
C002425_hr_000	lončar/lončarica
C002425_hr_001	lončar
C002425_hr_002	lončarica
C002426_hr_000	krojač/krojačica
C002426_hr_001	krojač
C002426_hr_002	krojačica
C002427_hr_000	plinoinstalater/plinoinstalaterka
C002427_hr_001	instalater plina
C002427_hr_002	instalater plinovoda
C002427_hr_003	instalaterka plina
C002427_hr_004	instalaterka plinovoda
C002427_hr_005	monter plina
C002427_hr_006	monter plinovoda
C002427_hr_007	monterka plina
C002427_hr_008	monterka plinovoda
C002427_hr_009	plinoinstalater
C002427_hr_010	plinoinstalaterka
C002428_hr_000	planer/planerka proizvodnje kože
C002428_hr_001	planer prerade kože
C002428_hr_002	planer proizvodnje kože
C002428_hr_003	planerka prerade kože
C002428_hr_004	planerka proizvodnje kože
C002429_hr_000	rukovatelj/rukovateljica uređajem za točkasto zavarivanje
C002429_hr_001	rukovatelj uređajem za točkasto zavarivanje
C002429_hr_002	rukovateljica uređajem za točkasto zavarivanje
C002430_hr_000	glazbalar/glazbalarka za glasovire
C002430_hr_001	glazbalar za glasovire
C002430_hr_002	glazbalarka za glasovire
C002431_hr_000	voditelj/voditeljica prodavaonice odjeće
C002431_hr_001	voditelj prodavaonice odjeće
C002431_hr_002	voditeljica prodavaonice odjeće
C002432_hr_000	rukovatelj/rukovateljica strojem za rezanje
C002432_hr_001	rukovatelj rezalicom
C002432_hr_002	rukovatelj rezačem
C002432_hr_003	rukovatelj strojem za rezanje
C002432_hr_004	rukovateljica rezalicom
C002432_hr_005	rukovateljica rezačem
C002432_hr_006	rukovateljica strojem za rezanje
C002433_hr_000	aktivist/aktivistica
C002433_hr_001	aktivist
C002433_hr_002	aktivistica
C002434_hr_000	voditelj/voditeljica evidencija u zdravstvu
C002434_hr_001	administrativna referentica
C002434_hr_002	administrativni referent
C002434_hr_003	administrator zdravstva
C002434_hr_004	administratorica zdravstva
C002434_hr_005	službenica za zdravstvenu evidenciju
C002434_hr_006	službenik za zdravstvenu evidenciju
C002434_hr_007	voditelj evidencija u zdravstvu
C002434_hr_008	voditeljica evidencija u zdravstvu
C002435_hr_000	istraživač/istraživačica u području tanatologije
C002435_hr_001	istraživač u području tanatologije
C002435_hr_002	istraživačica u području tanatologije
C002435_hr_003	tanatolog
C002435_hr_004	tanatologinja
C002436_hr_000	sommelier za pivo
C002436_hr_001	pivski sommelier
C002436_hr_002	poznavatelj i točitelj piva
C002436_hr_003	poznavateljica i točiteljica piva
C002437_hr_000	tehničar/tehničarka na vjetroelektrani
C002437_hr_001	servisna tehničarka na vjetroelektrani
C002437_hr_002	servisni tehničar na vjetroelektrani
C002437_hr_003	tehničar na vjetroelektrani
C002437_hr_004	tehničarka na vjetroelektrani
C002438_hr_000	špediterski službenik/špediterska službenica za uvoz i izvoz farmaceutskih proizvoda
C002438_hr_001	službenica uvoza i izvoza farmaceutskih proizvoda
C002438_hr_002	službenik uvoza i izvoza farmaceutskih proizvoda
C002438_hr_003	tehničar za logistiku i špediciju za uvoz i izvoz farmaceutskih proizvoda
C002438_hr_004	tehničarka za logistiku i špediciju za uvoz i izvoz farmaceutskih proizvoda
C002438_hr_005	špediterska službenica uvoza/izvoza farmaceutskih proizvoda
C002438_hr_006	špediterska službenica za uvoz i izvoz farmaceutskih proizvoda
C002438_hr_007	špediterska tehničarka za uvoz i izvoz farmaceutskih proizvoda
C002438_hr_008	špediterski službenik uvoza/izvoza farmaceutskih proizvoda
C002438_hr_009	špediterski službenik za uvoz i izvoz farmaceutskih proizvoda
C002438_hr_010	špediterski tehničar za uvoz i izvoz farmaceutskih proizvoda
C002439_hr_000	šef/šefica željezničkog prometa
C002439_hr_001	šef organizacijske jedinice željezničkog prijevoza
C002439_hr_002	šef željezničkog prometa
C002439_hr_003	šefica organizacijske jedinice željezničkog prijevoza
C002439_hr_004	šefica željezničkog prometa
C002440_hr_000	dizajner /dizajnerica unutarnjeg krajobraza
C002440_hr_001	dizajner unutarnjeg krajobraza
C002440_hr_002	dizajner za unutarnji krajobraz
C002440_hr_003	dizajner za unutarnji krajolik
C002440_hr_004	dizajnerica unutarnjeg krajobraza
C002440_hr_005	dizajnerica za unutarnji krajobraz
C002440_hr_006	projektant unutarnjeg krajolika
C002440_hr_007	projektant za unutarnji krajolik
C002440_hr_008	projektantica unutarnjeg krajolika
C002440_hr_009	projektantica za unutarnji krajolik
C002441_hr_000	socijalni radnik/socijalna radnica za vojno osoblje i njihove obitelji
C002441_hr_001	socijalna radnica za vojno osoblje i njihove obitelji
C002441_hr_002	socijalni radnik za branitelje
C002441_hr_003	socijalni radnik za vojno osoblje i njihove obitelji
C002442_hr_000	stručnjak /stručnjakinja za IKT sustave
C002442_hr_001	specijalist za IKT sustave
C002442_hr_002	specijalistica za IKT sustave
C002442_hr_003	stručnjak IKT sustava
C002442_hr_004	stručnjak za IKT sustave
C002442_hr_005	stručnjakinja IKT sustava
C002442_hr_006	stručnjakinja za IKT sustave
C002443_hr_000	monter/monterka guma
C002443_hr_001	monter guma
C002443_hr_002	monterka guma
C002444_hr_000	tehničar/tehničarka za poslijeprodajne usluge
C002444_hr_001	tehničar za poslijeprodajne usluge
C002444_hr_002	tehničarka za poslijeprodajne usluge
C002445_hr_000	analitičar/analitičarka poljoprivredne politike
C002445_hr_001	analitičar poljoprivredne politike
C002445_hr_002	analitičarka poljoprivredne politike
C002445_hr_003	referent za agronomsku politiku
C002445_hr_004	referent za poljoprivrednu politiku
C002445_hr_005	referentica za agronomsku politiku
C002445_hr_006	referentica za poljoprivrednu politiku
C002445_hr_007	savjetnica za poljoprivrednu politiku
C002445_hr_008	savjetnik za poljoprivrednu politiku
C002446_hr_000	voditelj/voditeljica papirnice
C002446_hr_001	voditelj papirnice
C002446_hr_002	voditeljica papirnice
C002447_hr_000	veletrgovac/veletrgovkinja alatnim strojevima
C002447_hr_001	komercijalist veleprodaje za alatne strojeve
C002447_hr_002	komercijalistica veleprodaje za alatne strojeve
C002447_hr_003	prodajna predstavnica za alatne strojeve
C002447_hr_004	prodajna zastupnica za alatne strojeve
C002447_hr_005	prodajni predstavnik za alatne strojeve
C002447_hr_006	prodajni zastupnik za alatne strojeve
C002447_hr_007	trgovac alatnim strojevima na veliko
C002447_hr_008	trgovkinja alatnim strojevima na veliko
C002447_hr_009	veleprodajna komercijalistica za alatne strojeve
C002447_hr_010	veleprodajna trgovkinja alatnim strojevima
C002447_hr_011	veleprodajni komercijalist za alatne strojeve
C002447_hr_012	veleprodajni trgovac alatnim strojevima
C002447_hr_013	veletrgovac alatnim strojevima
C002447_hr_014	veletrgovkinja alatnim strojevima
C002448_hr_000	predavač/predavačica prehrambene tehnologije i biotehnologije
C002448_hr_001	predavač prehrambene tehnologije i biotehnologije
C002448_hr_002	predavač prehrambenih znanosti
C002448_hr_003	predavačica prehrambene tehnologije i biotehnologije
C002448_hr_004	predavačica prehrambenih znanosti
C002448_hr_005	sveučilišna profesorica prehrambene tehnologije
C002448_hr_006	sveučilišni profesor prehrambene tehnologije
C002449_hr_000	rukovatelj/rukovateljica strojem za lijevanje betona
C002449_hr_001	rukovatelj strojem za lijevanje betona
C002449_hr_002	rukovateljica strojem za lijevanje betona
C002450_hr_000	radnik/radnica na uklanjanju azbesta
C002450_hr_001	radnica na uklanjanju azbesta
C002450_hr_002	radnik na uklanjanju azbesta
C002451_hr_000	ekonomist/ekonomistica
C002451_hr_001	ekonomist
C002451_hr_002	ekonomistica
C002452_hr_000	projektant konstruktor/projektantica konstruktorica preciznih instrumenata
C002452_hr_001	inženjer precizne mehanike
C002452_hr_002	inženjerka precizne mehanike
C002452_hr_003	projektant konstruktor preciznih instrumenata
C002452_hr_004	projektantica konstruktorica preciznih instrumenata
C002453_hr_000	koordinator/koordinatorica aerodromskog prometa
C002453_hr_001	koordinator aerodromskog prometa
C002453_hr_002	koordinatorica aerodromskog prometa
C002454_hr_000	rukovatelj/rukovateljica pećima za proizvodnju stakla
C002454_hr_001	rukovatelj peći za staklo
C002454_hr_002	rukovatelj pećima za proizvodnju stakla
C002454_hr_003	rukovateljica peći za staklo
C002454_hr_004	rukovateljica pećima za proizvodnju stakla
C002455_hr_000	tehničar/tehničarka za osiguranje kvalitete
C002455_hr_001	tehničar kontrole kvalitete
C002455_hr_002	tehničar u službi kvalitete
C002455_hr_003	tehničar za kvalitetu
C002455_hr_004	tehničar za osiguranje kvalitete
C002455_hr_005	tehničarka kontrole kvalitete
C002455_hr_006	tehničarka u službi kvalitete
C002455_hr_007	tehničarka za kvalitetu
C002455_hr_008	tehničarka za osiguranje kvalitete
C002456_hr_000	skripter/skripterica
C002456_hr_001	nadzornica scenarija
C002456_hr_002	nadzornica skripte
C002456_hr_003	nadzornik scenarija
C002456_hr_004	nadzornik skripte
C002456_hr_005	skripter
C002456_hr_006	skripterica
C002456_hr_007	tajnica režije
C002456_hr_008	tajnik režije
C002457_hr_000	špediterski službenick/špediterska službenica za uvoz i izvoz namještaja, sagova i rasvjetne opreme
C002457_hr_001	službenica uvoza i izvoza namještaja, sagova i rasvjetne opreme
C002457_hr_002	službenik uvoza i izvoza namještaja, sagova i rasvjetne opreme
C002457_hr_003	tehničar za logistiku i špediciju za uvoz i izvoz namještaja, sagova i rasvjetne opreme
C002457_hr_004	tehničarka za logistiku i špediciju za uvoz i izvoz namještaja, sagova i rasvjetne opreme
C002457_hr_005	špediterska službenica uvoza/izvoza namještaja, sagova i rasvjetne opreme
C002457_hr_006	špediterska tehničarka za uvoz i izvoz namještaja, sagova i rasvjetne opreme
C002457_hr_007	špediterski službenica za uvoz i izvoz namještaja, sagova i rasvjetne opreme
C002457_hr_008	špediterski službenik uvoza/izvoza namještaja, sagova i rasvjetne opreme
C002457_hr_009	špediterski službenik za uvoz i izvoz namještaja, sagova i rasvjetne opreme
C002457_hr_010	špediterski tehničar za uvoz i izvoz namještaja, sagova i rasvjetne opreme
C002458_hr_000	veterinarski tehničar/veterinarska tehničarka
C002458_hr_001	tehničar u veterini
C002458_hr_002	tehničarka u veterini
C002458_hr_003	veterinarska asistentica
C002458_hr_004	veterinarska pomoćnica
C002458_hr_005	veterinarska tehničarka
C002458_hr_006	veterinarski asistent
C002458_hr_007	veterinarski pomoćnik
C002458_hr_008	veterinarski tehničar
C002459_hr_000	povjerenik/povjerenica za otpad
C002459_hr_001	povjerenica za otpad
C002459_hr_002	povjerenik za otpad
C002460_hr_000	prevoditelj/prevoditeljica znakovnog jezika
C002460_hr_001	prevoditelj znakovnog jezika
C002460_hr_002	prevoditeljica znakovnog jezika
C002460_hr_003	tumač jezika gluhih osoba
C002460_hr_004	tumač znakovnog jezika
C002460_hr_005	tumačica znakovnog jezika
C002460_hr_006	tumačiteljica znakovnog jezika
C002461_hr_000	koordinator/koordinatorica nastavnog programa za djecu s teškoćama u razvoju
C002461_hr_001	koordinator nastavnog programa za djecu s teškoćama u razvoju
C002461_hr_002	koordinatorica nastavnog programa za djecu s teškoćama u razvoju
C002462_hr_000	službenik/službenica obrade osiguranja
C002462_hr_001	službenica obrade osiguranja
C002462_hr_002	službenica za praćenje naplate premija osiguranja
C002462_hr_003	službenik obrade osiguranja
C002462_hr_004	službenik za praćenje naplate premija osiguranja
C002463_hr_000	pilot/pilotkinja zrakoplova
C002463_hr_001	pilot aviona
C002463_hr_002	pilot zrakoplova
C002463_hr_003	pilotkinja aviona
C002463_hr_004	pilotkinja zrakoplova
C002464_hr_000	strukovni učitelj/strukovna učiteljica za ekonomske poslove
C002464_hr_001	profesor ekonomskih predmeta
C002464_hr_002	profesorica ekonomskih predmeta
C002464_hr_003	strukovna učiteljica poduzetništva i marketinga
C002464_hr_004	strukovna učiteljica za ekonomske poslove
C002464_hr_005	strukovni učitelj poduzetništva i marketinga
C002464_hr_006	strukovni učitelj za ekonomske poslove
C002465_hr_000	sveučilišni profesor/sveučilišna profesorica književnosti
C002465_hr_001	predavač književnosti
C002465_hr_002	predavačica književnosti
C002465_hr_003	profesor komparativne književnosti
C002465_hr_004	profesorica komparativne književnosti
C002465_hr_005	sveučilišna profesorica književnosti
C002465_hr_006	sveučilišni profesor književnosti
C002466_hr_000	inspektor/inspektorica montaže motornih vozila
C002466_hr_001	inspektor montaže motornih vozila
C002466_hr_002	inspektorica montaže motornih vozila
C002467_hr_000	kolodvorski blagajnik/kolodvorska blagajnica
C002467_hr_001	kolodvorska blagajnica
C002467_hr_002	kolodvorski blagajnik
C002467_hr_003	prodavač putničkih karata
C002467_hr_004	prodavačica putničkih karata
C002467_hr_005	željeznička robno-putnička blagajnica
C002467_hr_006	željeznički robno-putnički blagajnik
C002468_hr_000	socijalni radnik/socijalna radnica u pravosuđu
C002468_hr_001	socijalna radnica u pravosuđu
C002468_hr_002	socijalni radnik u pravosuđu
C002469_hr_000	tehničar/tehničarka elektrotehnike
C002469_hr_001	elektrotehničar za proizvodnju električne energije
C002469_hr_002	elektrotehničarka za proizvodnju električne energije
C002469_hr_003	tehničar elektrotehnike
C002469_hr_004	tehničar za elektroenergetski inženjering
C002469_hr_005	tehničar za elektrotehniku
C002469_hr_006	tehničarka elektrotehnike
C002469_hr_007	tehničarka za elektroenergetski inženjering
C002469_hr_008	tehničarka za elektrotehniku
C002470_hr_000	praznitelj/prazniteljica prodajnih automata
C002470_hr_001	praznitelj prodajnih automata
C002470_hr_002	prazniteljica prodajnih automata
C002471_hr_000	arhivski službenik/arhivska službenica
C002471_hr_001	arhivska službenica
C002471_hr_002	arhivska tehničarka
C002471_hr_003	arhivski službenik
C002471_hr_004	arhivski tehničar
C002471_hr_005	pomoćna arhivska službenica
C002471_hr_006	pomoćni arhivski službenik
C002471_hr_007	skrbnica arhivskog spremišta
C002471_hr_008	skrbnik arhivskog spremišta
C002472_hr_000	dijetni kuhar / dijetna kuharica
C002472_hr_001	dijetna kuharica
C002472_hr_002	dijetni kuhar
C002473_hr_000	tehničar/tehničarka rasvjete
C002473_hr_001	asistent rasvjete
C002473_hr_002	asistentica rasvjete
C002473_hr_003	tehničar rasvjete
C002473_hr_004	tehničar svjetla
C002473_hr_005	tehničarka rasvjete
C002473_hr_006	tehničarka svjetla
C002474_hr_000	djelatnik za poslove pročišćavanja masnoće/djelatnica za poslove pročišćavanje masnoće
C002474_hr_001	djelatnica koja pročišćava masnoće
C002474_hr_002	djelatnica za poslove pročišćavanja masti
C002474_hr_003	djelatnica za poslove pročišćavanje masnoće
C002474_hr_004	djelatnik koji pročišćava masnoće
C002474_hr_005	djelatnik za poslove pročišćavanja masnoće
C002474_hr_006	djelatnik za poslove pročišćavanja masti
C002474_hr_007	radnica koja pročišćava masnoće
C002474_hr_008	radnica za poslove pročišćavanja masti
C002474_hr_009	radnica za poslove pročišćavanje masnoće
C002474_hr_010	radnik koji pročišćava masnoće
C002474_hr_011	radnik za poslove pročišćavanja masnoće
C002474_hr_012	radnik za poslove pročišćavanje masti
C002475_hr_000	rukovatelj /rukovateljica obradom i preradom mlijeka
C002475_hr_001	djelatnica za obradu i preradu mlijeka
C002475_hr_002	djelatnica za obradu i preradu mliječnih proizvoda
C002475_hr_003	djelatnik za obradu i preradu mlijeka
C002475_hr_004	djelatnik za obradu i preradu mliječnih proizvoda
C002475_hr_005	radnica za obradu i preradu mliječnih proizvoda
C002475_hr_006	radnik za obradu i preradu mlijeka
C002475_hr_007	radnik za obradu i preradu mliječnih proizvoda
C002475_hr_008	rukovatelj obradom i preradom mlijeka
C002475_hr_009	rukovateljica obradom i preradom mlijeka
C002476_hr_000	maneken/manekenka
C002476_hr_001	fotomodel (m/ž)
C002476_hr_002	maneken
C002476_hr_003	manekenka
C002477_hr_000	savjetnik/savjetnica zemljišno-informatičkog sustava
C002477_hr_001	savjetnica zemljišno-informatičkog sustava
C002477_hr_002	savjetnik zemljišno-informatičkog sustava
C002477_hr_003	specijalist za geografski informacijski sustav
C002477_hr_004	specijalistica za geografski informacijski sustav
C002477_hr_005	stručnjak za zemljišni informacijski sustav
C002477_hr_006	stručnjakinja za zemljišni informacijski sustav
C002478_hr_000	službenik/službenica za turističke informacije
C002478_hr_001	recepcionar
