C000001_it_000	Forze armate
C002324_it_006	specialista del noleggio di macchinari per l'estrazione, l'edilizia e l'ingegneria civile
C002325_it_000	responsabile della produzione di imballaggi
C002325_it_001	responsabile imballaggi
C002326_it_000	consulente prestiti
C002326_it_001	addetta controllo fidi
C002326_it_002	addetto controllo fidi
C002326_it_003	agente prestiti e mutui
C002326_it_004	consulente prestiti personali
C002326_it_005	controllore servizio prestiti
C002326_it_006	prestatore commerciale
C002326_it_007	prestatrice commerciale
C002327_it_000	caposquadra della produzione orticola
C002327_it_001	capo del team di produzione di colture orticole
C002327_it_002	capo del team di produzione di piante orticole
C002327_it_003	capo squadra produzione orticola
C002327_it_004	caposquadra della coltivazione
C002327_it_005	caposquadra della produzione frutticola
C002327_it_006	caposquadra orticolturale
C002327_it_007	caposquadra per la produzione orticola
C002327_it_008	caposquadra per tutta la produzione orticola
C002327_it_009	leader del team di produzione di prodotti orticoli
C002328_it_000	intermediario di borsa/intermediaria di borsa
C002328_it_001	addetta alla negoziazione di titoli
C002328_it_002	addetto alla negoziazione di titoli
C002328_it_003	agente di borsa
C002328_it_004	agente di cambio
C002328_it_005	broker
C002328_it_006	intermediaria di borsa
C002328_it_007	intermediario di borsa
C002329_it_000	agente immobiliare
C002329_it_001	agente di locazione
C002329_it_002	agente immobiliare aziendale
C002329_it_003	broker immobiliare
C002329_it_004	consulente immobiliare
C002329_it_005	mediatore in immobili
C002329_it_006	mediatrice in immobili
C002330_it_000	confezionatore di cinghie trapezoidali/confezionatrice di cinghie trapezoidali
C002330_it_001	confezionatore di cinghie di trasmissione
C002330_it_002	confezionatoredi cinghie trapezoidali
C002330_it_003	confezionatrice di cinghie di trasmissione
C002330_it_004	confezionatrice di cinghie trapezoidali
C002331_it_000	chef pasticcere/chef pasticcera
C002331_it_001	chef pasticcera
C002331_it_002	chef pasticcere
C002331_it_003	confettiera
C002331_it_004	confettiere
C002331_it_005	decoratore di dessert
C002331_it_006	decoratrice di dessert
C002332_it_000	registrar addetto alle mostre/registrar addetta alle mostre
C002332_it_001	registrar addetta alle mostre
C002332_it_002	registrar addetto alle mostre
C002332_it_003	registrar di opere d'arte
C002333_it_000	addetto alla rifinitura di prodotti di pelletteria/addetta alla rifinitura di prodotti di pelletteria
C002333_it_001	addetta alla ceratura di pelletteria
C002333_it_002	addetta alla rifinitura di prodotti di pelletteria
C002333_it_003	addetto alla ceratura di pelletteria
C002333_it_004	addetto alla rifinitura di prodotti di pelletteria
C002333_it_005	cucitore di pelletteria
C002333_it_006	cucitrice di pelletteria
C002333_it_007	decoratore di pelletteria
C002333_it_008	decoratrice di pelletteria
C002334_it_000	addetto alla macchina di laminazione della carta/addetta alla macchina di laminazione della carta
C002334_it_001	addetta alla macchina di laminazione della carta
C002334_it_002	addetto alla macchina di laminazione della carta
C002335_it_000	conduttore di forni a coke/conduttrice di forni a coke
C002335_it_001	conduttore di cokeria
C002335_it_002	conduttore di forni a coke
C002335_it_003	conduttrice di cokeria
C002335_it_004	conduttrice di forni a coke
C002335_it_005	operatore di forni a coke
C002335_it_006	operatrice di forni a coke
C002336_it_000	addetto alla vendita nel settore ortopedia/addetta alla vendita nel settore ortopedia
C002336_it_001	addetta alla vendita nel settore ortopedia
C002336_it_002	addetta alle vendite di articoli sanitari
C002336_it_003	addetto alla vendita nel settore ortopedia
C002336_it_004	addetto alle vendite di articoli sanitari
C002336_it_005	commessa di negozio di ortopedia sanitaria
C002336_it_006	commessa esperta in articoli sanitari e ortopedici
C002336_it_007	commesso di negozio di ortopedia sanitaria
C002336_it_008	commesso esperto in articoli sanitari e ortopedici
C002337_it_000	responsabile dei traslochi
C002337_it_001	addetta ai traslochi
C002337_it_002	addetto ai traslochi
C002337_it_003	responsabile traslochi
C002338_it_000	manovratore di impianti a fune/manovratrice di impianti a fune
C002338_it_001	manovratore di funicolare
C002338_it_002	manovratore di funivia
C002338_it_003	manovratore di impianti a fune
C002338_it_004	manovratore di sciovia
C002338_it_005	manovratore di seggiovia
C002338_it_006	manovratrice di funicolare
C002338_it_007	manovratrice di funivia
C002338_it_008	manovratrice di impianti a fune
C002338_it_009	manovratrice di sciovia
C002338_it_010	manovratrice di seggiovia
C002339_it_000	addetto alla sicurezza di eventi/addetta alla sicurezza di eventi
C002339_it_001	addetta al controllo nelle attività di intrattenimento e spettacolo
C002339_it_002	addetta alla sicurezza di eventi
C002339_it_003	addetto al controllo nelle attività di intrattenimento e spettacolo
C002339_it_004	addetto alla sicurezza di eventi
C002339_it_005	agente di sicurezza
C002339_it_006	steward da stadio
C002340_it_000	fabbricante di celle elettrolitiche
C002341_it_000	mediatore interculturale/mediatrice interculturale
C002341_it_001	mediatore interculturale
C002341_it_002	mediatrice interculturale
C002342_it_000	operatore sociale antiviolenza/operatrice sociale antiviolenza
C002342_it_001	operatore sociale antiviolenza
C002342_it_002	operatrice sociale antiviolenza
C002343_it_000	docente in corsi professionali di tecnologie dei trasporti
C002344_it_000	cuoco/cuoca
C002344_it_001	addetta alla preparazione degli alimenti
C002344_it_002	addetto alla preparazione degli alimenti
C002344_it_003	chef
C002344_it_004	cuoca
C002344_it_005	cuoco
C002345_it_000	tecnico di manutenzione aeromobili
C002345_it_001	meccanico avionico
C002345_it_002	tecnico di manutenzione preventiva degli aerei
C002345_it_003	tecnico manutenzione aeromobili
C002346_it_000	operatore addetto all’estrazione dell’amido/operatrice addetta all’estrazione dell’amido
C002346_it_001	estrattore di amido
C002346_it_002	estrattrice di amido
C002346_it_003	operatore addetto all'estrazione dell'amido
C002346_it_004	operatrice addetta all'estrazione dell'amido
C002347_it_000	specialista import-export di macchine e attrezzature agricole
C002347_it_001	importatore-esportatore di attrezzature e articoli tecnici per l'agricoltura
C002347_it_002	importatrice-esportatrice di macchine, attrezzature e articoli tecnici per l'agricoltura
C002347_it_003	responsabile import-export di macchine, attrezzature e articoli tecnici per l'agricoltura
C002348_it_000	docente in corsi professionali di agricoltura, silvicoltura e pesca
C002349_it_000	ingegnere industriale nel settore della pelletteria
C002349_it_001	ingegnere industriale prodotti di pelletteria
C002350_it_000	disegnatore di circuiti stampati/disegnatrice di circuiti stampati
C002350_it_001	PCB designer
C002350_it_002	disegnatore PCB
C002350_it_003	disegnatore di circuiti stampati
C002350_it_004	disegnatrice PCB
C002350_it_005	disegnatrice di circuiti stampati
C002351_it_000	docente universitario di servizio sociale/docente universitaria di servizio sociale
C002351_it_001	docente di servizio sociale
C002351_it_002	docente universitaria di servizio sociale
C002351_it_003	docente universitario di servizio sociale
C002351_it_004	professore universitario di servizio sociale
C002351_it_005	professoressa universitaria di servizio sociale
C002352_it_000	operatore macchine per trasporto ferroviario intermodale/operatrice macchine per trasporto ferroviario intermodale
C002352_it_001	addetta intermodale di trasporto
C002352_it_002	addetto intermodale di traporto
C002352_it_003	operatore macchine per trasporto ferroviario intermodale
C002352_it_004	operatrice macchine per trasporto ferroviario intermodale
C002353_it_000	tagliatore di capi di abbigliamento/tagliatrice di capi di abbigliamento
C002353_it_001	sarta tagliatrice
C002353_it_002	sarto tagliatore
C002353_it_003	tagliatore di capi di abbigliamento
C002353_it_004	tagliatore di pellicceria e di capi in pelle
C002353_it_005	tagliatore di velluti
C002353_it_006	tagliatore pellame
C002353_it_007	tagliatrice di capi di abbigliamento
C002353_it_008	tagliatrice di pellicceria e di capi in pelle
C002353_it_009	tagliatrice di velluti
C002353_it_010	tagliatrice pellame
C002354_it_000	ortesista protesista
C002354_it_001	ortesista
C002354_it_002	protesista
C002355_it_000	consulente giuridico/consulente giuridica
C002355_it_001	assistente giuridica
C002355_it_002	assistente giuridico
C002355_it_003	assistente paralegale
C002355_it_004	collaboratore giuridico
C002355_it_005	collaboratrice giuridica
C002355_it_006	consulente giuridica
C002355_it_007	consulente giuridico
C002355_it_008	giurista
C002356_it_000	addetto all’area di campeggio/addetta all’aria di campeggio
C002356_it_001	addetta all'area di campeggio
C002356_it_002	addetto all'area di campeggio
C002356_it_003	agente dell'area del campeggio
C002356_it_004	responsabile del campeggio
C002356_it_005	supervisore del campeggio
C002357_it_000	ingegnere progettista hardware
C002358_it_000	responsabile delle liste di attesa
C002358_it_001	coordinatore aziendale per le liste di attesa
C002358_it_002	coordinatore dei processi di prenotazione delle prestazioni ambulatoriali
C002358_it_003	coordinatrice aziendale per le liste di attesa
C002358_it_004	coordinatrice dei processi di prenotazione delle prestazioni ambulatoriali
C002359_it_000	lavavetri
C002359_it_001	pulitore di vetri
C002359_it_002	pulitrice di vetri
C002360_it_000	materassaio/materassaia
C002360_it_001	cardalana materassaia
C002360_it_002	cardalana materassaio
C002360_it_003	fabbricante di materassi
C002360_it_004	materassaia
C002360_it_005	materassaio
C002361_it_000	operatore sociale di call center/operatrice sociale di call center
C002361_it_001	assistente sociale di call center
C002361_it_002	operatore addetto alle chiamate di emergenza
C002361_it_003	operatore sociale di call center
C002361_it_004	operatrice addetta alle chiamate di emergenza
C002361_it_005	operatrice sociale di call center
C002362_it_000	geologo ambientale/geologa ambientale
C002362_it_001	geologa ambientale
C002362_it_002	geologo ambientale
C002363_it_000	commerciante all’ingrosso di articoli di porcellana e di vetro
C002363_it_001	commerciante all'ingrosso di ceramiche, porcellane e articoli in vetro e cristallo
C002363_it_002	commerciante all'ingrosso di vetrerie, cristallerie, articoli da regalo e per la tavola
C002364_it_000	addetto al controllo dei bagagli a mano/addetta al controllo dei bagagli a mano
C002364_it_001	addetta al controllo dei bagagli
C002364_it_002	addetta al controllo dei bagagli a mano
C002364_it_003	addetta alla sicurezza aeroportuale
C002364_it_004	addetto al controllo dei bagagli
C002364_it_005	addetto al controllo dei bagagli a mano
C002364_it_006	addetto alla sicurezza aeroportuale
C002365_it_000	assistente alla gestione di fondi di investimento
C002366_it_000	responsabile dell’agenzia di viaggio
C002366_it_001	responsabile dell'agenzia di viaggi
C002366_it_002	responsabili dell'agenzia di viaggi
C002366_it_003	responsabili dell'agenzia di viaggio
C002366_it_004	supervisore dell'agenzia di viaggi
C002367_it_000	operatore della linea di imbottigliamento/operatrice della linea di imbottigliamento
C002367_it_001	addetta all'imbottigliamento
C002367_it_002	addetto all'imbottigliamento
C002367_it_003	operatore della linea di imbottigliamento
C002367_it_004	operatrice della linea di imbottigliamento
C002368_it_000	conduttore di telaio meccanico per la tessitura/conduttrice di telaio meccanico per la tessitura
C002368_it_001	conduttore di telaio meccanico per la tessitura
C002368_it_002	conduttrice di telaio meccanico per la tessitura
C002369_it_000	addetto alla fucinatura a stampo/addetta alla fucinatura a stampo
C002369_it_001	addetta alla forgiatura al maglio
C002369_it_002	addetta alla fucinatura a stampo
C002369_it_003	addetta alla fucinatura al maglio
C002369_it_004	addetta alla fucinatura su stampo
C002369_it_005	addetto alla forgiatura al maglio
C002369_it_006	addetto alla fucinatura a stampo
C002369_it_007	addetto alla fucinatura al maglio
C002369_it_008	addetto alla fucinatura su stampo
C002370_it_000	modellista di calzature
C002370_it_001	modellista calzature
C002370_it_002	modellista calzaturiera
C002370_it_003	modellista calzaturiero
C002370_it_004	stilista modellista di calzature
C002371_it_000	ingegnere progettista di contenitori
C002371_it_001	progettista di contenitori
C002371_it_002	progettista di recipienti
C002372_it_000	direttore di strutture zoologiche e faunistiche/direttrice di strutture zoologiche e faunistiche
C002372_it_001	direttore di acquario
C002372_it_002	direttore di giardino zoologico
C002372_it_003	direttore di parco faunistico
C002372_it_004	direttore di strutture zoologiche e faunistiche
C002372_it_005	direttore di zoo
C002372_it_006	direttrice di acquario
C002372_it_007	direttrice di giardino zoologico
C002372_it_008	direttrice di parco faunistico
C002372_it_009	direttrice di strutture zoologiche e faunistiche
C002372_it_010	gestore di rifugio per animali
C002373_it_000	pianificatore del traffico/pianificatrice del traffico
C002373_it_001	esperta di pianificazione del traffico
