C000001_sl_000	Vojaški poklici
C002421_sl_001	upravljavec sekalnika
C002421_sl_002	upravljavka sekalnika
C002422_sl_000	zdravstveni psiholog/zdravstvena psihologinja
C002422_sl_001	psiholog v zdravstvu
C002422_sl_002	psihologinja v zdravstvu
C002422_sl_003	strokovnjak za zdravstveno psihologijo
C002422_sl_004	strokovnjakinja za zdravstveno psihologijo
C002422_sl_005	zdravstvena psihologinja
C002422_sl_006	zdravstveni psiholog
C002423_sl_000	učitelj/učiteljica oseb s posebnimi potrebami
C002423_sl_001	učitelj oseb s posebnimi potrebami
C002423_sl_002	učiteljica oseb s posebnimi potrebami
C002424_sl_000	voznik/voznica vozila za prevoz bolnikov
C002424_sl_001	voznica vozila za prevoz bolnikov
C002424_sl_002	voznik vozila za prevoz bolnikov
C002425_sl_000	lončar/lončarka
C002425_sl_001	lončar
C002425_sl_002	lončarka
C002426_sl_000	krojač/krojačica
C002426_sl_001	krojač
C002426_sl_002	krojačica
C002427_sl_000	inštalater/inštalaterka plinskih naprav
C002427_sl_001	Inštalater plinskih naprav
C002427_sl_002	Inštalaterka plinskih naprav
C002427_sl_003	plinovodar/plinovodarka
C002427_sl_004	plinovodarka
C002428_sl_000	načrtovalec/načrtovalka proizvodnje usnja
C002428_sl_001	načrtovalec proizvodnje usnja
C002428_sl_002	načrtovalka proizvodnje usnja
C002429_sl_000	točkovni varilec/točkovna varilka
C002429_sl_001	točkovna varilka
C002429_sl_002	točkovni varilec
C002430_sl_000	izdelovalec/izdelovalka klavirjev
C002430_sl_001	izdelovalec klavirjev
C002430_sl_002	izdelovalka klavirjev
C002431_sl_000	vodja trgovine z oblačili
C002431_sl_001	menedžer v trgovini z oblačili
C002431_sl_002	menedžerka v trgovini z oblačili
C002431_sl_003	vodja prodajalne modnih oblačil
C002431_sl_004	vodja prodajalne oblačil
C002431_sl_005	vodja prodajalne ženskih modnih oblačil
C002432_sl_000	upravljavec/upravljavka nadrezkarja
C002432_sl_001	upravljavec nadrezkarja
C002432_sl_002	upravljavka nadrezkarja
C002433_sl_000	koordinator/koordinatorka kampanje
C002433_sl_001	koordinator kampanje
C002433_sl_002	koordinatorka kampanje
C002434_sl_000	vodja zdravstveno-dokumentacijske službe
C002434_sl_001	vodja dokumentacijske službe
C002434_sl_002	vodja zdravstvene dokumentacije
C002435_sl_000	tanatolog/tanatologinja
C002435_sl_001	strokovnjak za tanatologijo
C002435_sl_002	strokovnjakinja za tanatologijo
C002435_sl_003	tanatolog
C002435_sl_004	tanatologinja
C002436_sl_000	pivski somelje/pivska someljejka
C002436_sl_001	pivska someljejka
C002436_sl_002	pivska sommelierka
C002436_sl_003	pivski somelje
C002436_sl_004	pivski sommelier
C002437_sl_000	vzdrževalec/vzdrževalka vetrnih turbin
C002437_sl_001	vzdrževalec vetrnih turbin
C002437_sl_002	vzdrževalka vetrnih turbin
C002438_sl_000	strokovni sodelavec za uvoz in izvoz farmacevtskih izdelkov/strokovna sodelavka za uvoz in izvoz farmacevtskih izdelkov
C002438_sl_001	referent za uvoz in izvoz farmacevtskih izdelkov
C002438_sl_002	referentka za uvoz in izvoz farmacevtskih izdelkov
C002438_sl_003	strokovna sodelavka za uvoz in izvoz farmacevtskih izdelkov
C002438_sl_004	strokovni sodelavec za uvoz in izvoz farmacevtskih izdelkov
C002439_sl_000	vodja v železniškem prometu
C002439_sl_001	inženir za železniški promet
C002439_sl_002	inženirka za železniški promet
C002439_sl_003	menedžer v železniškem prometu
C002439_sl_004	menedžerka v železniškem prometu
C002439_sl_005	vodja službe za vodenje železniškega prometa
C002440_sl_000	oblikovalec/oblikovalka notranjih zelenih površin
C002440_sl_001	notranja vrtnarka
C002440_sl_002	notranji vrtnar
C002440_sl_003	oblikovalec notranjih zelenih površin
C002440_sl_004	oblikovalka notranjih zelenih površin
C002440_sl_005	vzdrževalec notranjih zelenih površin
C002440_sl_006	vzdrževalka notranjih zelenih površin
C002441_sl_000	socialni delavec/socialna delavka za delo z vojaškimi družinami
C002441_sl_001	delavec za socialnovarstveno oskrbo vojaških družin
C002441_sl_002	delavka za socialnovarstveno oskrbo vojaških družin
C002441_sl_003	socialna delavka v vojski
C002441_sl_004	socialna delavka za delo z vojaškimi družinami
C002441_sl_005	socialni delavec v vojski
C002441_sl_006	socialni delavec za delo z vojaškimi družinami
C002442_sl_000	konfigurator/konfiguratorka sistema
C002442_sl_001	konfigurator sistema
C002442_sl_002	konfigurator sistemov
C002442_sl_003	konfiguratorka sistema
C002442_sl_004	konfiguratorka sistemov
C002442_sl_005	sistemska konfiguratorka
C002442_sl_006	sistemski konfigurator
C002442_sl_007	strokovnjak za konfiguracijo sistemov
C002442_sl_008	strokovnjakinja za konfiguracijo sistemov
C002443_sl_000	vzdrževalec pnevmatik in vulkanizer/vzdrževalka pnevmatik in vulkanizerka
C002443_sl_001	vulkanizer
C002443_sl_002	vulkanizerka
C002443_sl_003	vzdrževalec pnevmatik in vulkanizer
C002443_sl_004	vzdrževalka pnevmatik in vulkanizerka
C002444_sl_000	svetovalec/svetovalka za poprodajne storitve
C002444_sl_001	svetovalec za poprodajne storitve
C002444_sl_002	svetovalka za poprodajne storitve
C002444_sl_003	tehnica za poprodajne storitve
C002444_sl_004	tehnik za poprodajne storitve
C002445_sl_000	strokovnjak/strokovnjakinja za kmetijsko politiko
C002445_sl_001	strokovnjak za kmetijsko politiko
C002445_sl_002	strokovnjakinja za kmetijsko politiko
C002446_sl_000	vodja trgovine s časopisi in pisarniškim materialom
C002446_sl_001	vodja prodajalne časopisov
C002446_sl_002	vodja prodajalne časopisov in revij
C002446_sl_003	vodja trgovine s pisarniškimi potrebščinami
C002447_sl_000	trgovec/trgovka na debelo z obdelovalnimi stroji
C002447_sl_001	trgovec na debelo z obdelovalnimi stroji
C002447_sl_002	trgovka na debelo z obdelovalnimi stroji
C002448_sl_000	predavatelj/predavateljica živilstva
C002448_sl_001	predavatelj živilstva
C002448_sl_002	predavateljica živilstva
C002449_sl_000	upravljavec/upravljavka stroja za izdelavo betonskih elementov
C002449_sl_001	upravljavec stroja za izdelavo betonskih elementov
C002449_sl_002	upravljavka stroja za izdelavo betonskih elementov
C002450_sl_000	odstranjevalec/odstranjevalka azbesta
C002450_sl_001	odstranjevalec azbesta
C002450_sl_002	odstranjevalka azbesta
C002451_sl_000	ekonomist/ekonomistka
C002451_sl_001	ekonometrik
C002451_sl_002	ekonometričarka
C002451_sl_003	ekonomist
C002451_sl_004	ekonomistka
C002451_sl_005	makroekonomist
C002451_sl_006	makroekonomistka
C002452_sl_000	inženir/inženirka strojništva za precizno mehaniko
C002452_sl_001	inženir strojništva za precizno mehaniko
C002452_sl_002	inženirka strojništva za precizno mehaniko
C002453_sl_000	vodja letaliških operacij
C002454_sl_000	žarilec/žarilka stekla
C002454_sl_001	žarilec stekla
C002454_sl_002	žarilka stekla
C002455_sl_000	tehnik/tehnica kakovosti v proizvodnji
C002455_sl_001	tehnica kakovosti v proizvodnji
C002455_sl_002	tehnik kakovosti v proizvodnji
C002456_sl_000	tajnik/tajnica režije
C002456_sl_001	tajnica režije
C002456_sl_002	tajnica režije skript
C002456_sl_003	tajnik režije
C002456_sl_004	tajnik režije skript
C002457_sl_000	strokovni sodelavec za uvoz in izvoz pohištva, preprog in svetil/strokovna sodelavka za uvoz in izvoz pohištva, preprog in svetil
C002457_sl_001	referent za uvoz in izvoz pohištva, preprog in svetil
C002457_sl_002	referentka za uvoz in izvoz pohištva, preprog in svetil
C002457_sl_003	strokovna sodelavka za uvoz in izvoz pohištva, preprog in svetil
C002457_sl_004	strokovni sodelavec za uvoz in izvoz pohištva, preprog in svetil
C002458_sl_000	veterinarski tehnik/veterinarska tehnica
C002458_sl_001	tehnica veterinarske medicine
C002458_sl_002	tehnik veterinarske medicine
C002458_sl_003	veterinarska pomočnica
C002458_sl_004	veterinarska tehnica
C002458_sl_005	veterinarski pomočnik
C002458_sl_006	veterinarski tehnik
C002459_sl_000	vodja centra za ravnanje z odpadki
C002459_sl_001	direktor centra za ravnanje z odpadki
C002459_sl_002	direktorica centra za ravnanje z odpadki
C002459_sl_003	menedžer za ravnanje z odpadki
C002459_sl_004	menedžerka za ravnanje z odpadki
C002459_sl_005	vodja odlagališča za odpadke
C002459_sl_006	vodja recikliranja odpadkov
C002459_sl_007	vodja varnega ravnanja z odpadki
C002460_sl_000	tolmač/tolmačka znakovnega jezika
C002460_sl_001	asistent za komunikacijo v znakovnem jeziku
C002460_sl_002	asistentka za komunikacijo v znakovnem jeziku
C002460_sl_003	tolmač slovenskega znakovnega jezika
C002460_sl_004	tolmač znakovnega jezika
C002460_sl_005	tolmačka slovenskega znakovnega jezika
C002460_sl_006	tolmačka znakovnega jezika
C002461_sl_000	koordinator/koordinatorka za posebne potrebe
C002461_sl_001	koordinator za posebne potrebe
C002461_sl_002	koordinatorka za posebne potrebe
C002462_sl_000	zavarovalni asistent/zavarovalna asistentka
C002462_sl_001	referent za zavarovalništvo
C002462_sl_002	referentka za zavarovalništvo
C002462_sl_003	uradnica za zavarovalništvo
C002462_sl_004	uradnik za zavarovalništvo
C002462_sl_005	zavarovalna asistentka
C002462_sl_006	zavarovalni asistent
C002463_sl_000	pilot/pilotka letala
C002463_sl_001	pilot letala
C002463_sl_002	pilotka letala
C002464_sl_000	učitelj/učiteljica poslovanja in trženja v poklicnem izobraževanju
C002464_sl_001	učitelj poslovanja in marketinga v poklicnem izobraževanju
C002464_sl_002	učitelj poslovanja in trženja v poklicnem izobraževanju
C002464_sl_003	učiteljica poslovanja in trženja v poklicnem izobraževanju
C002465_sl_000	predavatelj/predavateljica književnosti na univerzi
C002465_sl_001	predavatelj književnosti na univerzi
C002465_sl_002	predavateljica književnosti na univerzi
C002466_sl_000	kontrolor/kontrolorka v proizvodnji motornih vozil
C002466_sl_001	kontrolor v proizvodnji motornih vozil
C002466_sl_002	kontrolorka v proizvodnji motornih vozil
C002467_sl_000	prodajalec/prodajalka železniških vozovnic
C002467_sl_001	prodajalec v prodajno-informacijskem centru
C002467_sl_002	prodajalec železniških vozovnic
C002467_sl_003	prodajalka v prodajno-informacijskem centru
C002467_sl_004	prodajalka železniških vozovnic
C002467_sl_005	referent za prodajo železniških vozovnic
C002467_sl_006	referentka za prodajo železniških vozovnic
C002468_sl_000	socialni delavec/socialna delavka v kazenskem pravosodju
C002468_sl_001	socialna delavka v kazenskem pravosodju
C002468_sl_002	socialna delavka za obravnavo storilcev kaznivih dejanj
C002468_sl_003	socialni delavec v kazenskem pravosodju
C002468_sl_004	socialni delavec za obravnavo storilcev kaznivih dejanj
C002469_sl_000	tehnik/tehnica za elektrotehniko
C002469_sl_001	tehnica za elektrotehniko
C002469_sl_002	tehnik za elektrotehniko
C002470_sl_000	oskrbovalec/oskrbovalka prodajnih avtomatov
C002470_sl_001	oskrbovalec prodajnih avtomatov
C002470_sl_002	oskrbovalka prodajnih avtomatov
C002471_sl_000	referent/referentka za dokumentacijo
C002471_sl_001	arhivska uradnica
C002471_sl_002	arhivski uradnik
C002471_sl_003	dokumentacijska uradnica
C002471_sl_004	dokumentacijski uradnik
C002471_sl_005	fotokopist
C002471_sl_006	fotokopistka
C002471_sl_007	referent za dokumentacijo
C002471_sl_008	referentka za dokumentacijo
C002472_sl_000	dietni kuhar/dietna kuharica
C002472_sl_001	dietna kuharica
C002472_sl_002	dietni kuhar
C002473_sl_000	osvetljevalec/osvetljevalka
C002473_sl_001	lučkar
C002473_sl_002	lučkarica
C002473_sl_003	osvetljevalec
C002473_sl_004	osvetljevalka
C002473_sl_005	tehnica za razsvetljavo
C002473_sl_006	tehnik za razsvetljavo
C002474_sl_000	delavec/delavka na stroju za prečiščevanje maščob
C002474_sl_001	delavec na stroju za prečiščevanje maščob
C002474_sl_002	delavec na stroju za čiščenje maščob
C002474_sl_003	delavka na stroju za prečiščevanje maščob
C002474_sl_004	delavka na stroju za čiščenje maščob
C002474_sl_005	prečiščevalec maščob
C002474_sl_006	prečiščevalka maščob
C002475_sl_000	upravljavec/upravljavka predelave mleka
C002475_sl_001	kontrolor predelave mleka
C002475_sl_002	kontrolorka predelave mleka
C002475_sl_003	nadzornica predelave mleka
C002475_sl_004	nadzornik predelave mleka
C002475_sl_005	upravljavec predelave mleka
C002475_sl_006	upravljavka predelave mleka
C002476_sl_000	maneken/manekenka
C002476_sl_001	maneken
C002476_sl_002	manekenka
C002476_sl_003	modni model
C002477_sl_000	geoinformacijski tehnolog/geoinformacijska tehnologinja
C002477_sl_001	geoinformacijska tehnologinja
C002477_sl_002	geoinformacijski tehnolog
C002478_sl_000	turistični informator/turistična informatorka
C002478_sl_001	posrednica informacij za goste
C002478_sl_002	posrednica turističnih informacij
C002478_sl_003	posrednik informacij za goste
C002478_sl_004	posrednik turističnih informacij
C002478_sl_005	turistična informatorka
C002478_sl_006	turistični informator
C002479_sl_000	nabavnik/nabavnica scenske opreme
C002479_sl_001	nabavni referent za scensko opremo
C002479_sl_002	nabavnica scenske opreme
C002479_sl_003	nabavnik scenske opreme
C002480_sl_000	šolski inšpektor/šolska inšpektorica
C002480_sl_001	šolska inšpektorica
C002480_sl_002	šolski inšpektor
C002481_sl_000	zdravnik specialist/zdravnica specialistka
C002481_sl_001	abdominalni kirurg
C002481_sl_002	anesteziolog
C002481_sl_003	anestezist
C002481_sl_004	dermatolog
C002481_sl_005	dermatonevrolog
C002481_sl_006	diabetolog
C002481_sl_007	gastroenterolog
C002481_sl_008	ginekolog
C002481_sl_009	hematolog
C002481_sl_010	infektolog
C002481_sl_011	internistični onkolog
C002481_sl_012	kardiolog
C002481_sl_013	kardiovaskularni kirurg
C002481_sl_014	klinični mikrobiolog
C002481_sl_015	maksilofacialni kirurg
C002481_sl_016	nefrolog
C002481_sl_017	nevrokirurg
C002481_sl_018	nevrolog
C002481_sl_019	oftalmolog
C002481_sl_020	onkolog
C002481_sl_021	oralni kirurg
C002481_sl_022	ortopedski kirurg
C002481_sl_023	otorinolaringolog
C002481_sl_024	otroški nevrolog
C002481_sl_025	paradontolog
C002481_sl_026	patolog
C002481_sl_027	pediater
C002481_sl_028	pnevmolog
C002481_sl_029	porodničar
C002481_sl_030	psihiater
C002481_sl_031	pulmolog
C002481_sl_032	radiolog
C002481_sl_033	radioterapevt
C002481_sl_034	reanimatolog
C002481_sl_035	revmatolog
C002481_sl_036	specialist družinske medicine
C002481_sl_037	specialist fizikalne in rehabilitacijske medicine
C002481_sl_038	specialist interne medicine
C002481_sl_039	specialist klinične fiziologije
C002481_sl_040	specialist klinične genetike
C002481_sl_041	specialist medicine dela, prometa in športa
C002481_sl_042	specialist nuklearne medicine
C002481_sl_043	specialist otroške in mladostniške psihiatrije
C002481_sl_044	specialist plastične, rekonstrukcijske in estetske kirurgije
C002481_sl_045	specialist sodne medicine
C002481_sl_046	specialist stomatološke protetike
C002481_sl_047	specialist transfuzijske medicine
C002481_sl_048	specialist urgentne medicine
C002481_sl_049	specialist zobnih bolezni in endodontije
C002481_sl_050	specialist čeljustne in zobne ortopedije
C002481_sl_051	splošni kirurg
C002481_sl_052	stomatolog
C002481_sl_053	torakalni kirurg
C002481_sl_054	travmatolog
C002481_sl_055	urolog
C002481_sl_056	zdravnica specialistka
C002481_sl_057	zdravnik specialist
C002481_sl_058	zobozdravnik
C002482_sl_000	prodajalec/prodajalka
C002482_sl_001	prodajalec
C002482_sl_002	prodajalka
C002483_sl_000	vodja trgovine s tekstilom
C002483_sl_001	manufakturist
C002483_sl_002	manufakturistka
C002483_sl_003	vodja manufakture
C002483_sl_004	vodja tekstilne trgovine
C002483_sl_005	vodja trgovine z metrskim blagom
C002484_sl_000	stotnik/stotnica
C002484_sl_001	stotnica
C002484_sl_002	stotnik
C002485_sl_000	pomorski gasilec/pomorska gasilka
C002485_sl_001	pomorska gasilka
C002485_sl_002	pomorski gasilec
C002486_sl_000	strokovni sodelavec/strokovna sodelavka za delo z invalidi
C002486_sl_001	strokovna sodelavka za delo z invalidi
C002486_sl_002	strokovna sodelavka za pomoč invalidom
C002486_sl_003	strokovna sodelavka za pomoč osebam z motnjami v duševnem razvoju
C002486_sl_004	strokovni sodelavec za delo z invalidi
C002486_sl_005	strokovni sodelavec za pomoč invalidom
C002486_sl_006	strokovni sodelavec za pomoč osebam z motnjami v duševnem razvoju
C002487_sl_000	ščetkar/ščetkarka
C002487_sl_001	izdelovalec čopičev
C002487_sl_002	izdelovalka čopičev
C002487_sl_003	metlar
C002487_sl_004	metlarka
C002487_sl_005	ščetkar
C002487_sl_006	ščetkarka
C002488_sl_000	preglednik/preglednica alarmnih sistemov
C002488_sl_001	preglednica alarmnih sistemov
C002488_sl_002	preglednik alarmnih sistemov
C002489_sl_000	vodja odnosov z gosti
C002489_sl_001	vodja za odnose z gosti
C002490_sl_000	zakonski svetovalec/zakonska svetovalka
C002490_sl_001	družinska terapevtka
C002490_sl_002	družinski terapevt
C002490_sl_003	partnerska terapevtka
C002490_sl_004	partnerski terapevt
C002490_sl_005	zakonska in družinska svetovalka
C002490_sl_006	zakonska in družinska terapevtka
C002490_sl_007	zakonska svetovalka
C002490_sl_008	zakonski in družinski svetovalec
C002490_sl_009	zakonski in družinski terapevt
C002490_sl_010	zakonski svetovalec
C002491_sl_000	tehnik/tehnica za jamomerstvo
C002491_sl_001	tehnica za jamomerstvo
C002491_sl_002	tehnik za jamomerstvo
C002492_sl_000	glavni sprevodnik/glavna sprevodnica
C002492_sl_001	glavna sprevodnica
C002492_sl_002	glavni sprevodnik
C002492_sl_003	vodja vlaka
C002493_sl_000	nadzornik/nadzornica v kontaktnem centru
C002493_sl_001	nadzornica v centru za stranke
C002493_sl_002	nadzornica v kontaktnem centru
C002493_sl_003	nadzornik v centru za stranke
C002493_sl_004	nadzornik v kontaktnem centru
C002494_sl_000	vodja raziskav na področju IKT
