C000001_lv_000	Armijas profesijas
C002308_lv_004	tehniskās informācijas redaktore
C002308_lv_005	tehniskās informācijas redaktors
C002308_lv_006	tehniskās informācijas sagatavotāja
C002308_lv_007	tehniskās informācijas sagatavotājs
C002308_lv_008	tehniskās informācijas veidotāja
C002308_lv_009	tehniskās informācijas veidotājs
C002309_lv_000	tūrisma pasākumu organizators
C002309_lv_001	tūrisma pasākumu organizatore
C002309_lv_002	tūristu izklaides pasākumu organizatore
C002309_lv_003	tūristu izklaides pasākumu organizators
C002310_lv_000	vadītāja palīgs
C002310_lv_001	vadītāja palīdze
C002311_lv_000	lidostas apgaismojuma tehniķis
C002311_lv_001	lidostu apgaismojuma speciālists
C002311_lv_002	skrejceļa apgaismojuma tehniķe
C002311_lv_003	skrejceļa apgaismojuma tehniķis
C002311_lv_004	skrejceļa iezīmēšanas tehniķis
C002312_lv_000	lentas veidotājs
C002312_lv_001	lentas veidotāja
C002313_lv_000	vidusskolas bioloģijas skolotājs
C002313_lv_001	bioloģijas skolotāja vidusskolā
C002313_lv_002	bioloģijas skolotājs vidusskolā
C002314_lv_000	horizontālās kalšanas iekārtas operators
C002314_lv_001	horizontālās kalšanas mašīnas operatore
C002314_lv_002	horizontālās kalšanas mašīnas operators
C002315_lv_000	vispārējās aprūpes māsa
C002315_lv_001	bērnu aprūpes māsa
C002315_lv_002	bērnu māsa
C002316_lv_000	betona elementu lējējs
C002316_lv_001	betona daļu lējējs
C002316_lv_002	betona elementu lējēja
C002316_lv_003	betona flīžu lējējs
C002316_lv_004	saliekamā betona lējējs
C002317_lv_000	mašīnbūves inženieris
C002317_lv_001	autobūves inženieris
C002318_lv_000	bruņu automobiļa vadītājs
C002318_lv_001	bruņu automobiļa vadītāja
C002319_lv_000	finanšu analītiķis
C002319_lv_001	finanšu analītiķe
C002319_lv_002	finanšu tirgus analītiķis
C002320_lv_000	sociālais aprūpētājs
C002320_lv_001	sociālā aprūpētāja
C002321_lv_000	cauruļu savienotājs
C002321_lv_001	cauruļu operators
C002321_lv_002	cauruļu savienotāja
C002322_lv_000	datubāzu projektētājs
C002322_lv_001	datu arhitekts
C002322_lv_002	datu modeļu izstrādātājs
C002322_lv_003	datubāzu arhitekts
C002322_lv_004	datubāzu projektētāja
C002323_lv_000	farmaceits speciālists
C002323_lv_001	farmaceite speciāliste
C002323_lv_002	klīniskais farmaceits
C002324_lv_000	būvniecības un inženierbūvniecības iekārtu nomas pārstāvis
C002324_lv_001	būvniecības un inženierbūvniecības iekārtu nomas pārstāve
C002325_lv_000	iepakojuma ražošanas vadītājs
C002325_lv_001	iepakojuma ražošanas vadītāja
C002326_lv_000	aizdevumu administrators
C002326_lv_001	aizdevumu administratore
C002326_lv_002	kredītu administrators
C002327_lv_000	dārzkopības brigadieris
C002327_lv_001	dārzkopības brigadiere
C002327_lv_002	dārzkopības darba vadītāja
C002327_lv_003	dārzkopības darba vadītājs
C002328_lv_000	biržas brokeris
C002328_lv_001	biržas brokere
C002329_lv_000	nekustamā īpašuma mākleris
C002329_lv_001	nekustamā īpašuma aģents
C002330_lv_000	ķīļsiksnu veidotājs
C002330_lv_001	ķīļsiksnu veidotāja
C002331_lv_000	konditors
C002331_lv_001	konditore
C002331_lv_002	maiznieks
C002332_lv_000	ekspozīciju un izstāžu artefaktu reģistrators
C002332_lv_001	ekspozīciju un izstāžu artefaktu reģistratore
C002333_lv_000	ādas izstrādājumu apstrādātājs
C002333_lv_001	ādas izstrādājumu apstrādātāja
C002333_lv_002	ādas izstrādājumu nobeidzējs
C002334_lv_000	laminēšanas iekārtas operators
C002334_lv_001	laminēšanas operatore
C002334_lv_002	laminēšanas operators
C002335_lv_000	koksa ieguves krāsns operators
C002335_lv_001	koksa ieguves krāsns operatore
C002336_lv_000	ortopēdisko preču veikala pārdevējs
C002336_lv_001	pārdevēja ortopēdisko preču veikalā
C002336_lv_002	pārdevējs ortopēdisko preču veikalā
C002337_lv_000	pārcelšanās pakalpojumu vadītājs
C002337_lv_001	pārcelšanās pakalpojumu speciālists
C002337_lv_002	pārcelšanās pakalpojumu vadītāja
C002338_lv_000	automatizēto trošu ceļu iekārtu dispečers
C002338_lv_001	automatizēto trošu ceļu iekārtu dispečere
C002338_lv_002	funikuliera dispečers
C002338_lv_003	gaisa tramvaja dispečers
C002338_lv_004	trošu vagona dispečers
C002339_lv_000	publisko pasākumu apsardzes darbinieks
C002339_lv_001	publisko pasākumu apsardzes darbiniece
C002340_lv_000	elektrolītisko elementu izgatavotājs
C002340_lv_001	elektrolītisko elementu izgatavotāja
C002341_lv_000	starpkultūru komunikācijas konsultants
C002341_lv_001	starpkultūru komunikācijas konsultante
C002342_lv_000	sociālais darbinieks darbam ar vardarbībā cietušām personām
C002342_lv_001	sociālā darbiniece darbam ar vardarbībā cietušām personām
C002343_lv_000	transporta tehnoloģiju pasniedzējs
C002343_lv_001	transporta tehnoloģiju pasniedzēja
C002344_lv_000	pavārs
C002344_lv_001	kuģa pavāre
C002344_lv_002	kuģa pavārs
C002344_lv_003	pavāre
C002345_lv_000	lidaparātu tehniskās apkopes mehāniķis
C002345_lv_001	gaisa kuģu tehniskās apkopes mehāniķe
C002345_lv_002	gaisa kuģu tehniskās apkopes mehāniķis
C002346_lv_000	cietes ražošanas operators
C002346_lv_001	cietes ieguves operators
C002346_lv_002	cietes ražošanas operatore
C002347_lv_000	lauksaimniecības iekārtu un aprīkojuma importa un eksporta speciālists
C002347_lv_001	lauksaimniecības mašīnu un iekārtu importa un eksporta speciāliste
C002347_lv_002	lauksaimniecības mašīnu un iekārtu importa un eksporta speciālists
C002348_lv_000	lauksaimniecības, mežsaimniecības un zivsaimniecības pasniedzējs
C002348_lv_001	lauksaimniecības, mežsaimniecības un zivsaimniecības pasniedzēja
C002349_lv_000	ādas izstrādājumu ražošanas inženieris
C002349_lv_001	ādas izstrādājumu ražošanas inženiere
C002349_lv_002	ādas izstrādājumu ražošanas tehniķis
C002350_lv_000	drukātās shēmas plašu rasētājs
C002350_lv_001	drukātās shēmas plašu rasētāja
C002351_lv_000	sociālā darba lektors
C002351_lv_001	docents sociālā darba jomā
C002351_lv_002	lektore sociālā darba jomā
C002351_lv_003	lektors sociālā darba jomā
C002351_lv_004	pasniedzējs sociālā darba jomā
C002351_lv_005	profesors sociālā darba jomā
C002352_lv_000	dzelzceļa intermodālā aprīkojuma operators
C002352_lv_001	dzelzceļa intermodālā aprīkojuma operatore
C002353_lv_000	piegriezējs
C002353_lv_001	piegriezēja
C002354_lv_000	protēžortopēds
C002354_lv_001	bioniķis protēzists
C002354_lv_002	ortopēdijas tehniķis
C002354_lv_003	protēžortopēde
C002354_lv_004	protēžu pielāgotājs
C002354_lv_005	tehniskais ortopēds
C002355_lv_000	jurista palīgs
C002355_lv_001	jurista palīdze
C002356_lv_000	kempinga darbinieks
C002356_lv_001	kempinga apkalpojošais personāls
C002356_lv_002	kempinga darbiniece
C002356_lv_003	kempinga personāls
C002357_lv_000	datortehnikas inženieris
C002357_lv_001	datortehnikas inženiere
C002358_lv_000	pacientu reģistrators
C002358_lv_001	pacientu reģistratore
C002359_lv_000	logu mazgātājs
C002359_lv_001	logu mazgātāja
C002360_lv_000	matraču šuvējs
C002360_lv_001	matraču šuvēja
C002361_lv_000	psiholoģiskās palīdzības tālruņa operators
C002361_lv_001	krīzes tālruņa operators
C002361_lv_002	psiholoģiskā atbalsta tālruņa operators
C002361_lv_003	psiholoģiskās palīdzības tālruņa operatore
C002361_lv_004	uzticības tālruņa operators
C002362_lv_000	vides ģeologs
C002362_lv_001	vides ģeoloģe
C002363_lv_000	porcelāna un citu stikla izstrādājumu vairumtirgotājs
C002363_lv_001	porcelāna un citu stikla izstrādājumu vairumtirgotāja
C002364_lv_000	rokas bagāžas inspektors
C002364_lv_001	rokas bagāžas inspektore
C002365_lv_000	ieguldījumu fondu vadītāja asistents
C002365_lv_001	ieguldījumu fondu speciālists
C002365_lv_002	ieguldījumu fondu vadītāja asistente
C002366_lv_000	ceļojumu biroja vadītājs
C002366_lv_001	ceļojumu biroja menedžere
C002366_lv_002	ceļojumu biroja menedžeris
C002366_lv_003	ceļojumu biroja vadītāja
C002367_lv_000	iepildīšanas konveijera operators
C002367_lv_001	fasēšanas iekārtu operators
C002367_lv_002	iepildīšanas līnijas operatore
C002367_lv_003	iepildīšanas līnijas operators
C002368_lv_000	aušanas mašīnas operators
C002368_lv_001	aušanas operatore
C002368_lv_002	aušanas operators
C002369_lv_000	kritienvesera operators
C002369_lv_001	kritienvesera operatore
C002370_lv_000	modeļu apavu izgatavotājs
C002370_lv_001	apavu modeļu izgatavotājs
C002370_lv_002	apavu piegrieztņu izgatavotājs
C002370_lv_003	modeļu apavu izgatavotāja
C002371_lv_000	konteineru konstruktors
C002371_lv_001	konteinerveida iekārtu dizaina inženiere
C002371_lv_002	konteinerveida iekārtu dizaina inženieris
C002372_lv_000	dzīvnieku izmitināšanas vietas vadītājs
C002372_lv_001	dzīvnieku parka vadītājs
C002372_lv_002	dzīvnieku patversmes vadītājs
C002372_lv_003	dzīvnieku turēšanas vietas vadītāja
C002372_lv_004	dzīvnieku turēšanas vietas vadītājs
C002372_lv_005	zooloģiskā dārza direktors
C002373_lv_000	transporta tīklu plānotājs
C002373_lv_001	satiksmes organizācijas inženieris
C002373_lv_002	satiksmes plānotājs
C002373_lv_003	transporta tīklu inženieris
C002373_lv_004	transporta tīklu plānotāja
C002373_lv_005	transporttīklu inženieris
C002374_lv_000	frizieru apmācības pasniedzējs
C002374_lv_001	frizierapmācības pasniedzēja
C002374_lv_002	frizierapmācības pasniedzējs
C002375_lv_000	apdrošināšanas atlīdzības pieprasījumu struktūrvienības vadītājs
C002375_lv_001	apdrošināšanas atlīdzības pieprasījumu struktūrvienības vadītāja
C002376_lv_000	kuģa elektriķis
C002376_lv_001	kuģa elektriķe
C002377_lv_000	masieris
C002377_lv_001	bērnu masieris
C002377_lv_002	masiere
C002377_lv_003	šiatsu speciālists
C002378_lv_000	līdztiesības un iekļautības struktūrvienības vadītājs
C002378_lv_001	līdztiesības un iekļautības struktūrvienības vadītāja
C002379_lv_000	mēbeļu pinējs
C002379_lv_001	klūgu mēbeļu izgatavotājs
C002379_lv_002	mēbeļu pinēja
C002379_lv_003	pīto mēbeļu izgatavotājs
C002380_lv_000	nanoinženieris
C002380_lv_001	nanoinženiere
C002381_lv_000	suflieris
C002381_lv_001	sufliere
C002382_lv_000	kuģu brokeris
C002382_lv_001	kuģu aģents
C002382_lv_002	kuģu brokere
C002382_lv_003	kuģu mākleris
C002383_lv_000	tēlnieks
C002383_lv_001	skulptors
C002383_lv_002	tēlniece
C002384_lv_000	nodaļas vadītājs
C002384_lv_001	departamenta vadītājs
C002384_lv_002	nodaļas vadītāja
C002385_lv_000	animācijas kadru izkārtojuma dizainers
C002385_lv_001	3D animācijas dizainers
C002385_lv_002	animācijas kadru izkārtojuma dizainere
C002386_lv_000	dzīvu dzīvnieku pārvadātājs
C002386_lv_001	dzīvu dzīvnieku pārvadātāja
C002386_lv_002	dzīvu dzīvnieku transportētāja
C002386_lv_003	dzīvu dzīvnieku transportētājs
C002387_lv_000	piena produktu ražošanas iekārtu operators
C002387_lv_001	piena produktu ražošanas iekārtu operatore
C002387_lv_002	piena produktu ražošanas tehniķis
C002388_lv_000	bioķīmijas tehniķis
C002388_lv_001	bioķīmijas tehniķe
C002389_lv_000	ieguves rūpniecības tehnikas mehāniķis
C002389_lv_001	ieguves rūpniecības tehnikas mehāniķe
C002390_lv_000	inženiera asistents
C002390_lv_001	inženiera asistente
C002390_lv_002	tehniskais asistents
C002391_lv_000	griešanas operators
C002391_lv_001	griešanas operatore
C002392_lv_000	tapsētājs
C002392_lv_001	tapsētāja
C002393_lv_000	alus meistars
C002393_lv_001	alus darīšanas speciālists
C002393_lv_002	alus meistare
C002394_lv_000	vecmāte
C002394_lv_001	vecākā vecmāte
C002395_lv_000	sociālais darbinieks darbam ar ģimeni
C002395_lv_001	sociālā darbiniece darbam ar ģimeni
C002396_lv_000	apavu montāžas uzraugs
C002396_lv_001	apavu montāžas uzraudze
C002397_lv_000	porcelāna un citu stikla izstrādājumu importa un eksporta vadītājs
C002397_lv_001	porcelāna un citu stikla izstrādājumu importa un eksporta vadītāja
C002398_lv_000	koka moduļu māju būvnieks
C002398_lv_001	koka karkasa māju būvnieks
C002398_lv_002	koka moduļu māju būvniece
C002398_lv_003	saliekamo māju būvnieks
C002398_lv_004	saliekamo māju montieris
C002399_lv_000	lidaparāta apkalpes vadītājs
C002399_lv_001	gaisa kuģa apakalpes vadītājs
C002399_lv_002	gaisa kuģa apkalpes vadītāja
C002400_lv_000	koka apgleznotājs
C002400_lv_001	apgleznotājs
C002400_lv_002	koka apgleznotāja
C002401_lv_000	kazino kasieris
C002401_lv_001	kazino kasiere
C002402_lv_000	ēkas uzraugs
C002402_lv_001	konsjeržs
C002402_lv_002	ēkas uzraudze
C002403_lv_000	sagatavju preses operators
C002403_lv_001	sagatavju preses operatore
C002404_lv_000	dzelzceļa pasažieru apkalpošanas aģents
C002404_lv_001	dzelzceļa pasažieru apkalpošanas aģente
C002405_lv_000	konceptuālais mākslinieks
C002405_lv_001	koncepta dizainers
C002405_lv_002	konceptuālā māksliniece
C002406_lv_000	ātrās apkalpošanas restorāna darbinieks
C002406_lv_001	ātrās apkalpošanas restorāna darbiniece
C002406_lv_002	ātrās apkalpošanas restorāna personāla instruktore
C002406_lv_003	ātrās apkalpošanas restorāna personāla instruktors
C002407_lv_000	galvenais krājuma glabātājs
C002407_lv_001	galvenā krājuma glabātāja
C002408_lv_000	iekārtu, rūpniecības aprīkojuma, kuģu un lidaparātu izplatīšanas vadītājs
C002408_lv_001	mašīnu, rūpniecības iekārtu, kuģu un lidaparātu sadales vadītāja
C002408_lv_002	mašīnu, rūpniecības iekārtu, kuģu un lidaparātu sadales vadītājs
C002409_lv_000	lidaparātu montāžas uzraugs
C002409_lv_001	lidaparātu montāžas uzraudze
C002410_lv_000	lietotāja saskarnes projektētājs
C002410_lv_001	lietotāja saskarnes projektētāja
C002410_lv_002	lietotāja saskarņu dizaineris
C002410_lv_003	lietotāja saskarņu projektētājs
C002410_lv_004	saskarņu dizaineris
C002411_lv_000	sporta preču veikala vadītājs
C002411_lv_001	sporta inventāra veikala vadītājs
C002411_lv_002	sporta preču veikala vadītāja
C002412_lv_000	valodu skolas skolotājs
C002412_lv_001	valodu skolas pasniedzējs
C002412_lv_002	valodu skolas skolotāja
C002413_lv_000	datu centra operators
C002413_lv_001	datu centra operatore
C002414_lv_000	tekstilrūpniecības iekārtu importa un eksporta vadītājs
C002414_lv_001	tekstilrūpniecības iekārtu importa un eksporta vadītāja
C002415_lv_000	notekūdeņu attīrīšanas sistēmu inženieris
C002415_lv_001	notekūdeņu attīrīšanas sistēmu inženiere
C002416_lv_000	gaļas un gaļas izstrādājumu pārdevējs
C002416_lv_001	gaļas un gaļas izstrādājumu pārdevēja
C002417_lv_000	grāmatnīcas vadītājs
C002417_lv_001	grāmatnīcas vadītāja
C002418_lv_000	jurists
C002418_lv_001	juriste
C002418_lv_002	konsultants tiesību jautājumos
C002419_lv_000	spirta rūpnīcas strādnieks
C002419_lv_001	spirta rūpnīcas strādniece
C002419_lv_002	strādnieks (spirta ražošanā)
C002420_lv_000	antropoloģijas lektors
C002420_lv_001	antropoloģijas docents
C002420_lv_002	antropoloģijas docētājs
C002420_lv_003	antropoloģijas lektore
C002420_lv_004	antropoloģijas pasniedzējs
C002420_lv_005	antropoloģijas profesors
C002421_lv_000	koksnes drupināšanas iekārtas operators
C002421_lv_001	koksnes drupināšanas iekārtas operatore
C002422_lv_000	veselības psihologs
C002422_lv_001	veselības psiholoģe
C002423_lv_000	speciālās izglītības skolotājs
C002423_lv_001	daktiloloģijas skolotājs
C002423_lv_002	skolotājs logopēds
C002423_lv_003	speciālais pedagogs
C002423_lv_004	speciālās izglītības skolotāja
C002423_lv_005	surdopedagogs
C002424_lv_000	sanitārautomobiļa vadītājs
C002424_lv_001	sanitārautomobiļa vadītāja
C002425_lv_000	podnieks
C002425_lv_001	keramiķis
C002425_lv_002	krāšņu podnieks
C002425_lv_003	podniece
C002425_lv_004	porcelāna formētājs
C002426_lv_000	vīriešu apģērbu drēbnieks
C002426_lv_001	drēbieks
C002426_lv_002	kungu apģērbu drēbniece
C002426_lv_003	kungu apģērbu drēbnieks
C002427_lv_000	gāzes sistēmu tehniķis
C002427_lv_001	gāzes sistēmu tehniķe
C002428_lv_000	ādu ražošanas plānotājs
C002428_lv_001	ādu ražošanas plānotāja
C002429_lv_000	punktmetinātājs
C002429_lv_001	metinātājs
C002429_lv_002	punktmetinātāja
C002429_lv_003	punktmetināšanas speciālists
C002430_lv_000	klavieru būvētājs
C002430_lv_001	klavieru būvētāja
C002430_lv_002	mūzikas instrumentu izgatavotājs
C002431_lv_000	apģērbu veikala vadītājs
C002431_lv_001	apģērbu veikala vadītāja
C002431_lv_002	bērnu apģērbu veikala vadītājs
C002431_lv_003	kāzu salona vadītājs
C002431_lv_004	sieviešu apģērbu veikala vadītājs
C002431_lv_005	vīriešu apģērbu veikala vadītājs
C002432_lv_000	frēzēšanas operators
C002432_lv_001	frēzētājs
C002432_lv_002	frēzēšanas operatore
C002433_lv_000	aktīvisma speciālists
C002433_lv_001	partijas taktikas vēlēšanu jautājumos koordinators
C002433_lv_002	referenduma taktikas koordinators
C002433_lv_003	vēlēšanu taktikas koordinatore
C002433_lv_004	vēlēšanu taktikas koordinators
C002434_lv_000	medicīniskās uzskaites un veselības aprūpes informācijas vadītājs
C002434_lv_001	medicīniskās uzskaites un veselības aprūpes informācijas pārvaldnieks
C002434_lv_002	medicīniskās uzskaites un veselības aprūpes informācijas vadītāja
C002435_lv_000	tanatologs
C002435_lv_001	tanatoloģe
C002435_lv_002	tanatoloģijas pētnieks
C002435_lv_003	tanatoloģijas speciālists
C002436_lv_000	aluszinis
C002436_lv_001	aldaris
C002436_lv_002	aluszine
C002437_lv_000	vēja turbīnu mehāniķis
C002437_lv_001	vēja turbīnu mehāniķe
C002437_lv_002	vējturbīnu mehāniķis
C002438_lv_000	farmaceitisko izstrādājumu importa un eksporta speciālists
C002438_lv_001	farmaceitisko izstrādājumu importa un eksporta speciāliste
C002439_lv_000	dzelzceļa pārvadājumu vadītājs
C002439_lv_001	dzelzceļa pārvadājumu vadītāja
C002440_lv_000	iekštelpu ainavu speciālists
