C000001_lt_000	Ginkluotųjų pajėgų profesijos
C001976_lt_005	dugno gilinimo ir valymo projektų vadovas
C001977_lt_000	bendrosios praktikos gydytojas
C001977_lt_001	bendrosios praktikos gydytoja
C001978_lt_000	specializuotasis batų ir odos dirbinių pardavėjas
C001978_lt_001	batų ir odos dirbinių pardavėjas
C001978_lt_002	odos dirbinių pardavėjas
C001978_lt_003	specializuotasis avalynės pardavėjas
C001978_lt_004	specializuotasis odos dirbinių pardavėjas
C001978_lt_005	specializuotoji batų ir odos dirbinių pardavėja
C001978_lt_006	vaikų avalynės pardavėjas
C001979_lt_000	savivaldybės narys
C001979_lt_001	savivaldybės narė
C001979_lt_002	tarybos narys
C001979_lt_003	vietos valdžios institucijos narys
C001980_lt_000	vaisių preso operatorius
C001980_lt_001	vaisių presavimo įrenginių operatorius
C001980_lt_002	vaisių preso operatorė
C001980_lt_003	vaisių spaudimo įrenginių operatorius
C001981_lt_000	elektrinės operatorius
C001981_lt_001	biomase kūrenamos jėgainės operatorius
C001981_lt_002	elektrinių operatorius
C001981_lt_003	elektrinės operatorė
C001981_lt_004	elektros gamybos darbuotojas
C001981_lt_005	vėjo jėgainės operatorius
C001982_lt_000	depiliacijos specialistas
C001982_lt_001	depiliacijos specialistė
C001982_lt_002	depiliacijos vašku specialistas
C001982_lt_003	plaukų šalinimo lazeriu specialistas
C001982_lt_004	plaukų šalinimo specialistas
C001983_lt_000	ryšių su klientais vadovas
C001983_lt_001	ryšių su klientais vadovė
C001983_lt_002	ryšių su klientais vadybininkas
C001984_lt_000	šildymo sistemų inžinierius
C001984_lt_001	dujotiekio technikas
C001984_lt_002	elektrinių šildymo sistemų inžinierius
C001984_lt_003	vandens šildytuvų inžinierius
C001984_lt_004	vandens šildytuvų technikas
C001984_lt_005	šildymo ir ventiliacijos sistemų inspektorius
C001984_lt_006	šildymo sistemų inžinierė
C001984_lt_007	šildymo sistemų montuotojas
C001984_lt_008	šildymo sistemų technikas
C001984_lt_009	šildymo technikas
C001985_lt_000	matematikas
C001985_lt_001	matematikas tyrėjas
C001985_lt_002	matematikos mokslininkas
C001985_lt_003	matematikos specialistas
C001985_lt_004	matematikė
C001985_lt_005	tiksliųjų mokslų specialistas
C001986_lt_000	asmeninio turto valdymo specialistas
C001986_lt_001	asmeninio turto valdymo specialistė
C001986_lt_002	asmens finansų valdymo specialistas
C001986_lt_003	asmens turto valdymo specialistas
C001987_lt_000	spaustuvinių dažų šalinimo putinės flotacijos būdu įrenginių operatorius
C001987_lt_001	spaustuvinių dažų šalinimo putinės flotacijos būdu darbininkas
C001987_lt_002	spaustuvinių dažų šalinimo putinės flotacijos būdu specialistas
C001987_lt_003	spaustuvinių dažų šalinimo putinės flotacijos būdu talpyklos technikas
C001987_lt_004	spaustuvinių dažų šalinimo putinės flotacijos būdu technikas
C001987_lt_005	spaustuvinių dažų šalinimo putinės flotacijos būdu įrenginių operatorė
C001988_lt_000	reagavimo į nelaimes koordinatorius
C001988_lt_001	nelaimingų atsitikimų koordinatorius
C001988_lt_002	pasirengimo nelaimėms koordinatorius
C001988_lt_003	reagavimo į nelaimes koordinatorė
C001989_lt_000	iliustracijų redaktorius
C001989_lt_001	fotografijų redaktorius
C001989_lt_002	iliustracijų redaktorė
C001990_lt_000	dailės mokytojas
C001990_lt_001	dailės mokytoja
C001990_lt_002	skulptūros mokytojas
C001990_lt_003	tapybos mokytojas
C001990_lt_004	vaizduojamųjų menų mokytojas
C001991_lt_000	odos gaminių amatininkas
C001991_lt_001	odos gaminių amatininkė
C001991_lt_002	odos gaminių dirbėjas
C001992_lt_000	specializuotų prekių platinimo vadovas
C001992_lt_001	specializuotų prekių logistikos vadovas
C001992_lt_002	specializuotų prekių platinimo vadovė
C001993_lt_000	cukraus, šokolado ir konditerijos gaminių importo eksporto specialistas
C001993_lt_001	cukraus, šokolado ir konditerijos gaminių eksporto specialisto padėjėjas
C001993_lt_002	cukraus, šokolado ir konditerijos gaminių importo eksporto specialisto padėjėjas
C001993_lt_003	cukraus, šokolado ir konditerijos gaminių importo eksporto specialistė
C001993_lt_004	cukraus, šokolado ir konditerijos gaminių importo specialisto padėjėjas
C001993_lt_005	tarptautinės prekybos cukrumi, šokoladu ir konditerijos gaminiais specialistas
C001993_lt_006	vyresnysis cukraus, šokolado ir konditerijos gaminių eksporto specialistas
C001993_lt_007	vyresnysis cukraus, šokolado ir konditerijos gaminių importo eksporto specialistas
C001993_lt_008	vyresnysis cukraus, šokolado ir konditerijos gaminių importo specialistas
C001994_lt_000	instrumentų technikas
C001994_lt_001	fortepijono technikas
C001994_lt_002	gastroliuojančios muzikantų grupės administratorius
C001994_lt_003	gitaros technikas
C001994_lt_004	instrumentų technikė
C001995_lt_000	salyklo krosnies operatorius
C001995_lt_001	salyklo gamybos įrenginių operatorius
C001995_lt_002	salyklo krosnies operatorė
C001995_lt_003	salyklo skrudintojas
C001996_lt_000	kambarių prižiūrėtojas
C001996_lt_001	kambarinis
C001996_lt_002	kambarių prižiūrėtoja
C001996_lt_003	kambarių tvarkytojas
C001996_lt_004	kambarių valytojas
C001996_lt_005	valytojas
C001997_lt_000	informacinių ir ryšių technologijų programų sistemų integravimo bandytojas
C001997_lt_001	informacinių ir ryšių technologijų programų sistemų integravimo bandytoja
C001997_lt_002	programų sistemų integravimo bandytojas
C001997_lt_003	sistemų integravimo testuotojas
C001997_lt_004	suderinamumo bandytojas
C001998_lt_000	siuvinėtojas
C001998_lt_001	siuvinėjimo mašinų operatorius
C001998_lt_002	siuvinėjimo meistras
C001998_lt_003	siuvinėjimo raštų skaitmenintojas
C001998_lt_004	siuvinėjimo specialistas
C001998_lt_005	siuvinėtoja
C001998_lt_006	siuvėjas siuvinėtojas
C001999_lt_000	popierinių maišų gamybos mašinų operatorius
C001999_lt_001	popierinių maišų gamybos darbininkas
C001999_lt_002	popierinių maišų gamybos mašinų operatorė
C001999_lt_003	popierinių maišų gamybos mašinų specialistas
C001999_lt_004	popierinių maišų gamybos mašinų technikas
C001999_lt_005	popierinių maišų gamybos įrenginių operatorius
C001999_lt_006	popierinių maišų lankstymo mašinų operatorius
C002000_lt_000	pardavimo vadybininkas
C002000_lt_001	pardavimo proceso vadybininkas
C002000_lt_002	pardavimo vadybininkė
C002000_lt_003	užsakymų vadybininkas
C002001_lt_000	lazerinio ženklinimo mašinos operatorius
C002001_lt_001	lazerinio ženklinimo mašinos meistras
C002001_lt_002	lazerinio ženklinimo mašinos operatorė
C002001_lt_003	lazerinio ženklinimo mašinos specialistas
C002001_lt_004	lazerinių mašinų specialistas
C002001_lt_005	lazerinės mašinos meistras
C002001_lt_006	lazerių technologijų specialistas
C002002_lt_000	medicinos laborantų profesijos mokytojas
C002002_lt_001	medicinos laborantų mokytojas
C002002_lt_002	medicinos laborantų profesijos mokytoja
C002002_lt_003	medicinos laborantų rengėjas
C002002_lt_004	medicinos laboratorijos technologijų mokytojas
C002003_lt_000	garo katilų operatorius
C002003_lt_001	garo aušintuvo operatorius
C002003_lt_002	garo katilo operatorius
C002003_lt_003	garo katilo priežiūros darbininkas
C002003_lt_004	garo katilo prižiūrėtojas
C002003_lt_005	garo katilų operatorė
C002003_lt_006	katilinės garo reguliuotojas
C002004_lt_000	ligoninės socialinis darbuotojas
C002004_lt_001	gydymo įstaigos socialinis darbuotojas
C002004_lt_002	ligoninės socialinė darbuotoja
C002004_lt_003	visuomenės sveikatos socialinis darbuotojas
C002005_lt_000	draudimo produktų vadovas
C002005_lt_001	draudimo biuro vadovas
C002005_lt_002	draudimo padalinio vadovas
C002005_lt_003	draudimo pardavimo vadovas
C002005_lt_004	draudimo produktų kūrėjas
C002005_lt_005	draudimo produktų rengimo vadovas
C002005_lt_006	draudimo produktų vadovė
C002006_lt_000	brangakmenių šlifuotojas
C002006_lt_001	brangakmenių pjaustytojas
C002006_lt_002	brangakmenių šlifuotoja
C002006_lt_003	brangiųjų akmenų pjaustytojas
C002006_lt_004	brangiųjų akmenų šlifuotojas
C002006_lt_005	deimantų šlifuotojas
C002006_lt_006	juvelyras
C002006_lt_007	juvelyrinių dirbinių gamintojas
C002006_lt_008	juvelyrinių dirbinių kūrėjas
C002007_lt_000	vaisių ir daržovių platinimo vadovas
C002007_lt_001	vaisių ir daržovių logistikos vadovas
C002007_lt_002	vaisių ir daržovių platinimo vadovė
C002008_lt_000	senatorius
C002008_lt_001	senatorė
C002009_lt_000	mokslinių tyrimų ir plėtros vadovas
C002009_lt_001	mokslinių tyrimų ir plėtros vadovė
C002010_lt_000	gumos gaminių surinkėjas
C002010_lt_001	gumos dirbinių surinkėjas
C002010_lt_002	gumos gaminių apdailos mašinų operatorius
C002010_lt_003	gumos gaminių surinkėja
C002011_lt_000	vidaus vandenų transporto generalinis direktorius
C002011_lt_001	vežimo vandens keliais generalinis direktorius
C002011_lt_002	vidaus vandenų transporto direktorius
C002011_lt_003	vidaus vandenų transporto generalinis direktorė
C002011_lt_004	vidaus vandenų transporto vadovas
C002012_lt_000	nuotakyno montuotojas
C002012_lt_001	kanalizacijos sistemų montuotojas
C002012_lt_002	kanalizacijos vamzdyno montuotojas
C002012_lt_003	kanalizacijos vamzdyno tiesėjas
C002012_lt_004	nuotakyno montuotoja
C002012_lt_005	nutekamųjų vamzdžių montuotojas
C002012_lt_006	nutekamųjų vamzdžių specialistas
C002013_lt_000	interjero dizaineris
C002013_lt_001	erdvinio dizaino specialistas
C002013_lt_002	erdvinio planavimo specialistas
C002013_lt_003	erdvių planuotojas ir interjero dekoratorius
C002013_lt_004	interjero architektas
C002013_lt_005	interjero dizainerė
C002013_lt_006	interjero dizaino ekspertas
C002013_lt_007	interjero dizaino specialistas
C002013_lt_008	interjero erdvių planavimo specialistas
C002013_lt_009	interjero ir erdvių dizaineris
C002013_lt_010	patalpų planavimo specialistas
C002014_lt_000	elektros energijos skirstymo įrenginių eksploatavimo vadovas
C002014_lt_001	aukštos įtampos elektros perdavimo linijų darbuotojas
C002014_lt_002	elektros energijos linijų inžinierius
C002014_lt_003	elektros energijos perdavimo ir skirstymo linijų inžinierius
C002014_lt_004	elektros energijos perdavimo ir skirstymo linijų technikas
C002014_lt_005	elektros energijos skirstymo įrenginių eksploatavimo vadovė
C002014_lt_006	elektros linijos darbuotojas
C002014_lt_007	elektros perdavimo oro linijų technikas
C002014_lt_008	elektros skirstomųjų tinklų specialistas
C002014_lt_009	maitinimo linijos darbuotojas
C002014_lt_010	oro elektros perdavimo linijų inžinierius
C002014_lt_011	žemos įtampos elektros perdavimo linijų darbuotojas
C002015_lt_000	lako purkštuvo operatorius
C002015_lt_001	lako purkštuvo meistras
C002015_lt_002	lako purkštuvo operatorė
C002015_lt_003	lako purkštuvo specialistas
C002015_lt_004	lako purškimo mašinos operatorius
C002015_lt_005	lako purškėjas
C002016_lt_000	tekstilės gamybos procesų kontrolierius
C002016_lt_001	kokybės užtikrinimo pareigūnas
C002016_lt_002	kokybės užtikrinimo vadovas
C002016_lt_003	tekstilės gamybos procesų inspektorius
C002016_lt_004	tekstilės gamybos procesų kontrolierė
C002016_lt_005	tekstilės medžiagų kokybės vadovas
C002016_lt_006	tekstilės technologinių procesų koordinatorius
C002017_lt_000	liokajus
C002017_lt_001	darbo vietoje gyvenantis ūkvedys
C002017_lt_002	liokajė
C002017_lt_003	namų ūkio tvarkytojas
C002017_lt_004	tarnas
C002017_lt_005	tvarkdarys
C002017_lt_006	ūkvedys
C002018_lt_000	pavojingųjų krovinių vežimo saugos specialistas
C002018_lt_001	pavojingųjų krovinių vežimo saugos specialistė
C002019_lt_000	gaminių surinkimo inspektorius
C002019_lt_001	gaminių surinkimo inspektorė
C002019_lt_002	surinkimo inspektorius
C002019_lt_003	surinkimo linijos inspektorius
C002020_lt_000	aromaterapeutas
C002020_lt_001	aromaterapeutė
C002020_lt_002	aromaterapijos specialistas
C002020_lt_003	aromaterapinio gydymo specialistas
C002020_lt_004	atsipalaidavimo terapeutas
C002020_lt_005	klinikinės aromaterapijos specialistas
C002020_lt_006	kvapų terapijos specialistas
C002020_lt_007	tradicinės kvapų terapijos specialistas
C002021_lt_000	banko vadovas
C002021_lt_001	banko direktorius
C002021_lt_002	banko operacijų vadovas
C002021_lt_003	banko padalinio administracijos vadovas
C002021_lt_004	banko padalinio vadovas
C002021_lt_005	banko vadovė
C002021_lt_006	finansinių paslaugų įstaigos padalinio vadovas
C002021_lt_007	finansų įstaigos padalinio vadovas
C002021_lt_008	su fiziniais asmenimis dirbančio banko vadovas
C002021_lt_009	su juridiniais asmenimis dirbančio banko vadovas
C002022_lt_000	senienų konservavimo specialistas
C002022_lt_001	pastatų konservavimo specialistas
C002022_lt_002	senienų konservavimo specialistė
C002023_lt_000	geležinkelių priežiūros technikas
C002023_lt_001	geležinkelio kelių tikrintojas remontininkas
C002023_lt_002	geležinkelių priežiūros technikė
C002023_lt_003	geležinkelių remontininkas
C002024_lt_000	naftos inžinierius
C002024_lt_001	gamybos inžinierius
C002024_lt_002	gręžinių inžinierius
C002024_lt_003	kasybos inžinerijos specialistas
C002024_lt_004	naftos gavybos inžinerijos specialistas
C002024_lt_005	naftos geologas
C002024_lt_006	naftos inžinierė
C002024_lt_007	naftos ir dujų inžinierius
C002025_lt_000	grafologas
C002025_lt_001	grafologijos specialistas
C002025_lt_002	grafologė
C002025_lt_003	rašysenos ekspertas
C002025_lt_004	teismo grafologas
C002026_lt_000	krizių socialinis darbuotojas
C002026_lt_001	krizinių situacijų socialinis darbuotojas
C002026_lt_002	krizių socialinė darbuotoja
C002026_lt_003	nelaimių socialinis darbuotojas
C002027_lt_000	saulės energijos technikas
C002027_lt_001	fotovoltinių plokščių inžinierius
C002027_lt_002	fotovoltinių plokščių meistras
C002027_lt_003	fotovoltinių plokščių montuotojas
C002027_lt_004	fotovoltinių plokščių technikas
C002027_lt_005	saulės energijos inžinierius
C002027_lt_006	saulės energijos kolektorių inžinierius
C002027_lt_007	saulės energijos kolektorių meistras
C002027_lt_008	saulės energijos kolektorių montuotojas
C002027_lt_009	saulės energijos kolektorių technikas
C002027_lt_010	saulės energijos technikė
C002028_lt_000	geležinkelių elektroninės įrangos technikas
C002028_lt_001	geležinkelių elektroninės įrangos technikė
C002028_lt_002	telekomunikacijų ir elektronikos technikas
C002029_lt_000	vamzdynų priežiūros darbininkas
C002029_lt_001	dujų vamzdyno priežiūros technikas
C002029_lt_002	dujų vamzdyno technikas
C002029_lt_003	naftos vamzdyno priežiūros technikas
C002029_lt_004	naftos vamzdyno technikas
C002029_lt_005	vamzdynų priežiūros darbininkė
C002029_lt_006	vamzdynų priežiūros technikas
C002029_lt_007	vamzdynų technikas
C002029_lt_008	vamzdynų tinklo technikas
C002029_lt_009	vandens vamzdyno priežiūros technikas
C002029_lt_010	vandens vamzdyno technikas
C002030_lt_000	baldų parduotuvės vadovas
C002030_lt_001	baldų parduotuvės direktorius
C002030_lt_002	baldų parduotuvės vadovė
C002030_lt_003	interjero reikmenų parduotuvės direktorius
C002030_lt_004	interjero reikmenų parduotuvės vadovas
C002030_lt_005	lauko baldų parduotuvės vadovas
C002030_lt_006	namų ūkio reikmenų parduotuvės direktorius
C002030_lt_007	namų ūkio reikmenų parduotuvės vadovas
C002030_lt_008	sodo baldų parduotuvės direktorius
C002030_lt_009	sodo baldų parduotuvės vadovas
C002031_lt_000	drabužių lekalų išklotinių sudarymo automatizuota projektavimo programa specialistas
C002031_lt_001	audinių dizaineris
C002031_lt_002	audinių kompiuterinio projektavimo modelių kūrėjas
C002031_lt_003	drabužių lekalų išklotinių sudarymo automatizuota projektavimo programa specialistė
C002032_lt_000	radiologas
C002032_lt_001	radiologijos specialistas
C002032_lt_002	radiologė
C002033_lt_000	lieknėjimo konsultantas
C002033_lt_001	dietistas
C002033_lt_002	dietologas
C002033_lt_003	lieknėjimo konsultantė
C002034_lt_000	garso ir vaizdo technikas
C002034_lt_001	garso ir vaizdo operatoriaus padėjėjas
C002034_lt_002	garso ir vaizdo technikė
C002035_lt_000	vielos tinklo audimo mašinų operatorius
C002035_lt_001	vielos gaminių mašinų operatorius
C002035_lt_002	vielos lenkimo staklių operatorius
C002035_lt_003	vielos susukėjas apspaudėjas
C002035_lt_004	vielos tinklelio gamybos mašinų operatorius
C002035_lt_005	vielos tinklelių gamintojas
C002035_lt_006	vielos tinklo audimo mašinų operatorė
C002035_lt_007	vielos tinklo audimo staklių operatorius
C002035_lt_008	vielos vyniojimo mašinų operatorius
C002036_lt_000	prisiekusiųjų teismo koordinatorius
C002036_lt_001	prisiekusiųjų teismo konsultantas
C002036_lt_002	prisiekusiųjų teismo koordinatorė
C002037_lt_000	motociklų surinkėjas
C002037_lt_001	dviračių gamintojas
C002037_lt_002	dviračių montuotojas
C002037_lt_003	dviračių surinkėjas
C002037_lt_004	mopedų gamintojas
C002037_lt_005	mopedų montuotojas
C002037_lt_006	mopedų surinkėjas
C002037_lt_007	motociklų surinkėja
C002037_lt_008	motorinių dviračių gamintojas
C002037_lt_009	motorinių dviračių montuotojas
C002037_lt_010	motorinių dviračių surinkėjas
C002037_lt_011	motorolerių gamintojas
C002037_lt_012	motorolerių montuotojas
C002037_lt_013	motorolerių surinkėjas
C002038_lt_000	artilerijos viršininkas
