C000001_da_000	Militært arbejde
C002205_da_000	nyhedsoplæser
C002205_da_001	nyhedsformidler
C002205_da_002	nyhedsvært
C002205_da_003	nyhedsværtinde
C002206_da_000	ansvarlig for kontrol af motorer til rullende materiel
C002206_da_001	ansvarlig for kontrol af lokomotivmotorer
C002207_da_000	portvagt
C002207_da_001	receptionsvagt
C002207_da_002	stationær vagt
C002208_da_000	ekspert i akvatiske dyrs sundhed
C002208_da_001	havbiolog
C002208_da_002	veterinær inden for akvakultur
C002209_da_000	omkostningsanalytiker
C002209_da_001	finanskonsulent
C002209_da_002	finansrådgiver
C002210_da_000	eventassistent
C002210_da_001	eventkoordinator
C002210_da_002	konference- og eventassistent
C002210_da_003	konference- og eventkoordinator
C002211_da_000	CAD-tekniker inden for beklædning
C002211_da_001	CAD-designer inden for mode
C002211_da_002	CAD-ekspert inden for mode
C002211_da_003	CAD-operatør inden for beklædning
C002211_da_004	tekniker inden for computerstøttet design af beklædning
C002212_da_000	jordbrugsteknolog
C002212_da_001	biolog
C002213_da_000	kæledyrspasser
C002213_da_001	dyrepasser
C002213_da_002	kæledyrspassere
C002214_da_000	maskinoperatør - fremstilling af plastikmøbler
C002214_da_001	medarbejder til samling af plastikmøbler
C002214_da_002	procesoperatør
C002214_da_003	produktionsmedarbejder - fremstilling af plastikmøbler
C002215_da_000	produktionsmedarbejder inden for forarbejdning af kød
C002215_da_001	maskinarbejder til forarbejdning af kød
C002215_da_002	produktionsmedarbejder til fremstilling af forarbejdede kødvarer
C002216_da_000	import- og eksportchef inden for maskiner til minedrift og bygge- og anlægsvirksomhed
C002216_da_001	assistent for eksportportchef inden for maskiner til minedrift og bygge- og anlægsvirksomhed
C002216_da_002	assistent for importportchef inden for maskiner til minedrift og bygge- og anlægsvirksomhed
C002216_da_003	international handelschef inden for maskiner til minedrift og bygge- og anlægsvirksomhed
C002217_da_000	stuntman
C002217_da_001	stuntmand
C002217_da_002	stuntperformer
C002217_da_003	stuntskuespiller
C002218_da_000	skattefunktionær
C002219_da_000	salgstekniker
C002220_da_000	uddannelsesofficer i forsvaret
C002221_da_000	lokal sundhedsarbejder
C002222_da_000	bedemand
C002222_da_001	direktør for en bedemandsforretning
C002222_da_002	leder af en bedemandsforretning
C002223_da_000	tekstilingeniør
C002223_da_001	tekstilteknolog
C002224_da_000	kvalitetsinspektør inden for tekstilindustrien
C002224_da_001	kvalitetschef inden for tekstilindustrien
C002224_da_002	kvalitetsinspektør
C002224_da_003	kvalitetsleder inden for tekstilindustrien
C002225_da_000	smags- og duftforsker
C002225_da_001	samgs- og duftkonsulent
C002226_da_000	operatør af afgratningsmaskine
C002226_da_001	maskinoperatør - afgratning
C002226_da_002	operatør af værktøjsmaskine
C002226_da_003	procesoperatør - afgratning
C002226_da_004	slibeværktøjsoperatør
C002227_da_000	operatør på savværk
C002228_da_000	udvikler af brugergrænseflader
C002228_da_001	IT-udvikler af brugergrænseflader
C002228_da_002	UI-udvikler
C002228_da_003	front-end-udvikler
C002228_da_004	udviklere af brugergrænseflader
C002229_da_000	operatør af automatiseret samlebånd
C002229_da_001	samlebåndsarbejder
C002229_da_002	samlebåndsmedarbejder
C002229_da_003	samlebåndsoperatør
C002230_da_000	mineralog
C002231_da_000	roustabout
C002231_da_001	borearbejder
C002231_da_002	boreoperatør
C002232_da_000	taktisk officer
C002232_da_001	forsvarsanalytiker
C002232_da_002	forsvarsekspert
C002232_da_003	overvågningsoperatør
C002232_da_004	specialist i krigsførelse
C002233_da_000	elingeniør
C002233_da_001	elektroingeniør
C002234_da_000	maskinoperatør - betonproduktion
C002234_da_001	medarbejder på betonanlæg
C002234_da_002	medarbejder på cement- og betonanlæg
C002234_da_003	medarbejder på cementanlæg
C002234_da_004	procesoperatør
C002235_da_000	bjergguide
C002235_da_001	bjergfører
C002236_da_000	sælger af husholdningsapparater
C002236_da_001	salgsassistent, elektronikbutik
C002236_da_002	sælger af elektriske husholdningsapparater
C002236_da_003	sælger af elektriske husholdningsartikler
C002236_da_004	sælger af husholdningsartikler
C002236_da_005	sælger af husholdningsmaskiner
C002236_da_006	sælger af husholdningsudstyr
C002236_da_007	sælger af hvidevarer
C002236_da_008	sælger af hårde hvidevarer
C002237_da_000	distributionschef inden for kemiske produkter
C002237_da_001	assistent for distributionschef inden for kemiske produkter
C002237_da_002	logistikchef inden for kemiske produkter
C002237_da_003	supply chain manager inden for kemiske produkter
C002238_da_000	scenograf
C002238_da_001	kulissekonstruktør
C002239_da_000	arbejdsleder inden for tømrerarbejder
C002239_da_001	tilsynsførende inden for tømrerarbejder
C002239_da_002	tømrerformand
C002239_da_003	tømrerleder
C002239_da_004	tømrermester
C002240_da_000	kemitekniker
C002241_da_000	appreturarbejder
C002241_da_001	trikotagetekniker
C002241_da_002	tøjindpakker
C002242_da_000	produktionsmedarbejder på mejeri
C002242_da_001	maskinoperatør på mejeri
C002242_da_002	mejerimedarbejder
C002242_da_003	tekniker på mejeri
C002243_da_000	sygehjælper
C002244_da_000	bestyrer af butik der sælger væddemål
C002244_da_001	betting manager
C002245_da_000	operatør af lyspult
C002245_da_001	belysningsoperatør
C002245_da_002	operatør af LX-pult
C002245_da_003	operatør af lysmikser
C002245_da_004	operatør af lysmixer
C002246_da_000	butikschef inden for ammunition
C002247_da_000	menneskerettighedskonsulent
C002247_da_001	menneskerettighedsjurist
C002248_da_000	medarbejder inden for parkeringsservice
C002248_da_001	servicemedarbejder
C002249_da_000	operatør af en tekstilfarvemaskine
C002249_da_001	procesoperatør
C002250_da_000	skibsmekaniker
C002251_da_000	arbejdsleder inden for elarbejde
C002251_da_001	elinstallatør
C002252_da_000	procesoperatør inden for papirgenbrug - udskylning
C002253_da_000	brandmand
C002253_da_001	brandmester
C002253_da_002	brandslukker
C002253_da_003	brandvagt
C002253_da_004	ledende brandmand
C002253_da_005	lufthavnsbrandmand
C002253_da_006	redder
C002254_da_000	konstruktør af miniaturekulisser
C002254_da_001	kontruktør af minikulisser
C002255_da_000	lærer ved musikkonservatorium
C002255_da_001	musiklærer
C002256_da_000	montør af skibsmotorer
C002256_da_001	bådmotorbygger
C002256_da_002	skibsmontør
C002256_da_003	skibsmotorbygger
C002257_da_000	maskinoperatør - opvikling af filament
C002258_da_000	hotel- og fritidsassistent
C002258_da_001	fitnessassistent
C002258_da_002	fitnessinstruktør
C002258_da_003	fritidsassistent
C002258_da_004	klubassistent
C002258_da_005	spaassistent
C002258_da_006	sportsassistent
C002258_da_007	wellnessassistent
C002259_da_000	tørreovnpasser - lerprodukter
C002259_da_001	operatør af lerovn
C002259_da_002	operatør af tørreanlæg - lerprodukter
C002259_da_003	operatør af tørreovn til lerprodukter
C002259_da_004	tørreanlægspasser - lerprodukter
C002260_da_000	trafikkoordinator — skibe
C002260_da_001	havnetrafikkordinator
C002260_da_002	marinekoordinator
C002260_da_003	medarbejder inden for søtransport
C002260_da_004	trafikkoordinator - fragtskibe
C002261_da_000	import- og eksportchef inden for elektronik- og telekommunikationsudstyr
C002261_da_001	assistent for eksportchef inden for elektronik og telekommunikationsudstyr
C002261_da_002	assistent for importchef inden for elektronik og telekommunikationsudstyr
C002261_da_003	international handelschef inden for elektronik og telekommunikationsudstyr'
C002262_da_000	dukkemager
C002262_da_001	dukkereparatør
C002263_da_000	import- og eksportmedarbejder inden for smykker og ure
C002263_da_001	ekspert i international handel
C002263_da_002	eksportassistent
C002263_da_003	importassistent
C002264_da_000	fondschef
C002264_da_001	fondadministrator
C002265_da_000	procesingeniør inden for gasproduktion
C002265_da_001	gasproduktionstekniker
C002265_da_002	procesingeniør
C002265_da_003	produktionstekniker
C002266_da_000	drejer
C002266_da_001	industrioperatør
C002266_da_002	maskinoperatør
C002266_da_003	værktøjsmontør
C002267_da_000	locationmanager
C002267_da_001	locationkoordinator
C002267_da_002	locationmanager film og TV
C002268_da_000	geografilærer på gymnasieniveau
C002268_da_001	gymnasielærer i geografi
C002269_da_000	kloakarbejder med speciale i rensning og vedligeholdelse af septiktanke
C002269_da_001	kloakarbejder
C002269_da_002	kloakmester
C002270_da_000	IKT-kundechef
C002270_da_001	IKT account manager
C002270_da_002	IKT-account manager
C002270_da_003	account manager IKT
C002270_da_004	account manager IT
C002270_da_005	key account manager IKT
C002270_da_006	kundechef IKT
C002271_da_000	økolog
C002271_da_001	miljøforsker
C002272_da_000	guldsmed
C002272_da_001	butiksguldsmed
C002272_da_002	guld- og sølvsmed
C002272_da_003	juveler
C002272_da_004	sølvsmed
C002273_da_000	kvalitetstekniker inden for fodtøj
C002273_da_001	kvalitetsingeniør inden for fodtøj
C002273_da_002	tekniker inden for fodtøj
C002274_da_000	tegningsgarant
C002275_da_000	privatpilot
C002275_da_001	indehaver af privatflyvercertifikat
C002275_da_002	indehaver af privatflyvercertifikat – PPL(A)
C002275_da_003	luftfartøjschef på flyvemaskine i ikke-erhvervsmæssig luftfart
C002276_da_000	sceneinstruktør
C002276_da_001	filminstruktør
C002276_da_002	regissør
C002276_da_003	teaterinstruktør
C002277_da_000	ernæringsekspert
C002277_da_001	diætist
C002278_da_000	kromatografitekniker
C002278_da_001	operatør af kromatografisk udstyr
C002279_da_000	emballagetekniker til mad- og drikkevarer
C002279_da_001	emballagespecialist til mad- og drikkevarer
C002279_da_002	indpakningsspecialist til mad- og drikkevarer
C002279_da_003	tekniker til indpakning af mad- og drikkevarer
C002280_da_000	driftsleder på deponeringsanlæg
C002280_da_001	ansvarlig inden for affaldsbehandlingsudstyr
C002280_da_002	ansvarlig inden for affaldssortering
C002280_da_003	ansvarlig inden for behandling af fast affald
C002280_da_004	ansvarlig inden for deponering af fast affald
C002280_da_005	ansvarlig inden for indsamling af fast affald
C002281_da_000	skibsbygger
C002281_da_001	bådebygger
C002281_da_002	plade- og konstruktionssmed
C002281_da_003	skibskonstruktør
C002281_da_004	skibstekniker
C002281_da_005	skibstømrer
C002281_da_006	skibsværftsarbejder
C002282_da_000	lektor i rumvidenskab
C002282_da_001	lektor i astrofysik
C002282_da_002	lektor i astronomi
C002282_da_003	lektor i kosmologi
C002282_da_004	lektor i planetologi
C002283_da_000	administrativ chef inden for forsvaret
C002284_da_000	maskinoperatør - blanding af maling
C002285_da_000	metalgravør
C002285_da_001	gravør
C002285_da_002	håndgravør
C002285_da_003	operatør af en graveringsmaskine
C002286_da_000	leder af en vingård
C002286_da_001	leder af et vinbrug
C002287_da_000	ansvarlig for kontrol af motorer til motorkøretøjer
C002288_da_000	IKT-projektleder
C002288_da_001	IKT-projektledere
C002288_da_002	IT-projektleder
C002288_da_003	project manager IKT
C002288_da_004	projektleder for IKT
C002289_da_000	driftskoordinator med ansvar for rørlægning
C002289_da_001	driftschef med ansvar for rørlægning
C002290_da_000	reparatør af værktøjsmaskiner
C002290_da_001	maskinreparatør
C002290_da_002	mekaniker
C002291_da_000	tæppemager
C002292_da_000	maskinoperatør - blæsestøbning
C002292_da_001	medarbejder til blæsestøbning
C002292_da_002	operatør af blæsestøbningsmaskine
C002292_da_003	procesoperatør
C002293_da_000	maskinoperatør - fremstilling af plastikruller
C002293_da_001	procesoperatør
C002294_da_000	butikschef inden for ortopædiske artikler
C002294_da_001	butiksbestyrer inden for ortopædiske artikler
C002295_da_000	industriværktøjstekniker
C002295_da_001	industriktekniker
C002295_da_002	værktøjsdesigner
C002295_da_003	værktøjsingeniør
C002295_da_004	værktøjskonstruktør
C002295_da_005	værktøjsmager
C002295_da_006	værktøjstekniker
C002296_da_000	skibsagent
C002297_da_000	tekstredaktør
C002297_da_001	korrekturlæser
C002297_da_002	manuskriptredaktør
C002297_da_003	redaktionssekretær
C002298_da_000	lærer på Freinet-skole
C002299_da_000	politisk rådgiver
C002300_da_000	engrosforhandler inden for landbrugsråvarer, såsæd og foderstoffer
C002301_da_000	import- og eksportchef inden for kontormaskiner og -udstyr
C002301_da_001	assistent for eksportchef inden for kontormaskiner og -udstyr
C002301_da_002	assistent for importchef inden for kontormaskiner og -udstyr
C002301_da_003	international handelschef inden for kontormaskiner og -udstyr
C002302_da_000	mikroelektronikingeniør
C002303_da_000	arkitekt
C002303_da_001	bygningstegner
C002304_da_000	databaseadministrator
C002304_da_001	administrator af database
C002304_da_002	ansvarlig for database
C002304_da_003	databaseadministratorer
C002305_da_000	teltopstiller
C002305_da_001	teltopsætter
C002306_da_000	leder af lægepraksis
C002307_da_000	ansvarlig for overvågning af luftfart og koordinering af koder
C002307_da_001	chef for luftfartsovervågning og kodekskoordinering
C002308_da_000	teknisk kommunikator
C002308_da_001	dokumentationsspecialist
C002308_da_002	teknisk forfatter
C002308_da_003	teknisk kommunikationsmedarbejder
C002308_da_004	teknisk redaktør
C002308_da_005	teknisk skribent
C002309_da_000	turistentertainer
C002309_da_001	entertainer for turister
C002309_da_002	underholdningsmedarbejder
C002309_da_003	underholdningsmedarbejder på lejrture
C002310_da_000	direktionsassistent
C002311_da_000	tekniker inden for belysningssystemer i lufthavne
C002311_da_001	belysningstekniker
C002311_da_002	tekniker inden for belysningssystemer på flyvepladser
C002312_da_000	procesoperatør - fremstilling af transportbånd
C002312_da_001	ingeniør - transportbånd
C002312_da_002	vedligeholdelsesingeniør - transportbånd
C002313_da_000	biologilærer på gymnasieniveau
C002313_da_001	gymnasielærer i biologi
C002314_da_000	operatør af en stukkemaskine
C002314_da_001	industrioperatør
C002314_da_002	maskinoperatør
C002314_da_003	operatør, maskine til stukning af metalemner
C002314_da_004	operatør, stukkemaskine
C002315_da_000	sygeplejerske
C002315_da_001	børnesundhedsplejerske
C002315_da_002	sundhedsplejerske
C002316_da_000	procesoperatør - præfabrikerede elementer
C002316_da_001	fabrikant af cementtagsten
C002317_da_000	automobilingeniør
C002317_da_001	bildesigner
C002317_da_002	bilkonstruktør
C002318_da_000	chauffør - pansrede køretøjer
C002318_da_001	chauffør til pansrede biler
C002318_da_002	chauffør til pansrede vogne
C002318_da_003	chauffør til sikkerhedstransport
C002319_da_000	finansanalytiker
C002320_da_000	socialhjælper
C002320_da_001	pædagog
C002320_da_002	socialarbejder
C002320_da_003	socialrådgiver
C002321_da_000	boreassistent
C002321_da_001	assistent for borearbejder
C002321_da_002	borearbejder
C002321_da_003	borebisse
C002322_da_000	databasedesigner
C002322_da_001	databasearkitekt
C002322_da_002	designer af databaser
C002323_da_000	specialapoteker
C002324_da_000	medarbejder inden for udlejning af entreprenørmateriel
C002324_da_001	medarbejder, udlejning af entreprenørmateriel
C002324_da_002	udlejningsmedarbejder, entreprenørmateriel
C002325_da_000	emballeringschef
C002325_da_001	indpakningschef
C002326_da_000	lånerådgiver
C002326_da_001	finansieringskonsulent
C002326_da_002	kommerciel långiver
C002326_da_003	kreditmedarbejder
C002326_da_004	lånebehandler
C002326_da_005	udlånscontroller
C002327_da_000	holdleder for gartneriproduktion
C002327_da_001	holdleder for planteskoleproduktion
C002327_da_002	holdleder for produktion i gartneri
C002327_da_003	holdleder for væksthusproduktion
C002327_da_004	koordinator for gartneriproduktion
C002328_da_000	børsmægler
C002328_da_001	aktiemægler
C002328_da_002	værdipapirmægler
C002329_da_000	ejendomsmægler
C002329_da_001	ejendomshandler
C002330_da_000	industrioperatør - produktion af kileremme
C002331_da_000	kok med speciale i bagværk og kager
C002331_da_001	bager og konditor
C002331_da_002	kok med speciale i desserter og kager
C002332_da_000	registrator
C002332_da_001	kunstregistrator
