C000001_de_000	Angehörige der regulären Streitkräfte
C001807_de_006	Professorin für Erziehungswissenschaften
C001807_de_007	Universitätsassistent für Erziehungswissenschaften
C001807_de_008	Universitätsassistentin für Erziehungswissenschaften
C001807_de_009	Universitätslehrer für Pädagogik
C001807_de_010	Universitätslehrerin für Pädagogik
C001808_de_000	Kulturmanager/Kulturmanagerin
C001808_de_001	Kulturbetriebsmanager
C001808_de_002	Kulturbetriebsmanagerin
C001808_de_003	Kulturmanager
C001808_de_004	Kulturmanagerin
C001808_de_005	Leiter eines Kulturbetriebs
C001808_de_006	Leiterin eines Kulturbetriebs
C001809_de_000	Flugtest-Ingenieur/Flugtest-Ingenieurin
C001809_de_001	Flugtest-Ingenieur
C001809_de_002	Flugtest-Ingenieurin
C001810_de_000	Maschinenbediener für Stanzpresse/Maschinenbedienerin für Stanzpresse
C001810_de_001	Maschinenbediener - Stanzerei
C001810_de_002	Maschinenbediener für Stanzpresse
C001810_de_003	Maschinenbedienerin - Stanzerei
C001810_de_004	Maschinenbedienerin für Stanzpresse
C001811_de_000	Trader am Finanzmarkt/Traderin am Finanzmarkt
C001811_de_001	Trader am Finanzmarkt
C001811_de_002	Traderin am Finanzmarkt
C001812_de_000	Aufsichtskraft Wasseraufbereitung
C001813_de_000	Bibliothekar/Bibliothekarin
C001813_de_001	Bibliothekar
C001813_de_002	Bibliothekarin
C001813_de_003	Bibliothekswissenschaftler
C001813_de_004	Bibliothekswissenschaftlerin
C001813_de_005	Musikbibliothekar
C001813_de_006	Musikbibliothekarin
C001813_de_007	Schulbibliothekar
C001813_de_008	Schulbibliothekarin
C001813_de_009	Universitätsbibliothekar
C001813_de_010	Universitätsbibliothekarin
C001814_de_000	Berater im Gesundheitswesen/Beraterin im Gesundheitswesen
C001814_de_001	Berater im Gesundheitswesen
C001814_de_002	Berater/in im Gesundheitswesen
C001814_de_003	BeraterIn im Gesundheitswesen
C001814_de_004	Beraterin im Gesundheitswesen
C001814_de_005	Consultant im Gesundheitswesen
C001815_de_000	Steinbohrer/Steinbohrerin
C001815_de_001	Aufbereitungsmechaniker für Naturstein
C001815_de_002	Aufbereitungsmechanikerin für Naturstein
C001815_de_003	Bediener von Radialbohrmaschinen
C001815_de_004	Bedienerin von Radialbohrmaschinen
C001815_de_005	Granitbohrer
C001815_de_006	Granitbohrerin
C001815_de_007	Granithauer
C001815_de_008	Granithauerin
C001815_de_009	Marmorhauer
C001815_de_010	Marmorhauerin
C001815_de_011	Pressluftmeißelführer
C001815_de_012	Pressluftmeißelführerin
C001815_de_013	Sandsteinhauer
C001815_de_014	Sandsteinhauerin
C001815_de_015	Schieferbohrer
C001815_de_016	Schieferbohrerin
C001815_de_017	Schieferhauer
C001815_de_018	Schieferhauerin
C001815_de_019	Steinbohrer
C001815_de_020	Steinbohrerin
C001815_de_021	Steinbossierer
C001815_de_022	Steinbossiererin
C001815_de_023	Steinbrecher
C001815_de_024	Steinbrecherin
C001815_de_025	Steinbruchbohrer
C001815_de_026	Steinbruchbohrerin
C001816_de_000	Kartenverkäufer/Kartenverkäuferin
C001816_de_001	Kartenverkäufer
C001816_de_002	Kartenverkäuferin
C001817_de_000	Genetiker/Genetikerin
C001817_de_001	Fachhumangenetiker
C001817_de_002	Fachhumangenetikerin
C001817_de_003	Genetiker
C001817_de_004	Genetikerin
C001817_de_005	Molekularbiologe
C001817_de_006	Molekularbiologin
C001817_de_007	Zellgenetiker
C001817_de_008	Zellgenetikerin
C001818_de_000	Wartungsingenieur/Wartungsingenieurin
C001818_de_001	Betriebsingenieur
C001818_de_002	Betriebsingenieurin
C001818_de_003	Wartungsingenieur
C001818_de_004	Wartungsingenieurin
C001819_de_000	Homöopath/Homöopathin
C001819_de_001	Homöopath
C001819_de_002	Homöopathin
C001820_de_000	Medientechnologe Druck/Medientechnologin Druck
C001820_de_001	Drucker - Digitaldruck
C001820_de_002	Druckerin - Digitaldruck
C001820_de_003	Drucktechniker - Digitaldruck
C001820_de_004	Drucktechnikerin - Digitaldruck
C001820_de_005	Medientechnologe Druck
C001820_de_006	Medientechnologin Druck
C001821_de_000	Wartungs- und Servicetechniker für Fahrgeschäfte/Wartungs- und Servicetechnikerin für Fahrgeschäfte
C001821_de_001	Elektronik-Servicetechniker
C001821_de_002	Elektronik-Servicetechnikerin
C001821_de_003	Freizeitpark-Techniker
C001821_de_004	Freizeitpark-Technikerin
C001821_de_005	Inbetriebnahmeingenieur - Fahrgeschäfte
C001821_de_006	Inbetriebnahmeingenieurin - Fahrgeschäfte
C001821_de_007	Servicetechniker für Vergnügungsparkanlagen
C001821_de_008	Servicetechnikerin für Vergnügungsparkanlagen
C001821_de_009	Wartungs- und Servicetechniker für Fahrgeschäfte
C001821_de_010	Wartungs- und Servicetechnikerin für Fahrgeschäfte
C001822_de_000	Juwelier/Juwelierin
C001822_de_001	Juwelier
C001822_de_002	Juwelierin
C001822_de_003	Schmuckdesigner
C001822_de_004	Schmuckdesignerin
C001822_de_005	Schmuckhersteller
C001822_de_006	Schmuckherstellerin
C001823_de_000	Vertriebsleiter für Tabakwaren/Vertriebsleiterin für Tabakwaren
C001823_de_001	Vertriebsleiter für Tabakwaren
C001823_de_002	Vertriebsleiterin für Tabakwaren
C001824_de_000	Import-/Exportsachbearbeiter/Import-/Exportsachbearbeiterin
C001824_de_001	Import-/Exportsachbearbeiter
C001824_de_002	Import-/Exportsachbearbeiterin
C001824_de_003	Import-Export Kauffrau
C001824_de_004	Import-Export Kaufmann
C001824_de_005	Import-Export Sachbearbeiter
C001824_de_006	Import-Export Sachbearbeiterin
C001825_de_000	Qualitätsprüfer/Qualitätsprüferin
C001825_de_001	Qualitätsprüfer
C001825_de_002	Qualitätsprüferin
C001826_de_000	Straßenkünstler/Straßenkünstlerin
C001826_de_001	Straßenkünstler
C001826_de_002	Straßenkünstlerin
C001826_de_003	Streetperformer
C001827_de_000	Funkbediener im Taxibetrieb/Funkbedienerin im Taxibetrieb
C001827_de_001	Funkbediener im Taxibetrieb
C001827_de_002	Funkbedienerin im Taxibetrieb
C001827_de_003	Taxidisponent
C001827_de_004	Taxidisponentin
C001827_de_005	Telefonist in Taxizentrale
C001827_de_006	Telefonistin in Taxizentrale
C001828_de_000	Spieleentwickler/Spieleentwicklerin
C001828_de_001	Spieleautor
C001828_de_002	Spieleautorin
C001828_de_003	Spieleentwickler
C001828_de_004	Spieleentwicklerin
C001829_de_000	Klinischer Kodierer/Klinische Kodiererin
C001829_de_001	Klinische Kodiererin
C001829_de_002	Klinische Kodierfachkraft
C001829_de_003	Klinischer Kodierer
C001830_de_000	Import-/Exportsachbearbeiter für Büromöbel/Import-/Exportsachbearbeiterin für Büromöbel
C001830_de_001	Import-/Exportsachbearbeiter für Büromöbel
C001830_de_002	Import-/Exportsachbearbeiterin für Büromöbel
C001831_de_000	Cheftierpfleger Zoo/Cheftierpflegerin Zoo
C001831_de_001	Chef-Tierpfleger
C001831_de_002	Chef-Tierpflegerin
C001831_de_003	Cheftierpfleger Zoo
C001831_de_004	Cheftierpflegerin Zoo
C001831_de_005	Obertierpfleger
C001831_de_006	Obertierpflegerin
C001831_de_007	Reviertierpfleger
C001831_de_008	Reviertierpflegerin
C001831_de_009	Teamleiter Aquarium
C001831_de_010	Teamleiterin Aquarium
C001831_de_011	Tierpflegemeister Zoo
C001831_de_012	Tierpflegemeisterin Zoo
C001831_de_013	Zootiermeister
C001831_de_014	Zootiermeisterin
C001832_de_000	Bohrmeister/Bohrmeisterin
C001832_de_001	Bohranlagenbediener
C001832_de_002	Bohranlagenbedienerin
C001832_de_003	Bohrarbeiter
C001832_de_004	Bohrarbeiterin
C001832_de_005	Bohrfacharbeiter
C001832_de_006	Bohrfacharbeiterin
C001832_de_007	Bohrgeräteführer
C001832_de_008	Bohrgeräteführerin
C001832_de_009	Bohringenieur
C001832_de_010	Bohringenieurin
C001832_de_011	Bohrmeister
C001832_de_012	Bohrmeisterin
C001832_de_013	Bohrturmarbeiter
C001832_de_014	Bohrturmarbeiterin
C001832_de_015	Gasbohrarbeiter
C001832_de_016	Gasbohrarbeiterin
C001832_de_017	Ölbohrarbeiter
C001832_de_018	Ölbohrarbeiterin
C001833_de_000	mobiler Sonderpädagoge/mobile Sonderpädagogin
C001833_de_001	mobile Heilpädagogin
C001833_de_002	mobile Sonderpädagogin
C001833_de_003	mobiler Heilpädagoge
C001833_de_004	mobiler Sonderpädagoge
C001834_de_000	Lebensmittelproduktionsplaner/Lebensmittelproduktionsplanerin
C001834_de_001	Lebensmittelfertigungsplaner
C001834_de_002	Lebensmittelfertigungsplanerin
C001834_de_003	Lebensmittelproduktionsplaner
C001834_de_004	Lebensmittelproduktionsplanerin
C001835_de_000	Vermessungstechniker/Vermessungstechnikerin
C001835_de_001	Geodät
C001835_de_002	Geodätin
C001835_de_003	Geometer
C001835_de_004	Landvermesser
C001835_de_005	Landvermesserin
C001835_de_006	Vermessungstechniker
C001835_de_007	Vermessungstechnikerin
C001836_de_000	Vertriebsleiter für Bekleidung und Schuhe/Vertriebsleiterin für Bekleidung und Schuhe
C001836_de_001	Vertriebsleiter für Bekleidung und Schuhe
C001836_de_002	Vertriebsleiterin für Bekleidung und Schuhe
C001837_de_000	Brückenwärter/Brückenwärterin
C001837_de_001	Brückenaufseher
C001837_de_002	Brückenaufseherin
C001837_de_003	Brückenwart
C001837_de_004	Brückenwärter
C001837_de_005	Brückenwärterin
C001838_de_000	Grenzschutzbeamter/Grenzschutzbeamtin
C001838_de_001	Einreisebeamter
C001838_de_002	Einreisebeamtin
C001838_de_003	Einwanderungsbeamter
C001838_de_004	Einwanderungsbeamtin
C001838_de_005	Grenzpolizist
C001838_de_006	Grenzpolizistin
C001838_de_007	Grenzschutzbeamter
C001838_de_008	Grenzschutzbeamtin
C001838_de_009	Grenzschutzfachkraft
C001839_de_000	Schwimmlehrer/Schwimmlehrerin
C001839_de_001	Schwimmlehrer
C001839_de_002	Schwimmlehrerin
C001839_de_003	Schwimmtrainer
C001839_de_004	Schwimmtrainerin
C001840_de_000	CAD-Bediener/CAD-Bedienerin
C001840_de_001	CAD-Bediener
C001840_de_002	CAD-Bedienerin
C001841_de_000	Ingenieur Aufbereitung von Mineralien/Ingenieurin Aufbereitung von Mineralien
C001841_de_001	Ingenieur Aufbereitung von Mineralien
C001841_de_002	Ingenieurin Aufbereitung von Mineralien
C001842_de_000	Mitarbeiter am Absetzbecken/Mitarbeiterin am Absetzbecken
C001842_de_001	Mitarbeiter am Absetzbecken
C001842_de_002	Mitarbeiter am Klärbecken
C001842_de_003	Mitarbeiter am Klärfass
C001842_de_004	Mitarbeiterin am Absetzbecken
C001842_de_005	Mitarbeiterin am Klärbecken
C001842_de_006	Mitarbeiterin am Klärfass
C001843_de_000	CNC-Dreher/CNC-Dreherin
C001843_de_001	Bediener für CNC-Drehmaschinen
C001843_de_002	Bedienerin für CNC-Drehmaschinen
C001843_de_003	CNC-Dreher
C001843_de_004	CNC-Dreherin
C001843_de_005	Zerspanungsmechaniker Fachrichtung Drehtechnik
C001843_de_006	Zerspanungsmechanikerin Fachrichtung Drehtechnik
C001844_de_000	Pfandleiher/Pfandleiherin
C001844_de_001	Geldverleiher
C001844_de_002	Geldverleiherin
C001844_de_003	Pfandleiher
C001844_de_004	Pfandleiherin
C001845_de_000	Sensortechniker/Sensortechnikerin
C001845_de_001	Sensortechniker
C001845_de_002	Sensortechnikerin
C001846_de_000	Vertriebsleiter/Vertriebsleiterin
C001846_de_001	Vertriebsleiter
C001846_de_002	Vertriebsleiterin
C001847_de_000	Hydrogeologe/Hydrogeologin
C001847_de_001	Hydrogeologe
C001847_de_002	Hydrogeologin
C001848_de_000	Datentypist/Datentypistin
C001848_de_001	Datenerfasser
C001848_de_002	Datenerfasserin
C001848_de_003	Datentypist
C001848_de_004	Datentypistin
C001849_de_000	Import-/Exportmanager für Armbanduhren und Schmuck/Import-/Exportmanagerin für Armbanduhren und Schmuck
C001849_de_001	Import-/Exportmanager für Armbanduhren und Schmuck
C001849_de_002	Import-/Exportmanagerin für Armbanduhren und Schmuck
C001850_de_000	Getränkefachverkäufer/Getränkefachverkäuferin
C001850_de_001	Getränkefachverkäufer
C001850_de_002	Getränkefachverkäuferin
C001850_de_003	Getränkehändler
C001850_de_004	Getränkehändlerin
C001850_de_005	Getränkeverkäufer
C001850_de_006	Getränkeverkäuferin
C001850_de_007	Spirituosenverkäufer
C001850_de_008	Spirituosenverkäuferin
C001850_de_009	Weinverkäufer
C001850_de_010	Weinverkäuferin
C001851_de_000	Führungskraft in der Produktion von Waren
C001851_de_001	Führungskraft bei der Herstellung von Waren
C001851_de_002	Produktionsleiter
C001851_de_003	Produktionsleiterin
C001852_de_000	Staatlicher Planungsinspektor/Staatliche Planungsinspektorin
C001852_de_001	Planungsbeauftragte
C001852_de_002	PlanungsbeauftragteR
C001852_de_003	Planungsbeauftragter
C001852_de_004	PlanungsprüferIn
C001852_de_005	Staatliche Planungsinspektorin
C001852_de_006	Staatlicher Planungsinspektor
C001852_de_007	Stadtplaner/in
C001852_de_008	StadtplanerIn
C001853_de_000	Import-/Exportsachbearbeiter für Haushaltswaren/Import-/Exportsachbearbeiterin für Haushaltswaren
C001853_de_001	Import-/Exportsachbearbeiter für Haushaltswaren
C001853_de_002	Import-/Exportsachbearbeiterin für Haushaltswaren
C001854_de_000	Steuermann Binnenschifffahrt/Steuerfrau Binnenschifffahrt
C001854_de_001	Bootssteuerfrau
C001854_de_002	Bootssteuermann
C001854_de_003	Steuerfrau Binnenschifffahrt
C001854_de_004	Steuermann Binnenschifffahrt
C001855_de_000	Leiter in der Schuhindustrie/Leiterin in der Schuhindustrie
C001855_de_001	Führungskraft im Bereich der Schuhherstellung
C001855_de_002	Leiter für die Herstellung von Fußbekleidung
C001855_de_003	Leiter in der Schuhindustrie
C001855_de_004	Leiter in der Schuhproduktion
C001855_de_005	Leiterin für die Herstellung von Fußbekleidung
C001855_de_006	Leiterin in der Schuhindustrie
C001855_de_007	Leiterin in der Schuhproduktion
C001856_de_000	Glasbläser/Glasbläserin
C001856_de_001	Glasbläser
C001856_de_002	Glasbläserin
C001856_de_003	Glasgestalter
C001856_de_004	Glasgestalterin
C001857_de_000	Leiter Rettungsleitstelle/Leiterin Rettungsleitstelle
C001857_de_001	Leiter Einsatzzentrale
C001857_de_002	Leiter Rettungsleitstelle
C001857_de_003	Leiterin Einsatzzentrale
C001857_de_004	Leiterin Rettungsleitstelle
C001858_de_000	Mitarbeiter für Getränkemischung/Mitarbeiterin für Getränkemischung
C001858_de_001	Erfrischungsgetränkehersteller
C001858_de_002	Erfrischungsgetränkeherstellerin
C001858_de_003	Erfrischungsgetränkeproduzent
C001858_de_004	Erfrischungsgetränkeproduzentin
C001858_de_005	Hersteller für alkoholfreie Getränke
C001858_de_006	Hersteller von Erfrischungsgetränken
C001858_de_007	Herstellerin für alkoholfreie Getränke
C001858_de_008	Herstellerin von Erfrischungsgetränken
C001859_de_000	IT-Netzwerktechniker/IT-Netzwerktechnikerin
C001859_de_001	Netzwerk-Techniker
C001859_de_002	Netzwerk-Technikerin
C001859_de_003	Netzwerkspezialist
C001859_de_004	Netzwerkspezialistin
C001859_de_005	Netzwerktechniker
C001859_de_006	Netzwerktechnikerin
C001860_de_000	Führungskraft im Bereich der Unternehmenspolitik
C001861_de_000	Rettungshelfer/Rettungshelferin
C001861_de_001	Ambulanzfahrer
C001861_de_002	Ambulanzfahrerin
C001861_de_003	Krankenwagenfahrer
C001861_de_004	Krankenwagenfahrerin
C001861_de_005	Rettungsdienstfahrer
C001861_de_006	Rettungsdienstfahrerin
C001861_de_007	Rettungsfahrer
C001861_de_008	Rettungsfahrerin
C001861_de_009	Rettungshelfer
C001861_de_010	Rettungshelferin
C001861_de_011	Rettungswagenfahrer
C001861_de_012	Rettungswagenfahrerin
C001862_de_000	Großhändler für Maschinen- und Industrieanlagen, Schiffe und Luftfahrzeuge/Großhändlerin für Maschinen- und Industrieanlagen, Schiffe und Luftfahrzeuge
C001862_de_001	Großhändler für Maschinen- und Industrieanlagen, Schiffe und Luftfahrzeuge
C001862_de_002	Großhändlerin für Maschinen- und Industrieanlagen, Schiffe und Luftfahrzeuge
C001863_de_000	Qualitätsbeauftragter in der Textilindustrie/Qualitätsbeauftragte in der Textilindustrie
C001863_de_001	Qualitätsbeauftragte in der Textilindustrie
C001863_de_002	Qualitätsbeauftragter in der Textilindustrie
C001863_de_003	Qualitätsmanager in der Textilindustrie
C001863_de_004	Qualitätsmanagerin in der Textilindustrie
C001864_de_000	Lehrkraft im Justizvollzug
C001864_de_001	GefängnislehrerIn
C001864_de_002	Gefängnispädagoge
C001864_de_003	Gefängnispädagogin
C001865_de_000	Kunststoffingenieur/Kunststoffingenieurin
C001865_de_001	Ingenieur Kunststofftechnik
C001865_de_002	Ingenieurin Kunststofftechnik
C001865_de_003	Kunststoffingenieur
C001865_de_004	Kunststoffingenieurin
C001866_de_000	Elektrogerätemonteur/Elektrogerätemonteurin
C001866_de_001	Elektrogerätebauer
C001866_de_002	Elektrogerätebauerin
C001866_de_003	Elektrogerätemechaniker
C001866_de_004	Elektrogerätemechanikerin
C001866_de_005	Elektrogerätemonteur
C001866_de_006	Elektrogerätemonteurin
C001866_de_007	Elektrogerätemontierer
C001866_de_008	Elektrogerätemontirerin
C001867_de_000	Fahrdienstleiter Busverkehr/Fahrdienstleiterin Busverkehr
C001867_de_001	Disponent für den Busverkehr
C001867_de_002	Disponentin für den Busverkehr
C001867_de_003	Fahrdienstleiter Busverkehr
C001867_de_004	Fahrdienstleiterin Busverkehr
C001868_de_000	Farbentechniker/Farbentechnikerin
C001868_de_001	Farbentechniker
C001868_de_002	Farbentechnikerin
C001868_de_003	Färber
C001868_de_004	Färbereitechniker
C001868_de_005	Färbereitechnikerin
C001868_de_006	Färberin
C001868_de_007	Laborant Farben
C001868_de_008	Laborantin Farben
C001868_de_009	Lederfärber
C001868_de_010	Lederfärberin
C001869_de_000	Sänger/Sängerin
C001869_de_001	Altistin
C001869_de_002	Backgroundsänger
C001869_de_003	Backgroundsängerin
C001869_de_004	Bariton
C001869_de_005	Barsänger
C001869_de_006	Bassist
C001869_de_007	Bluessänger
C001869_de_008	Bluessängerin
C001869_de_009	Chorsänger
C001869_de_010	Chorsängerin
C001869_de_011	Gospelsänger
C001869_de_012	Gospelsängerin
C001869_de_013	Jazzsänger
C001869_de_014	Jazzsängerin
C001869_de_015	Koloratursopranistin
C001869_de_016	Mezzosopranistin
C001869_de_017	Musicalsänger
C001869_de_018	Musicalsängerin
C001869_de_019	Operettensänger
C001869_de_020	Operettensängerin
C001869_de_021	Opernsänger
C001869_de_022	Opernsängerin
C001869_de_023	Popsänger
C001869_de_024	Popsängerin
C001869_de_025	Rapper
C001869_de_026	Rapperin
C001869_de_027	Revuesänger
C001869_de_028	Revuesängerin
C001869_de_029	Rocksänger
C001869_de_030	Rocksängerin
C001869_de_031	Schlagersänger
C001869_de_032	Schlagersängerin
C001869_de_033	Solosänger
C001869_de_034	Solosängerin
C001869_de_035	Sopranistin
C001869_de_036	Soulsänger
C001869_de_037	Soulsängerin
C001869_de_038	Sänger
C001869_de_039	Sängerin
C001869_de_040	Tenor
C001869_de_041	Variétésänger
C001869_de_042	Variétésängerin
C001869_de_043	Vokalist
C001869_de_044	Vokalistin
C001869_de_045	Volksliedsänger
C001869_de_046	Volksliedsängerin
C001870_de_000	Risikokapitalgeber/Risikokapitalgeberin
C001870_de_001	Business Angel
C001870_de_002	Risikokapitalgeber
C001870_de_003	Risikokapitalgeberin
C001870_de_004	Venture-Capital-Geber
C001870_de_005	Venture-Capital-Geberin
C001870_de_006	Venture-Capitalist
C001871_de_000	Blindenhundabrichter/Blindenhundabrichterin
C001871_de_001	Assistenzhundetrainer
C001871_de_002	Assistenzhundetrainerin
C001871_de_003	Blindenführhundausbildner
C001871_de_004	Blindenführhundausbildnerin
C001871_de_005	Blindenhundabrichter
C001871_de_006	Blindenhundabrichterin
C001871_de_007	Blindenhundausbilder
C001871_de_008	Blindenhundausbilderin
C001872_de_000	Kuvertmacher/Kuvermacherin
C001872_de_001	Briefumschlagmacher
C001872_de_002	Briefumschlagmacherin
C001872_de_003	Kuvertmacher
C001872_de_004	Kuvertmacherin
C001872_de_005	Kuvertmaschinenarbeiter
C001872_de_006	Kuvertmaschinenarbeiterin
