C000001_sv_000	Militära yrken
C002353_sv_000	biologilärare, gymnasieskola
C002354_sv_000	verktygsuppsättare
C002354_sv_001	smidesoperatör
C002355_sv_000	sjuksköterska, grundutbildad
C002356_sv_000	gjutare, betongvaruindustri
C002356_sv_001	elementgjutare
C002357_sv_000	fordonsingenjör
C002358_sv_000	budbilsförare, värdetransport
C002358_sv_001	chaufför, värdetransport
C002358_sv_002	värdeväktare
C002359_sv_000	finansanalytiker
C002360_sv_000	socialtjänstpersonal
C002360_sv_001	socialvårdspersonal
C002360_sv_002	socionom
C002361_sv_000	grovjobbare vid oljeborrtorn
C002362_sv_000	databasdesigner
C002362_sv_001	dataarkitekt
C002362_sv_002	databasarkitekt
C002362_sv_003	databasformgivare
C002362_sv_004	designer av datamodeller
C002362_sv_005	designer för databaser
C002363_sv_000	farmaceut, specialist
C002363_sv_001	apotekare, specialist
C002364_sv_000	uthyrare, bygg- och anläggningsmaskiner
C002365_sv_000	ansvarig, förpackningstillverkning
C002366_sv_000	lånehandläggare
C002367_sv_000	gruppledare inom trädgårdsodling
C002367_sv_001	gruppansvarig inom trädgårdsproduktion
C002367_sv_002	gruppchef inom trädgårdsodling
C002367_sv_003	gruppchef inom trädgårdsproduktion
C002367_sv_004	gruppledare för trädgård
C002368_sv_000	börsmäklare
C002368_sv_001	aktiemäklare
C002369_sv_000	fastighetsmäklare
C002370_sv_000	kilremstillverkare
C002371_sv_000	expert, prediktivt underhåll
C002371_sv_001	förutsägande underhållsingenjör
C002371_sv_002	pålitlighetsexpert
C002371_sv_003	pålitlighetsteknisk underhållsplanerare
C002371_sv_004	samordnare för förebyggande och förebyggande underhåll
C002371_sv_005	underhållsspecialist
C002371_sv_006	utrustning tillförlitlighet specialist
C002372_sv_000	restaurangkonditor
C002373_sv_000	utställningsregistrator
C002374_sv_000	läderhantverkare, putsning
C002375_sv_000	processoperatör, papper, laminat
C002375_sv_001	laminerare
C002375_sv_002	lamineringsmaskinskötare
C002376_sv_000	ugnsoperatör
C002376_sv_001	ugnsskötare
C002377_sv_000	specialiserad säljare, ortopediska artiklar
C002377_sv_001	butikssäljare, ortopediska produkter
C002377_sv_002	säljare, ortopediska hjälpmedel
C002378_sv_000	flyttchef
C002379_sv_000	linbaneskötare
C002379_sv_001	liftmaskinist
C002379_sv_002	liftskötare
C002379_sv_003	skidliftskötare
C002379_sv_004	teleferskötare
C002380_sv_000	ordningsvakt
C002381_sv_000	tillverkare av elektrolytiska celler
C002382_sv_000	konsult, interkulturell kommunikation
C002383_sv_000	stödperson, brottsoffer
C002384_sv_000	yrkeslärare, transportteknik
C002385_sv_000	kokerska
C002385_sv_001	kock
C002385_sv_002	köksa
C002385_sv_003	matlagare
C002386_sv_000	flygmekaniker
C002387_sv_000	ansvarig för utvinning av stärkelse
C002387_sv_001	ansvariga för stärkelseutvinning
C002387_sv_002	raffinaderiansvarig
C002388_sv_000	importspeditör, jordbruksmaskiner och utrustning
C002388_sv_001	exportspeditör, jordbruksmaskiner och utrustning
C002389_sv_000	yrkeslärare, jordbruk, skogsbruk och fiskeri
C002390_sv_000	ingenjör, industriell organisation, lädervaror
C002391_sv_000	mönsterkortsdesigner
C002391_sv_001	kretskortsdesigner
C002391_sv_002	kretskortskonstruktör
C002392_sv_000	upphandlingschef
C002392_sv_001	Upphandlingschef
C002392_sv_002	chef för upphandlingsavdelning
C002392_sv_003	chef för upphandlingsavdelningen
C002392_sv_004	chef för upphandlingsenhet
C002392_sv_005	chef för upphandlingsenheten
C002393_sv_000	lektor, socialt arbete
C002394_sv_000	furnerare
C002395_sv_000	tillskärare, konfektion
C002395_sv_001	tillskärare, skinnkläder
C002396_sv_000	ortopedingenjör
C002397_sv_000	juristassistent
C002397_sv_001	kvalificerad juridisk handläggare
C002397_sv_002	paralegal
C002398_sv_000	campingpersonal
C002398_sv_001	campingarbetare
C002398_sv_002	personal på camping
C002399_sv_000	tekniker, geotermi
C002399_sv_001	geotermisk installatör
C002399_sv_002	geotermisk tekniker
C002399_sv_003	installatör för geotermisk energi
C002400_sv_000	maskinvarukonstruktör
C002401_sv_000	väntelistsamordnare
C002402_sv_000	fönsterputsare
C002402_sv_001	fönstertvättare
C002403_sv_000	madrasstillverkare
C002403_sv_001	madrassmakare
C002404_sv_000	krishanteringsrådgivare, hjälplinje
C002404_sv_001	operatör, krislinje
C002405_sv_000	miljögeolog
C002406_sv_000	grossist, glas och porslin
C002407_sv_000	bagagekontrollant
C002408_sv_000	placeringsrådgivare
C002409_sv_000	chef på resebyrå
C002409_sv_001	chef på resekundservice
C002409_sv_002	chefer på resebyrå
C002409_sv_003	resebyråansvarig
C002409_sv_004	resebyråchef
C002409_sv_005	reseförsäljningschef
C002410_sv_000	fabriksarbetare inom tappning och konservering
C002410_sv_001	fabriksarbetare inom konservering
C002410_sv_002	fabriksarbetare inom tappning
C002410_sv_003	fabriksarbetaren inom tappning och konservering
C002410_sv_004	konserverings- och tappningslinjearbetare
C002411_sv_000	maskinvävare
C002412_sv_000	hammarsmed
C002413_sv_000	skomodellör
C002414_sv_000	produktingenjör, behållare
C002415_sv_000	djurparkschef
C002415_sv_001	akvariechef
C002415_sv_002	djurhemschef
C002415_sv_003	viltparkschef
C002416_sv_000	transportplanerare
C002417_sv_000	yrkeslärare, frisör
C002418_sv_000	chef, skadereglering
C002419_sv_000	fartygselektriker, elektroniska system
C002419_sv_001	elektriker
C002420_sv_000	massageterapeut
C002420_sv_001	massör
C002421_sv_000	likabehandlingschef
C002422_sv_000	korgmöbelmakare
C002422_sv_001	korgmakeriarbetare
C002423_sv_000	nanoingenjör
C002424_sv_000	sufflör
C002424_sv_001	sufflös
C002425_sv_000	skeppsmäklare
C002425_sv_001	mäklare
C002426_sv_000	skulptör
C002427_sv_000	avdelningschef
C002427_sv_001	enhetschef
C002428_sv_000	animationslayoutare
C002429_sv_000	transportör av levande djur
C002430_sv_000	ansvarig för bearbetning av mjölk
C002430_sv_001	ansvarig för mjölkbearbetning
C002430_sv_002	personal med ansvar för bearbetning av mjölk
C002431_sv_000	laboratorietekniker, biokemi
C002432_sv_000	maskinmekaniker, gruva
C002432_sv_001	gruvarbetare
C002432_sv_002	maskinreparatör, gruv
C002433_sv_000	ingenjörsassistent
C002433_sv_001	teknisk assistent
C002434_sv_000	skärvalsoperatör
C002435_sv_000	tapetserare
C002436_sv_000	bryggmästare
C002436_sv_001	bryggare
C002436_sv_002	expert inom bryggning
C002436_sv_003	mästare på bryggning
C002437_sv_000	barnmorska
C002438_sv_000	familjerådgivare, socialtjänst
C002438_sv_001	familjeterapeut
C002439_sv_000	arbetsledare, montering, skoindustri
C002440_sv_000	importchef, glas och porslin
C002440_sv_001	exportchef, glas och porslin
C002441_sv_000	husmontör
C002441_sv_001	byggnadsmontör
C002441_sv_002	montör av förtillverkade byggnadselement
C002441_sv_003	montör av prefabelement
C002441_sv_004	prefabmontör
C002441_sv_005	småhusmontör
C002442_sv_000	kabinchef
C002442_sv_001	flygpurser
C002442_sv_002	purser
C002443_sv_000	dekoratör, trä
C002443_sv_001	korgmålare
C002443_sv_002	trädekoratör
C002443_sv_003	trämålare
C002444_sv_000	kasinokassör
C002444_sv_001	casinokassör
C002445_sv_000	husvakt
C002445_sv_001	huspassare
C002445_sv_002	hussittare
C002446_sv_000	plastgjutare
C002446_sv_001	pressningsmaskinskötare
C002447_sv_000	Stationsvärd, järnväg
C002447_sv_001	kundservicevärd
C002447_sv_002	spärrexpeditör
C002447_sv_003	spärrvakt
C002448_sv_000	konceptkonstnär
C002449_sv_000	grillbiträde
C002449_sv_001	gatuköksbiträde
C002449_sv_002	snabbmatsarbetare
C002450_sv_000	samlingsansvarig
C002451_sv_000	distributionschef, maskiner, industriell utrustning, fartyg och luftfartyg
C002451_sv_001	logistikchef, maskiner, industriell utrustning, fartyg och luftfartyg
C002452_sv_000	arbetsledare, flygindustri
C002452_sv_001	arbetsledare, flygplansindustri
C002452_sv_002	arbetsledare, flygplanstillverkning
C002453_sv_000	designer av användargränssnitt
C002453_sv_001	UI-designer
C002453_sv_002	gränssnittsdesigner
C002453_sv_003	hjälpmedelsdesigner
C002453_sv_004	ingenjör för användarförmågan
C002454_sv_000	samordnare av volontärarbete bland anställda
C002454_sv_001	företagets volontärchef
C002454_sv_002	företags volontärsamordnare
C002454_sv_003	volontärsamordnare inom företag
C002455_sv_000	butikschef, idrotts- och fritidsutrustning
C002456_sv_000	lärare, språkskola
C002457_sv_000	datacentralsoperatör
C002457_sv_001	datacentralsoperatörer
C002457_sv_002	operatörer vid datacentral
C002457_sv_003	tekniker vid datacentral
C002458_sv_000	importchef, maskiner för textilindustri
C002458_sv_001	exportchef, maskiner för textilindustri
C002459_sv_000	civilingenjör, avlopp
C002460_sv_000	specialiserad säljare, kött och köttprodukter
C002460_sv_001	butiksäljare, kött och köttprodukter
C002460_sv_002	köttmästare
C002461_sv_000	butikschef, bokhandel
C002461_sv_001	butikschef, böcker
C002462_sv_000	advokat
C002463_sv_000	destilleriarbetare
C002463_sv_001	arbetare på destilleri
C002463_sv_002	bryggarbetare
C002463_sv_003	brygghusarbetare
C002463_sv_004	destilleriarbetaren
C002464_sv_000	lektor, antropologi
C002465_sv_000	flisberedare
C002466_sv_000	hälsopsykolog
C002467_sv_000	speciallärare
C002468_sv_000	färdtjänstchaufför
C002468_sv_001	chaufför, sjuktransport
C002469_sv_000	keramiker
C002469_sv_001	formare, keramik
C002469_sv_002	gjutare, keramik
C002469_sv_003	glaserare, keramik
C002469_sv_004	handformare, keramik
C002469_sv_005	modellör, keramik
C002470_sv_000	skräddare
C002470_sv_001	damskräddare
C002470_sv_002	herrskräddare
C002470_sv_003	känningssömmerska
C002470_sv_004	måttskräddare
C002470_sv_005	ändringsskräddare
C002471_sv_000	gasinstallatör
C002471_sv_001	gasmontör
C002471_sv_002	gastekniker
C002471_sv_003	installationsledare
C002472_sv_000	produktionsplanerare, lädervaror
C002473_sv_000	punktsvetsare
C002473_sv_001	maskinoperatör punktsvetsning
C002473_sv_002	operatör punktsvetsning
C002474_sv_000	pianobyggare
C002474_sv_001	pianostämmare
C002474_sv_002	pianotekniker
C002475_sv_000	butikschef, kläder
C002476_sv_000	fräsare
C002476_sv_001	CNC-fräsare
C002476_sv_002	CNC-operatör
C002477_sv_000	kampanjarbetare
C002478_sv_000	patientjournalansvarig
C002478_sv_001	systemadministratör, RIS
C002479_sv_000	forskare, tanatologi
C002480_sv_000	ölsommelier
C002480_sv_001	sommelier för öl
C002480_sv_002	ölkypare
C002480_sv_003	ölkännare
C002480_sv_004	ölsommelierer
C002481_sv_000	importspeditör, farmaceutiska produkter
C002481_sv_001	exportspeditör, farmaceutiska produkter
C002482_sv_000	driftschef, järnvägstransport
C002483_sv_000	växtinredare
C002484_sv_000	anhörig- och veteransamordnare
C002484_sv_001	-
C002485_sv_000	systemkonfigurator
C002485_sv_001	konfigurator för system
C002485_sv_002	systemändrare
C002486_sv_000	däckmontör
C002486_sv_001	däck- och hjulmekaniker
C002486_sv_002	däcktekniker
C002487_sv_000	servicetekniker
C002487_sv_001	kundtjänsttekniker
C002488_sv_000	handläggare, offentlig förvaltning, jordbruk
C002488_sv_001	utredare, offentlig förvaltning, jordbruk
C002489_sv_000	butikschef, tidningar och pappersvaror
C002489_sv_001	butikschef, pappershandel
C002489_sv_002	butikschef, tidningskiosk
C002490_sv_000	grossist, verktygsmaskiner
C002491_sv_000	lektor, livsmedelsvetenskap
C002492_sv_000	blockmaskinoperatör
C002493_sv_000	asbestsanerare
C002493_sv_001	sanerare
C002493_sv_002	saneringsarbetare
C002493_sv_003	saneringstekniker
C002494_sv_000	ekonom
C002495_sv_000	ingenjör, precisionsmekanik
C002496_sv_000	driftansvarig, flygplats
C002496_sv_001	driftsansvarig, flygplats
C002496_sv_002	fältchef
C002496_sv_003	fältförman
C002497_sv_000	glödgare, glas
C002498_sv_000	kvalitetstekniker
C002499_sv_000	scripta
C002499_sv_001	programsekreterare
C002500_sv_000	importspeditör, möbler, mattor och belysningsartiklar
C002500_sv_001	exportspeditör, möbler, mattor och belysningsartiklar
C002501_sv_000	veterinärassistent
C002502_sv_000	avfallschef
C002503_sv_000	teckenspråkstolk
C002504_sv_000	samordnare, behov av specialundervisning
C002505_sv_000	försäkringsassistent
C002506_sv_000	pilot
C002506_sv_001	flygkapten
C002506_sv_002	trafikflygare
C002507_sv_000	yrkeslärare, företagande och marknadsföring
C002508_sv_000	universitetslektor, litteraturvetenskap
C002509_sv_000	kvalitetskontrollant, fordonsmontering
C002509_sv_001	kontrollant, fordonsmontering
C002510_sv_000	tågbiljettförsäljare
C002510_sv_001	tågbiljettombud
C002510_sv_002	tågreseombud
C002511_sv_000	socionom, brottsförebyggande arbete
C002512_sv_000	tekniker, elektroteknik
C002513_sv_000	automatskötare
C002514_sv_000	arkivassistent
C002515_sv_000	dietkock
C002515_sv_001	dietkokerska
C002516_sv_000	ljustekniker
C002516_sv_001	ljussättare
C002517_sv_000	ansvarig för fettrening
C002517_sv_001	personal med ansvar för fettrening
C002518_sv_000	ansvarig för mjölkbearbetningsmaskin
C002518_sv_001	ansvar för mjölkbearbetningsmaskin
C002518_sv_002	personal med ansvar för mjölkbearbetningsmaskin
C002519_sv_000	mannekäng
C002519_sv_001	catwalkmodell
C002519_sv_002	modell
C002520_sv_000	specialist, geografiska informationssystem
C002521_sv_000	turistinformatör
C002521_sv_001	informationsansvarig inom turism
C002521_sv_002	turistinformationsansvarig
C002522_sv_000	rekvisitör
C002523_sv_000	skolinspektör
C002524_sv_000	specialistläkare
C002524_sv_001	akutsjukvård, läkare
C002524_sv_002	obstetrik och gynekologi
C002524_sv_003	specialistläkare, akutsjukvård
C002524_sv_004	specialistläkare, allergisjukdomar
C002524_sv_005	specialistläkare, allmänmedicin
C002524_sv_006	specialistläkare, anestesi och intensivvård
C002524_sv_007	specialistläkare, arbets- och miljömedicin
C002524_sv_008	specialistläkare, barn- och ungdomsallergologi
C002524_sv_009	specialistläkare, barn- och ungdomskardiololgi
C002524_sv_010	specialistläkare, barn- och ungdomskirurgi
C002524_sv_011	specialistläkare, barn- och ungdomsmedicin
C002524_sv_012	specialistläkare, barn- och ungdomsradiologi
C002524_sv_013	specialistläkare, barnonkologi
C002524_sv_014	specialistläkare, bild- och funktionsmedicin
C002524_sv_015	specialistläkare, endokrinologi och diabetologi
C002524_sv_016	specialistläkare, företagshälsovård
C002524_sv_017	specialistläkare, geriatrik
C002524_sv_018	specialistläkare, gynekologisk onkologi
C002524_sv_019	specialistläkare, handkirurgi
C002524_sv_020	specialistläkare, hematologi
C002524_sv_021	specialistläkare, hud- och könssjukdomar
C002524_sv_022	specialistläkare, hörselrubbningar
C002524_sv_023	specialistläkare, infektionssjukdomar
C002524_sv_024	specialistläkare, internmedicin
C002524_sv_025	specialistläkare, kardiologi
C002524_sv_026	specialistläkare, kirurgi
C002524_sv_027	specialistläkare, klinisk bakteriologi
C002524_sv_028	specialistläkare, klinisk bakteriologi och virologi
C002524_sv_029	specialistläkare, klinisk cytologi
C002524_sv_030	specialistläkare, klinisk farmakologi
C002524_sv_031	specialistläkare, klinisk fysiologi
C002524_sv_032	specialistläkare, klinisk genetik
C002524_sv_033	specialistläkare, klinisk immunologi
C002524_sv_034	specialistläkare, klinisk immunologi och transfusionsmedicin
C002524_sv_035	specialistläkare, klinisk kemi
C002524_sv_036	specialistläkare, klinisk neurofysiologi
C002524_sv_037	specialistläkare, klinisk nutrition
C002524_sv_038	specialistläkare, klinisk patologi
C002524_sv_039	specialistläkare, klinisk virologi
C002524_sv_040	specialistläkare, koagulations- och blödningsrubbningar
C002524_sv_041	specialistläkare, kärlkirurgi
C002524_sv_042	specialistläkare, lungsjukdomar
C002524_sv_043	specialistläkare, medicinsk gastroenterologi och hepatologi
C002524_sv_044	specialistläkare, medicinsk radiologi
C002524_sv_045	specialistläkare, medicinska njursjukdomar
C002524_sv_046	specialistläkare, neonatologi
C002524_sv_047	specialistläkare, neurokirurgi
C002524_sv_048	specialistläkare, neurologi
C002524_sv_049	specialistläkare, neuroradiologi
C002524_sv_050	specialistläkare, onkologi
C002524_sv_051	specialistläkare, ortopedi
C002524_sv_052	specialistläkare, plastikkirurgi
C002524_sv_053	specialistläkare, psykiatri
C002524_sv_054	specialistläkare, rehabiliteringsmedicin
C002524_sv_055	specialistläkare, reumatologi
C002524_sv_056	specialistläkare, rättsmedicin
C002524_sv_057	specialistläkare, rättspsykiatri
C002524_sv_058	specialistläkare, röst- och talrubbningar
C002524_sv_059	specialistläkare, skolhälsovård
C002524_sv_060	specialistläkare, smärtlindring
C002524_sv_061	specialistläkare, socialmedicin
C002524_sv_062	specialistläkare, thoraxkirurgi
C002524_sv_063	specialistläkare, transfusionsmedicin
C002524_sv_064	specialistläkare, urologi
C002524_sv_065	specialistläkare, yrkes- och miljömedicin
C002524_sv_066	specialistläkare, ögonsjukdomar
C002524_sv_067	specialistläkare, öron-, näs- och halssjukdomar
C002525_sv_000	försäljningsassistent
C002525_sv_001	affärsbiträde
C002525_sv_002	försäljningsbiträde
C002526_sv_000	butikschef, textilier
C002527_sv_000	kapten
C002527_sv_001	kapten i amfibiekåren
C002527_sv_002	kapten i armén
C002527_sv_003	kapten i flottan
C002527_sv_004	kapten i flygvapnet
C002527_sv_005	kapten i marinen
C002528_sv_000	brandman, MIRG-styrka
C002529_sv_000	personlig assistent
C002530_sv_000	borstmakare
C002531_sv_000	utryckningsväktare
C002531_sv_001	larmoperatör
C002532_sv_000	ansvarig för kundupplevelse
C002532_sv_001	ansvar för kundupplevelse
C002532_sv_002	kundansvarig
C002532_sv_003	kundupplevelseansvarig
C002532_sv_004	kundvårdare
C002533_sv_000	äktenskapsrådgivare
C002534_sv_000	gruvmätare
C002534_sv_001	malmletare
C002535_sv_000	tågmästare
C002535_sv_001	ombordansvarig
C002535_sv_002	tågchef
C002535_sv_003	tågvärd
C002536_sv_000	arbetsledare, kontaktcenter
C002537_sv_000	forskningschef för IKT
C002537_sv_001	IKT-forskningsansvarig
C002537_sv_002	IKT-forskningschef
C002537_sv_003	IKT-forskningschefer
C002537_sv_004	IT-forskningschef
C002537_sv_005	forskningsansvarig för IKT
C002537_sv_006	forskningschefer för IKT
C002538_sv_000	2:e fartygsingenjör
C002538_sv_001	2:e maskinist
C002538_sv_002	andre maskinist
C002539_sv_000	vatten- och avloppschef
