C000001_ro_000	Forțele armate
C002276_ro_005	regizor artistic teatru
C002276_ro_006	regizor de teatru
C002276_ro_007	regizor scenă
C002277_ro_000	dietetician
C002277_ro_001	nutriționist
C002277_ro_002	nutriționist și dietetician
C002278_ro_000	cromatografist
C002278_ro_001	specialist spectrometrie de masă
C002278_ro_002	specialistă spectrometrie de masă
C002278_ro_003	tehnician laborant cromatografist
C002279_ro_000	tehnolog în domeniul ambalării produselor alimentare
C002279_ro_001	tehnolog ambalaje alimentare
C002280_ro_000	șef depozit deșeuri
C002281_ro_000	marangoz
C002281_ro_001	constructor naval
C002281_ro_002	dulgher constructor naval
C002281_ro_003	marangoz-călăfuitor
C002281_ro_004	proiectant ambarcațiuni
C002281_ro_005	proiectant nave
C002281_ro_006	proiectantă ambarcațiuni
C002281_ro_007	proiectantă nave
C002281_ro_008	reparator nave
C002282_ro_000	cadru didactic în învățământul superior în domeniul științelor spațiale
C002282_ro_001	asistent universitar în domeniul științelor spațiale
C002282_ro_002	conferențiar universitar în domeniul științelor spațiale
C002282_ro_003	lector universitar în domeniul științelor spațiale
C002282_ro_004	preparator învățământul universitar în domeniul științelor spațiale
C002282_ro_005	profesor universitar în domeniul științelor spațiale
C002283_ro_000	ofițer de administrație apărare
C002283_ro_001	manager de administrație apărare
C002284_ro_000	preparator vopsele/preparatoare vopsele
C002284_ro_001	operatoare la mașini de amestecare (produse chimice)
C002284_ro_002	operatoare malaxor de soluție
C002284_ro_003	operator chimist la fabricarea lacurilor, vopselelor și uleiurilor
C002284_ro_004	operator la mașini de amestecare (produse chimice)
C002284_ro_005	operator malaxor de soluție
C002284_ro_006	preparatoare de vopsele
C002284_ro_007	preparatoare vopsele
C002284_ro_008	preparator de vopsele
C002284_ro_009	preparator lacuri și vopsele
C002284_ro_010	preparator vopsele
C002285_ro_000	gravor în metal/gravoare în metal
C002285_ro_001	acvafortist
C002285_ro_002	acvafortistă
C002285_ro_003	gravoare în metal
C002285_ro_004	gravor
C002285_ro_005	gravor manual
C002285_ro_006	gravor în acvaforte
C002285_ro_007	gravor în metal
C002285_ro_008	operatoare freză gravură
C002285_ro_009	operatoare mașină de gravare
C002285_ro_010	operator freză gravură
C002285_ro_011	operator mașină de gravare
C002286_ro_000	director fermă viticolă
C002286_ro_001	manager podgorie
C002286_ro_002	șef exploatație viticolă
C002286_ro_003	șef fermă viticolă
C002287_ro_000	inspector grup motopropulsor
C002288_ro_000	manager de proiect în domeniul TIC
C002288_ro_001	directoare de proiect în domeniul TIC
C002288_ro_002	director de proiect în domeniul TIC
C002288_ro_003	manager de proiecte IT
C002288_ro_004	manager de proiecte web
C002288_ro_005	șef de proiect în domeniul TIC
C002288_ro_006	șefă de proiect în domeniul TIC
C002289_ro_000	coordonator conformitate conducte
C002290_ro_000	depanator scule electrice/depanatoare scule electrice
C002290_ro_001	depanatoare scule electrice
C002290_ro_002	depanatoare unelte electrice
C002290_ro_003	depanator scule electrice
C002290_ro_004	depanator unelte electrice
C002290_ro_005	electromecanic service reparații scule electrice
C002290_ro_006	reparatoare scule electrice
C002290_ro_007	reparator scule electrice
C002290_ro_008	tehnician scule electrice
C002291_ro_000	țesător manual de covoare/țesătoare manuală de covoare
C002291_ro_001	țesătoare manuală de covoare
C002291_ro_002	țesător manual de covoare
C002292_ro_000	operator la mașină de formare prin suflare/operatoare la mașină de formare prin suflare
C002292_ro_001	operatoare la mașină de formare prin suflare
C002292_ro_002	operatoare la prelucrarea maselor plastice
C002292_ro_003	operatoare mase plastice
C002292_ro_004	operator la mașină de formare prin suflare
C002292_ro_005	operator la prelucrarea maselor plastice
C002292_ro_006	operator mase plastice
C002293_ro_000	vălțar calandru mase plastice
C002293_ro_001	operatoare calandru mase plastice
C002293_ro_002	operatoare la prelucrarea maselor plastice
C002293_ro_003	operatoare mase plastice
C002293_ro_004	operator calandru mase plastice
C002293_ro_005	operator la prelucrarea maselor plastice
C002293_ro_006	operator mase plastice
C002294_ro_000	manager magazin echipamente ortopedice
C002294_ro_001	manager magazin articole ortopedice
C002294_ro_002	manager magazin dispozitive ortopedice
C002294_ro_003	manager magazin produse ortopedice
C002294_ro_004	manager magazin proteze ortopedice
C002295_ro_000	inginer proiectant echipamente industriale
C002295_ro_001	consilier inginer proiectare echipamente industriale
C002295_ro_002	expert inginer proiectare echipamente industriale
C002295_ro_003	inginer specialist în tehnologie industrială
C002296_ro_000	agent maritim
C002297_ro_000	editor
C002297_ro_001	asistent editorial
C002297_ro_002	corectoare
C002297_ro_003	corector
C002298_ro_000	profesor în învățământul primar și preșcolar - alternativa educațională Freinet/profesoară în învățământul primar și preșcolar - alternativa educațională Freinet
C002298_ro_001	educatoare - alternativa educațională Freinet
C002298_ro_002	educator - alternativa educațională Freinet
C002298_ro_003	profesoară în învăţământul primar și preşcolar - alternativa educațională Freinet
C002298_ro_004	profesor în învăţământul primar și preşcolar - alternativa educațională Freinet
C002298_ro_005	învățătoare - alternativa educațională Freinet
C002298_ro_006	învățător - alternativa educațională Freinet
C002299_ro_000	consilier pe probleme politice/consilieră pe probleme politice
C002299_ro_001	consilier pe probleme politice
C002299_ro_002	consilier prezidențial
C002299_ro_003	consilier prim-ministru
C002299_ro_004	consilieră pe probleme politice
C002299_ro_005	consilieră prezidențială
C002299_ro_006	consilieră prim-ministru
C002300_ro_000	angrosist materii prime agricole, semințe și hrană pentru animale/angrosistă materii prime agricole, semințe și hrană pentru animale
C002300_ro_001	angrosist materii prime agricole, semințe și hrană pentru animale
C002300_ro_002	angrosistă materii prime agricole, semințe și hrană pentru animale
C002301_ro_000	director import export mașini și echipamente de birou
C002302_ro_000	inginer specialist în microelectronică
C002302_ro_001	inginer de cercetare în microelectronică
C002302_ro_002	inginer specialist în tehnologia microelectronică
C002302_ro_003	ingineră de cercetare în microelectronică
C002303_ro_000	arhitect/arhitectă
C002303_ro_001	arhitect
C002303_ro_002	arhitect clădiri
C002303_ro_003	arhitect de interior
C002303_ro_004	arhitectă
C002303_ro_005	arhitectă clădiri
C002303_ro_006	arhitectă de interior
C002304_ro_000	administrator de baze de date/administratoare de baze de date
C002304_ro_001	administratoare de baze de date
C002304_ro_002	administrator baze de date
C002304_ro_003	administrator de baze de date
C002304_ro_004	manager baze de date
C002304_ro_005	manager de baze de date
C002305_ro_000	montator corturi evenimente/montatoare corturi evenimente
C002305_ro_001	constructor corturi
C002305_ro_002	montatoare corturi evenimente
C002305_ro_003	montator corturi comerciale
C002305_ro_004	montator corturi evenimente
C002305_ro_005	montator corturi evenimente speciale
C002305_ro_006	montator corturi petreceri
C002305_ro_007	montator corturi recreative
C002305_ro_008	responsabil instalare corturi
C002305_ro_009	responsabilă instalare corturi
C002306_ro_000	administrator cabinet medical
C002307_ro_000	manager supraveghere aviație și coordonare coduri aeriene
C002307_ro_001	manager supraveghere în domeniul aeronautic și respectare cod aerian
C002308_ro_000	specialist în comunicarea tehnică/specialistă în comunicarea tehnică
C002308_ro_001	expert în documentație tehnică
C002308_ro_002	expertă în documentație tehnică
C002308_ro_003	specialist în comunicarea tehnică
C002308_ro_004	specialistă în comunicarea tehnică
C002309_ro_000	coordonator de activități turistice recreative în domeniul hotelier/coordonatoare de activități turistice recreative în domeniul hotelier
C002309_ro_001	coordonatoare de activități turistice recreative în cadrul serviciilor de ospitalitate
C002309_ro_002	coordonatoare de activități turistice recreative în domeniul hotelier
C002309_ro_003	coordonator de activități turistice recreative în cadrul serviciilor de ospitalitate
C002309_ro_004	coordonator de activități turistice recreative în domeniul hotelier
C002310_ro_000	asistent manager
C002311_ro_000	balizor/balizoare
C002311_ro_001	balizoare
C002311_ro_002	balizor
C002311_ro_003	inginer balizor
C002311_ro_004	ofițer semnalizare optică a aeroportului
C002311_ro_005	tehnician balizaj luminos de pistă
C002311_ro_006	tehniciană balizaj luminos de pistă
C002311_ro_007	șef echipă de balizaj aeroport
C002311_ro_008	șefă echipă de balizaj aeroport
C002312_ro_000	operator la fabricarea de benzi transportoare și curele de transmisie/operatoare la fabricarea de benzi transportoare și curele de transmisie
C002312_ro_001	operatoare la fabricarea de benzi transportoare și curele de transmisie
C002312_ro_002	operator la fabricarea de benzi transportoare și curele de transmisie
C002312_ro_003	tehnician vulcanizare
C002312_ro_004	tehnician vulcanizator
C002312_ro_005	vulcanizatoare
C002312_ro_006	vulcanizator
C002312_ro_007	vulcanizator de produse industriale din cauciuc
C002313_ro_000	profesor de biologie în învățământul secundar/profesoară de biologie în învățământul secundar
C002313_ro_001	profesoară de biologie în învățământul gimnazial
C002313_ro_002	profesoară de biologie în învățământul liceal, postliceal
C002313_ro_003	profesoară de biologie în învățământul secundar
C002313_ro_004	profesor de biologie în învățământul gimnazial
C002313_ro_005	profesor de biologie în învățământul liceal, postliceal
C002313_ro_006	profesor de biologie în învățământul secundar
C002314_ro_000	operator presă de refulat/operatoare presă de refulat
C002314_ro_001	operatoare mașină de refulat
C002314_ro_002	operatoare presă de refulat
C002314_ro_003	operator mașină de refulat
C002314_ro_004	operator presă de refulat
C002315_ro_000	asistent medical generalist/asistentă medicală generalistă
C002315_ro_001	asistent medical generalist
C002315_ro_002	asistentă medicală generalistă
C002316_ro_000	turnător elemente prefabricate/turnătoare elemente prefabricate
C002316_ro_001	confecționer dale de beton
C002316_ro_002	modelator placaj de cărămidă
C002316_ro_003	turnătoare beton
C002316_ro_004	turnătoare elemente prefabricate
C002316_ro_005	turnătoare în industria betonului
C002316_ro_006	turnător beton
C002316_ro_007	turnător elemente prefabricate
C002316_ro_008	turnător în industria betonului
C002317_ro_000	inginer autovehicule rutiere/ingineră autovehicule rutiere
C002317_ro_001	inginer autovehicule rutiere
C002317_ro_002	inginer de cercetare în autovehicule rutiere
C002317_ro_003	inginer mecanic auto
C002317_ro_004	inginer producție autovehicule
C002317_ro_005	inginer proiectant auto
C002317_ro_006	inginer proiectant automobile
C002317_ro_007	inginer proiectant autovehicule rutiere
C002317_ro_008	inginer proiectant camioane
C002317_ro_009	inginer proiectant specializat în proiectare structuri de autobuze
C002317_ro_010	inginer proiectant specializat în proiectare structuri de autocare turist
C002317_ro_011	inginer tehnologia construcțiilor de mașini
C002317_ro_012	ingineră autovehicule rutiere
C002317_ro_013	ingineră de cercetare în autovehicule rutiere
C002317_ro_014	ingineră tehnologia construcțiilor de mașini
C002317_ro_015	subinginer mecanic automobile
C002318_ro_000	șofer autovehicul blindat
C002318_ro_001	șofer autovehicul blindat pentru transport valori
C002318_ro_002	șofer transport valori cu mașină blindată
C002318_ro_003	șofer transporturi speciale
C002319_ro_000	analist financiar
C002320_ro_000	asistent social
C002321_ro_000	muncitor sondor
C002321_ro_001	ajutor de sondor
C002321_ro_002	asistent sondor
C002321_ro_003	sondor
C002321_ro_004	sondor la forajul mecanizat și reparații sonde
C002321_ro_005	sondor platformă petrolieră
C002322_ro_000	designer de baze de date
C002322_ro_001	arhitect de baze de date
C002322_ro_002	arhitectă de baze de date
C002322_ro_003	proiectant de baze de date
C002322_ro_004	proiectantă de baze de date
C002323_ro_000	farmacist specialist
C002323_ro_001	farmacist clinician
C002323_ro_002	farmacist spital
C002323_ro_003	farmacist șef laborator
C002323_ro_004	farmacist șef secție
C002323_ro_005	farmacist-șef
C002324_ro_000	reprezentant închirieri mașini utilizate în construcții și construcții civile
C002324_ro_001	agent închirieri mașini utilizate în construcții și construcții civile
C002324_ro_002	manager închirieri mașini utilizate în construcții și construcții civile
C002325_ro_000	inginer producție ambalaje/ingineră producție ambalaje
C002325_ro_001	inginer producție ambalaje
C002325_ro_002	ingineră producție ambalaje
C002326_ro_000	ofițer credite
C002327_ro_000	fermier în producția horticolă șef de echipă/fermieră în producția horticolă șefă de echipă
C002327_ro_001	fermier în horticultură coordonator al echipei de producție
C002327_ro_002	fermier în producția horticolă șef de echipă
