ESCO/ISCO Code,ESCO/ISCO Title,O*NET-SOC 2019 Code,O*NET-SOC 2019 Title
3132.2,liquid waste treatment plant operator,47-4041.00,Hazardous Materials Removal Workers
3132.2,liquid waste treatment plant operator,51-8031.00,Water and Wastewater Treatment Plant and System Operators
3132.2,liquid waste treatment plant operator,53-7062.04,Recycling and Reclamation Workers
3132.3,solid waste operator,47-4041.00,Hazardous Materials Removal Workers
3132.3,solid waste operator,53-7062.04,Recycling and Reclamation Workers
3132.4,wastewater treatment operator,51-8031.00,Water and Wastewater Treatment Plant and System Operators
3132.5,wastewater treatment technician,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other"
3132.5,wastewater treatment technician,51-8031.00,Water and Wastewater Treatment Plant and System Operators
3132.6,water plant technician,49-9041.00,Industrial Machinery Mechanics
3132.6,water plant technician,51-8031.00,Water and Wastewater Treatment Plant and System Operators
3132.7,water treatment systems operator,51-8031.00,Water and Wastewater Treatment Plant and System Operators
3133,Chemical processing plant controllers,51-8013.03,Biomass Plant Technicians
3133,Chemical processing plant controllers,51-8091.00,Chemical Plant and System Operators
3133,Chemical processing plant controllers,51-8092.00,Gas Plant Operators
3133,Chemical processing plant controllers,51-8099.01,Biofuels Processing Technicians
3133.1,chemical processing plant controller,51-8091.00,Chemical Plant and System Operators
3133.1,chemical processing plant controller,51-9011.00,Chemical Equipment Operators and Tenders
3133.1,chemical processing plant controller,53-7121.00,"Tank Car, Truck, and Ship Loaders"
3133.1.1,air separation plant operator,51-8091.00,Chemical Plant and System Operators
3133.1.1,air separation plant operator,51-9011.00,Chemical Equipment Operators and Tenders
3133.1.1,air separation plant operator,53-7121.00,"Tank Car, Truck, and Ship Loaders"
3133.1.2,biogas technician,11-3051.04,Biomass Power Plant Managers
3133.1.2,biogas technician,19-4051.00,Nuclear Technicians
3133.1.2,biogas technician,51-8013.03,Biomass Plant Technicians
3133.1.3,chemical plant control room operator,43-2011.00,"Switchboard Operators, Including Answering Service"
3133.1.3,chemical plant control room operator,51-8091.00,Chemical Plant and System Operators
3133.1.4,gas processing plant supervisor,51-8092.00,Gas Plant Operators
3133.1.4,gas processing plant supervisor,53-7071.00,Gas Compressor and Gas Pumping Station Operators
3133.1.5,gas station operator,51-8092.00,Gas Plant Operators
3133.1.5,gas station operator,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
3133.1.5,gas station operator,53-7071.00,Gas Compressor and Gas Pumping Station Operators
3133.1.5,gas station operator,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
3134,Petroleum and natural gas refining plant operators,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
3134,Petroleum and natural gas refining plant operators,53-7071.00,Gas Compressor and Gas Pumping Station Operators
3134,Petroleum and natural gas refining plant operators,53-7073.00,Wellhead Pumpers
3134.1,gas processing plant control room operator,51-8092.00,Gas Plant Operators
3134.1,gas processing plant control room operator,53-7071.00,Gas Compressor and Gas Pumping Station Operators
3134.2,gas processing plant operator,51-8092.00,Gas Plant Operators
3134.2,gas processing plant operator,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
3134.2,gas processing plant operator,53-7071.00,Gas Compressor and Gas Pumping Station Operators
3134.3,oil refinery control room operator,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
3134.4,petroleum pump system operator,47-5071.00,"Roustabouts, Oil and Gas"
3134.4,petroleum pump system operator,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
3134.4,petroleum pump system operator,53-7071.00,Gas Compressor and Gas Pumping Station Operators
3134.4,petroleum pump system operator,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
3134.4,petroleum pump system operator,53-7073.00,Wellhead Pumpers
3134.4,petroleum pump system operator,53-7121.00,"Tank Car, Truck, and Ship Loaders"
3134.5,refinery shift manager,51-1011.00,First-Line Supervisors of Production and Operating Workers
3135,Metal production process controllers,51-4051.00,Metal-Refining Furnace Operators and Tenders
3135,Metal production process controllers,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
3135.1,metal furnace operator,51-4051.00,Metal-Refining Furnace Operators and Tenders
3135.1,metal furnace operator,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
3139.1,automated assembly line operator,51-2092.00,Team Assemblers
3139.1.1,clothing process control technician,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
3139.2,industrial robot controller,17-2199.08,Robotics Engineers
3139.2,industrial robot controller,17-3024.01,Robotics Technicians
3139.3,pulp control operator,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
3141,Life science technicians (excluding medical),15-2099.01,Bioinformatics Technicians
3141,Life science technicians (excluding medical),19-4021.00,Biological Technicians
3141.1,biotechnical technician,17-3026.01,Nanotechnology Engineering Technologists and Technicians
3141.1,biotechnical technician,19-4021.00,Biological Technicians
3141.2,scientific laboratory technician,15-2099.01,Bioinformatics Technicians
3141.2,scientific laboratory technician,17-3026.01,Nanotechnology Engineering Technologists and Technicians
3141.2,scientific laboratory technician,19-1022.00,Microbiologists
3141.2,scientific laboratory technician,19-4021.00,Biological Technicians
3141.2,scientific laboratory technician,19-4031.00,Chemical Technicians
3141.2,scientific laboratory technician,29-2011.00,Medical and Clinical Laboratory Technologists
3141.2,scientific laboratory technician,29-2012.00,Medical and Clinical Laboratory Technicians
3141.2,scientific laboratory technician,29-2012.01,Histology Technicians
3141.2,scientific laboratory technician,31-9097.00,Phlebotomists
3141.2.1,bacteriology technician,19-1022.00,Microbiologists
3141.2.1,bacteriology technician,19-4021.00,Biological Technicians
3141.2.1,bacteriology technician,19-4099.01,Quality Control Analysts
3141.2.1,bacteriology technician,29-2011.00,Medical and Clinical Laboratory Technologists
3141.2.1,bacteriology technician,29-2011.02,Cytotechnologists
3141.2.1,bacteriology technician,29-2012.00,Medical and Clinical Laboratory Technicians
3141.2.1,bacteriology technician,31-9097.00,Phlebotomists
3141.2.2,biochemistry technician,17-3026.01,Nanotechnology Engineering Technologists and Technicians
3141.2.2,biochemistry technician,19-1022.00,Microbiologists
3141.2.2,biochemistry technician,19-2031.00,Chemists
3141.2.2,biochemistry technician,19-4021.00,Biological Technicians
3141.2.2,biochemistry technician,19-4031.00,Chemical Technicians
3141.2.2,biochemistry technician,19-4099.01,Quality Control Analysts
3141.2.2,biochemistry technician,29-2012.00,Medical and Clinical Laboratory Technicians
3141.2.3,biology technician,19-1011.00,Animal Scientists
3141.2.3,biology technician,19-1023.00,Zoologists and Wildlife Biologists
3141.2.3,biology technician,19-1029.04,Biologists
3141.2.3,biology technician,19-4021.00,Biological Technicians
3141.2.3,biology technician,19-4092.00,Forensic Science Technicians
3141.2.3,biology technician,29-2012.01,Histology Technicians
3141.2.4,botanical technician,19-1013.00,Soil and Plant Scientists
3141.2.4,botanical technician,19-1032.00,Foresters
3141.2.4,botanical technician,19-4021.00,Biological Technicians
3141.2.4,botanical technician,19-4071.00,Forest and Conservation Technicians
3141.2.4,botanical technician,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
3141.2.5,zoology technician,19-1011.00,Animal Scientists
3141.2.5,zoology technician,19-1023.00,Zoologists and Wildlife Biologists
3141.2.5,zoology technician,19-4021.00,Biological Technicians
3141.2.5,zoology technician,19-4044.00,Hydrologic Technicians
3142,Agricultural technicians,19-4012.00,Agricultural Technicians
3142.1,agricultural technician,17-2021.00,Agricultural Engineers
3142.1,agricultural technician,19-4012.00,Agricultural Technicians
3142.1,agricultural technician,19-4012.01,Precision Agriculture Technicians
3142.1.1,aquaculture quality supervisor,11-3051.01,Quality Control Systems Managers
3142.1.2,aquaculture site supervisor,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
3142.1.3,viticulture adviser,19-4013.00,Food Science Technicians
3143,Forestry technicians,19-1032.00,Foresters
3143,Forestry technicians,19-4071.00,Forest and Conservation Technicians
3143.1,forestry technician,19-1031.02,Range Managers
3143.1,forestry technician,19-1032.00,Foresters
3143.1,forestry technician,19-4071.00,Forest and Conservation Technicians
3143.1,forestry technician,33-2022.00,Forest Fire Inspectors and Prevention Specialists
3143.1,forestry technician,33-3031.00,Fish and Game Wardens
3143.1,forestry technician,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
3143.1,forestry technician,37-3013.00,Tree Trimmers and Pruners
3143.1,forestry technician,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
3143.1,forestry technician,45-3031.00,Fishing and Hunting Workers
3143.1,forestry technician,45-4011.00,Forest and Conservation Workers
3143.1,forestry technician,45-4021.00,Fallers
3143.1,forestry technician,45-4022.00,Logging Equipment Operators
3151,Shipsâ engineers,53-5031.00,Ship Engineers
3151.1,fisheries refrigeration engineer,19-4013.00,Food Science Technicians
3151.2,marine chief engineer,17-2121.00,Marine Engineers and Naval Architects
3151.3,ship assistant engineer,17-2121.00,Marine Engineers and Naval Architects
3151.4,ship duty engineer,53-5031.00,Ship Engineers
3152,Ships' deck officers and pilots,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
3152.1,deck officer,53-5011.00,Sailors and Marine Oilers
3152.1,deck officer,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
3152.2,helmsman,53-5011.00,Sailors and Marine Oilers
3152.2,helmsman,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
3152.3,maritime pilot,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
3152.3,maritime pilot,53-5022.00,Motorboat Operators
3152.4,ship captain,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
3152.5,skipper,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
3153,Aircraft pilots and related associate professionals,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
3153,Aircraft pilots and related associate professionals,53-2012.00,Commercial Pilots
3153.1,aircraft maintenance engineer,17-2011.00,Aerospace Engineers
3153.1,aircraft maintenance engineer,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
3153.1,aircraft maintenance engineer,49-2091.00,Avionics Technicians
3153.1,aircraft maintenance engineer,49-3011.00,Aircraft Mechanics and Service Technicians
3153.2,aircraft pilot,53-1041.00,Aircraft Cargo Handling Supervisors
3153.2,aircraft pilot,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
3153.2,aircraft pilot,53-2012.00,Commercial Pilots
3153.2.1,co-pilot,53-1041.00,Aircraft Cargo Handling Supervisors
3153.2.1,co-pilot,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
3153.2.1,co-pilot,53-2012.00,Commercial Pilots
3153.2.2,commercial pilot,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
3153.2.2,commercial pilot,53-2012.00,Commercial Pilots
3153.2.2.1,airline transport pilot,53-1041.00,Aircraft Cargo Handling Supervisors
3153.2.2.1,airline transport pilot,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
3153.2.2.1,airline transport pilot,53-2012.00,Commercial Pilots
3153.2.3,flight instructor,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
3153.2.4,helicopter pilot,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
3153.2.4,helicopter pilot,53-2012.00,Commercial Pilots
