C000001_pt_000	Profissões militares
C002418_pt_004	Solicitadora
C002419_pt_000	Trabalhador de destilaria/Trabalhadora de destilaria
C002419_pt_001	Operador de destilação
C002419_pt_002	Operadora de destilação
C002419_pt_003	Trabalhador de destilaria
C002419_pt_004	Trabalhadora de destilaria
C002420_pt_000	Professor de Antropologia/Professora de Antropologia
C002420_pt_001	Professor de Antropologia
C002420_pt_002	Professor universitário de Antropologia
C002420_pt_003	Professora de Antropologia
C002420_pt_004	Professora universitária de Antropologia
C002421_pt_000	Operador de trituradoras de madeira/ Operadora de trituradoras de madeira
C002421_pt_001	Operador de trituradoras de madeira
C002421_pt_002	Operadora de trituradoras de madeira
C002422_pt_000	Psicólogo da saúde/Psicóloga da saúde
C002422_pt_001	Psicóloga da saúde
C002422_pt_002	Psicólogo da saúde
C002423_pt_000	Professor de Educação Especial/Professora de Educação Especial
C002423_pt_001	Professor de Educação Especial
C002423_pt_002	Professor de Língua Gestual Portuguesa
C002423_pt_003	Professora de Educação Especial
C002423_pt_004	Professora de Língua Gestual Portuguesa
C002424_pt_000	Condutor de veículos de transporte de doentes/ Condutora de veículos de transporte de doentes
C002424_pt_001	Condutor de veículos de transporte de doentes
C002424_pt_002	Condutora de veículos de transporte de doentes
C002425_pt_000	Oleiro/Oleira
C002425_pt_001	Ceramista
C002425_pt_002	Oleira
C002425_pt_003	Oleiro
C002426_pt_000	Alfaiate
C002426_pt_001	Modista
C002427_pt_000	Técnico de gás/Técnica de gás
C002427_pt_001	Técnica de gás
C002427_pt_002	Técnica de instalação de gás
C002427_pt_003	Técnico de gás
C002427_pt_004	Técnico de instalação de gás
C002428_pt_000	Planificador de produção na indústria do couro/Planificadora de produção na indústria do couro
C002428_pt_001	Planificador de produção na indústria do couro
C002428_pt_002	Planificadora de produção na indústria do couro
C002429_pt_000	Soldador por pontos/Soldadora por pontos
C002429_pt_001	Soldador por pontos
C002429_pt_002	Soldadora por pontos
C002430_pt_000	Fabricante de pianos
C002431_pt_000	Gerente de loja de vestuário
C002431_pt_001	Gerente de loja de roupa
C002431_pt_002	Gerente de loja de roupa infantil
C002431_pt_003	Gerente de loja de roupa para grávidas
C002431_pt_004	Gerente de loja de vestuário técnico
C002432_pt_000	Operador de fresadora de alta velocidade/Operadora de fresadora de alta velocidade
C002432_pt_001	Operador de fresadora de alta velocidade
C002432_pt_002	Operadora de fresadora de alta velocidade
C002433_pt_000	Ativista
C002434_pt_000	Responsável de registos médicos
C002435_pt_000	Investigador em tanatologia/Investigadora em tanatologia
C002435_pt_001	Investigador em tanatologia
C002435_pt_002	Investigadora em tanatologia
C002436_pt_000	Escanção de cerveja/Escança de cerveja
C002436_pt_001	Escançã de cerveja
C002436_pt_002	Escanção de cerveja
C002437_pt_000	Técnico de turbinas eólicas/Técnica de turbinas eólicas
C002437_pt_001	Técnica de turbinas eólicas
C002437_pt_002	Técnico de turbinas eólicas
C002438_pt_000	Especialistas em import-export de produtos farmacêuticos
C002438_pt_001	Especialista em import-export de produtos farmacêuticos
C002439_pt_000	Gestor da infraestrutura ferroviária/Gestora da infraestrutura ferroviária
C002439_pt_001	Chefe de comboio
C002439_pt_002	Chefe de estação
C002439_pt_003	Chefe de linha
C002439_pt_004	Gestor da infraestrutura ferroviária
C002439_pt_005	Gestora da infraestrutura ferroviária
C002439_pt_006	Maquinista
C002439_pt_007	Operador de transporte ferroviário
C002439_pt_008	Operadora de transporte ferroviário
C002440_pt_000	Arquiteto de espaços verdes interiores/Arquiteta de espaços verdes de interiores
C002440_pt_001	Arquiteta de espaços verdes de interiores
C002440_pt_002	Arquiteto de espaços verdes de interiores
C002441_pt_000	Assistente social de serviço de ação social das Forças Armadas
C002442_pt_000	Configurador de sistemas/Configuradora de sistemas
C002442_pt_001	Configurador de sistemas
C002442_pt_002	Configuradora de sistemas
C002442_pt_003	Responsável pela configuração de sistemas
C002443_pt_000	Montador de pneus/Montadora de pneus
C002443_pt_001	Montador de pneus
C002443_pt_002	Montadora de pneus
C002444_pt_000	Técnico de serviço após-venda/Técnica de serviço após-venda
C002444_pt_001	Técnica de serviço após-venda
C002444_pt_002	Técnico de serviço após-venda
C002445_pt_000	Especialista em política agrícola
C002446_pt_000	Gerente de tabacaria e papelaria
C002446_pt_001	Gerente de papelaria
C002446_pt_002	Gerente de quiosque
C002447_pt_000	Comerciante grossista de máquinas-ferramentas
C002448_pt_000	Professor de Ciências da Nutrição e Alimentação/Professora de Ciências da Nutrição e Alimentação
C002448_pt_001	Professor de Ciências da Nutrição e Alimentação
C002448_pt_002	Professor universitário de Ciências da Nutrição e Alimentação
C002448_pt_003	Professora de Ciências da Nutrição e Alimentação
C002448_pt_004	Professora universitária de Ciências da Nutrição e Alimentação
C002449_pt_000	Operador de máquinas de fabrico de blocos de alvenaria/Operadora de máquinas de fabrico de blocos de alvenaria
C002449_pt_001	Operador de máquinas de fabrico de blocos de alvenaria
C002449_pt_002	Operadora de máquinas de fabrico de blocos de alvenaria
C002450_pt_000	Técnico de remoção de amianto/Técnica de remoção de amianto
C002450_pt_001	Técnica de remoção de amianto
C002450_pt_002	Técnico de remoção de amianto
C002451_pt_000	Economista
C002451_pt_001	Econometrista
C002452_pt_000	Engenheiro de precisão/Engenheira de precisão
C002452_pt_001	Engenheira de precisão
C002452_pt_002	Engenheira eletrónica
C002452_pt_003	Engenheiro de precisão
C002452_pt_004	Engenheiro eletrónico
C002452_pt_005	Nanotechnóloga
C002452_pt_006	Nanotecnólogo
C002453_pt_000	Técnico de operações aeroportuárias/Técnica de operações aeroportuárias
C002453_pt_001	Técnica de operações aeroportuárias
C002454_pt_000	Recozedor de vidro/ Recozedora de vidro
C002454_pt_001	Operador de fornos de recozimento de vidro
C002454_pt_002	Operador de fornos elétricos de recozimento de vidro
C002454_pt_003	Operadora de fornos de recozimento de vidro
C002454_pt_004	Operadora de fornos elétricos de recozimento de vidro
C002454_pt_005	Recozedor de vidro
C002454_pt_006	Recozedora de vidro
C002455_pt_000	Técnico de qualidade/Técnica de qualidade
C002455_pt_001	Técnica de qualidade
C002455_pt_002	Técnico de qualidade
C002456_pt_000	Supervisor de guião/Supervisora de guião
C002456_pt_001	Anotador
C002456_pt_002	Anotadora
C002456_pt_003	Supervisor de guião
C002456_pt_004	Supervisora de guião
C002457_pt_000	Especialista em import-export de móveis, carpetes e artigos de iluminação
C002458_pt_000	Técnico de veterinária/Técnica de veterinária
C002458_pt_001	Assistente de veterinária
C002458_pt_002	Assistente de veterinário
C002458_pt_003	Auxiliar de veterinária
C002458_pt_004	Auxiliar de veterinário
C002458_pt_005	Técnica de veterinária
C002458_pt_006	Técnico de veterinária
C002459_pt_000	Gestor de resíduos/Gestora de resíduos
C002459_pt_001	Gestor de resíduos
C002459_pt_002	Gestora de resíduos
C002460_pt_000	Intérprete de linguagem gestual
C002461_pt_000	Coordenador da Educação Especial e Apoios Educativos/Coordenadora da Educação Especial e Apoios Educativos
C002461_pt_001	Coordenador da Educação Especial e Apoios Educativos
C002461_pt_002	Coordenadora da Educação Especial e Apoios Educativos
C002462_pt_000	Escriturário de seguros/Escriturária de seguros
C002462_pt_001	Escriturária de seguros
C002462_pt_002	Escriturário de seguros
C002463_pt_000	Piloto de aeronaves
C002464_pt_000	Professor de cursos profissionais de Gestão e Marketing/Professora de cursos profissionais de Gestão e Marketing
C002464_pt_001	Professor de cursos profissionais de Gestão e Marketing
C002464_pt_002	Professora de cursos profissionais de Gestão e Marketing
C002465_pt_000	Professor de Literatura/Professora de Literatura
C002465_pt_001	Professor de Literatura
C002465_pt_002	Professor universitário de Literatura
C002465_pt_003	Professora de Literatura
C002465_pt_004	Professora universitária de Literatura
C002466_pt_000	Inspetor de montagem de veículos a motor/Inspetora de montagem de veículos a motor
C002466_pt_001	Inspetor de montagem de veículos a motor
C002466_pt_002	Inspetora de montagem de veículos a motor
C002467_pt_000	Agente de vendas de bilhetes de combóio
C002468_pt_000	Assistente social em estabelecimentos prisionais
C002469_pt_000	Técnicos de electrotecnia/Técnica de eletrotecnia
C002469_pt_001	Técnica de eletrotecnia
C002469_pt_002	Técnico de electrotecnia
C002470_pt_000	Operador de máquina de venda automática/Operadora de máquina de venda automática
C002470_pt_001	Coletor de dinheiro em máquina de venda automática
C002470_pt_002	Coletora de dinheiro em lavandaria self-service
C002470_pt_003	Coletora de dinheiro em máquina de venda automática
C002470_pt_004	Operador de lavandaria self-service
C002470_pt_005	Técnica de máquinas de venda automáticas
C002470_pt_006	Técnico de máquinas de venda automáticas
C002471_pt_000	Classificador arquivista/Classificadora arquivista
C002471_pt_001	Classificador arquivista
C002471_pt_002	Classificadora arquivista
C002472_pt_000	Cozinheiro dietetista/Cozinheira dietetista
C002472_pt_001	Cozinheira dietetista
C002472_pt_002	Cozinheiro dietetista
C002473_pt_000	Técnico de luz/Técnica de luz
C002473_pt_001	Técnica de luz
C002473_pt_002	Técnico de luz
C002474_pt_000	Operador de instalação de filtragem de gordura/Operadora de instalação de filtragem de gordura
C002474_pt_001	Operador de filtro de gordura
C002474_pt_002	Operador de instalação de filtragem de gordura
C002474_pt_003	Operadora de filtro de gordura
C002474_pt_004	Operadora de instalação de filtragem de gordura
C002475_pt_000	Operador de transformação de produtos lácteos/Operadora de transformação de produtos lácteos
C002475_pt_001	Operador de processamento de laticínios
C002475_pt_002	Operador de transformação de produtos lácteos
C002475_pt_003	Operadora de processamento de laticínios
C002475_pt_004	Operadora de transformação de produtos lácteos
C002476_pt_000	Modelo de moda
C002476_pt_001	Manequim
C002476_pt_002	Modelo
C002477_pt_000	Especialista em sistemas de informação geográfica
C002477_pt_001	Analista de SIG
C002477_pt_002	Especialista em SIG
C002477_pt_003	Especialista em aplicações dos SIG
C002477_pt_004	Especialista em geomodelos
C002477_pt_005	Técnica de SIG
C002477_pt_006	Técnico de SIG
C002478_pt_000	Agente de informação turística
C002478_pt_001	Funcionária de posto de turismo
C002478_pt_002	Funcionário de posto de turismo
C002478_pt_003	Rececionista de posto de turismo
C002479_pt_000	Responsável de compras de guarda-roupa e adereços
C002480_pt_000	Inspetor de educaçao/Inspetora de educação
C002480_pt_001	Inspetor de educação
C002480_pt_002	Inspetor escolar
C002480_pt_003	Inspetora de educação
C002480_pt_004	Inspetora escolar
C002481_pt_000	Médico especialista/Médica especialista
C002481_pt_001	Anestesiologista
C002481_pt_002	Cardiologista
C002481_pt_003	Dermatologista
C002481_pt_004	Endocrinologista
C002481_pt_005	Estomatologista
C002481_pt_006	Gastroentrologista
C002481_pt_007	Ginecologista
C002481_pt_008	Hematologista
C002481_pt_009	Imunoalergologista
C002481_pt_010	Médica de medicina interna
C002481_pt_011	Médica de medicina nuclear
C002481_pt_012	Médica especialista
C002481_pt_013	Médica especializada
C002481_pt_014	Médico de medicina interna
C002481_pt_015	Médico de medicina no trabalho
C002481_pt_016	Médico de medicina nuclear
C002481_pt_017	Médico especialista
C002481_pt_018	Médico especializado
C002481_pt_019	Nefrologista
C002481_pt_020	Neurologista
C002481_pt_021	Obstetra
C002481_pt_022	Oftlamologista
C002481_pt_023	Oncologista
C002481_pt_024	Ortopedista
C002481_pt_025	Otorrinolaringologista
C002481_pt_026	Pediatra
C002481_pt_027	Pneumologista
C002481_pt_028	Psicóloga
C002481_pt_029	Psicólogo
C002481_pt_030	Psiquiatra
C002481_pt_031	Reumatologista
C002481_pt_032	Urologista
C002482_pt_000	Assistente de vendas
C002483_pt_000	Gerente de loja têxtil
C002483_pt_001	Gerente de loja de tecidos
C002483_pt_002	Gerente de retrosaria
C002484_pt_000	Capitão do Exército
C002484_pt_001	Alferes do Exército
C002484_pt_002	Marechal do Exército
C002484_pt_003	Tenente-capitão do Exército
C002485_pt_000	Bombeiro naval/Bombeira naval
C002485_pt_001	Bombeira naval
C002485_pt_002	Bombeiro naval
C002486_pt_000	Técnico de apoio à deficiência/Técnico de apoio à deficiência
C002486_pt_001	Técnica de apoio à deficiência
C002486_pt_002	Técnico de apoio à deficiência
C002487_pt_000	Escoveiro/Escoveira
C002487_pt_001	Escoveira
C002487_pt_002	Escoveiro
C002488_pt_000	Operador de central de alarme/Operadora de central de alarme
C002488_pt_001	Operador de central de alarme
C002488_pt_002	Operadora de central de alarme
C002489_pt_000	Gestor de experiência do cliente/Gestora de experiência do cliente
C002489_pt_001	Gestor de experiência do cliente
C002489_pt_002	Gestor de relações com os clientes
C002489_pt_003	Gestora de experiência do cliente
C002489_pt_004	Gestora de relações com os clientes
C002489_pt_005	Relações públicas
C002490_pt_000	Conselheiro matrimonial/Conselheira matrimonial
C002490_pt_001	Conselheira matrimonial
C002490_pt_002	Conselheiro matrimonial
C002491_pt_000	Técnico de topografia de minas/Técnica de topografia de minas
C002491_pt_001	Técnica de topografia de minas
C002491_pt_002	Técnico de topografia de minas
C002492_pt_000	Chefe de estação
C002493_pt_000	Supervisor de centro de contacto/Supervisora de centro de contacto
C002493_pt_001	Supervisor de centro de contacto
C002493_pt_002	Supervisora de centro de contacto
C002494_pt_000	Gestor de investigação em TIC/Gestora de investigação em TIC
C002494_pt_001	Gestor de inovação tecnológica
C002494_pt_002	Gestor de investigação em TIC
C002494_pt_003	Gestor de investigação em informática
C002494_pt_004	Gestor de investigação em tecnologias da informação
C002494_pt_005	Gestor de investigação em tecnologias de informação e comunicação
C002494_pt_006	Gestora de inovação tecnológica
