C000001_sk_000	Príslušníci ozbrojených síl
C002142_sk_000	špecialista/špecialistka na mikrosystémy
C002142_sk_001	špecialista na mikrosystémy
C002142_sk_002	špecialistka na mikrosystémy
C002143_sk_000	fyzik/fyzička
C002143_sk_001	fyzik
C002143_sk_002	fyzička
C002144_sk_000	uvádzač/uvádzačka
C002144_sk_001	biletár/biletárka
C002144_sk_002	uvádzač
C002144_sk_003	uvádzačka
C002145_sk_000	operátor/operátorka stroja na viazanie kníh
C002145_sk_001	operátor stroja na viazanie kníh
C002145_sk_002	operátorka stroja na viazanie kníh
C002146_sk_000	riadiaci/riadiaca odbavovacej plochy
C002146_sk_001	riadiaca odbavovacej plochy
C002146_sk_002	riadiaci odbavovacej plochy
C002147_sk_000	technik/technička dispečingu vo vodárňach
C002147_sk_001	technik dispečingu vo vodárňach
C002147_sk_002	technička dispečingu vo vodárňach
C002148_sk_000	operátor/operátorka hĺbkotlačového lisu
C002148_sk_001	operátor hĺbkotlačového lisu
C002148_sk_002	operátorka hĺbkotlačového lisu
C002149_sk_000	veľkoobchodný sprostredkovateľ/veľkoobchodná sprostredkovateľka v oblasti kancelárskych strojov a zariadení
C002149_sk_001	veľkoobchodná sprostredkovateľka v oblasti kancelárskych strojov a zariadení
C002149_sk_002	veľkoobchodný sprostredkovateľ v oblasti kancelárskych strojov a zariadení
C002150_sk_000	manažér/manažérka distribúcie usní, koží a kožiarskych výrobkov
C002150_sk_001	manažér distribúcie usní, koží a kožiarskych výrobkov
C002150_sk_002	manažérka distribúcie usní, koží a kožiarskych výrobkov
C002151_sk_000	logopéd/logopedička
C002151_sk_001	logopedička
C002151_sk_002	logopéd
C002152_sk_000	veľkoobchodný sprostredkovateľ/veľkoobchodná sprostredkovateľka v oblasti náramkových hodiniek a klenotov
C002152_sk_001	veľkoobchodná sprostredkovateľka v oblasti náramkových hodiniek a klenotov
C002152_sk_002	veľkoobchodný sprostredkovateľ v oblasti náramkových hodiniek a klenotov
C002153_sk_000	grafik/grafička
C002153_sk_001	grafik
C002153_sk_002	grafička
C002154_sk_000	technik/technička chovu mladých rýb v akvakultúre
C002154_sk_001	technik chovu mladých rýb v akvakultúre
C002154_sk_002	technička chovu mladých rýb v akvakultúre
C002155_sk_000	pracovník/pracovníčka sušiarne
C002155_sk_001	dehydratačná pracovníčka
C002155_sk_002	dehydratačný pracovník
C002155_sk_003	obsluha pri sušení
C002155_sk_004	pracovník dehydratácie
C002155_sk_005	pracovník sušiarne
C002155_sk_006	pracovníčka dehydratácie
C002155_sk_007	pracovníčka sušiarne
C002155_sk_008	sušič
C002155_sk_009	sušička
C002156_sk_000	triedič/triedička hydiny podľa pohlavia
C002156_sk_001	odborník na sexovanie hydiny
C002156_sk_002	odborníčka na sexovanie hydiny
C002156_sk_003	pracovník triedenia hydiny podľa pohlavia
C002156_sk_004	pracovníčka triedenia hydiny podľa pohlavia
C002156_sk_005	triedič hydiny podľa pohlavia
C002156_sk_006	triedička hydiny podľa pohlavia
C002157_sk_000	druhý pilot/druhá pilotka
C002157_sk_001	druhá pilotka
C002157_sk_002	druhý pilot
C002158_sk_000	skúšač/skúšačka drahých kovov
C002158_sk_001	skúšač vzácnych kovov
C002158_sk_002	skúšačka vzácnych kovov
C002159_sk_000	skladový manipulant/skladová manipulantka
C002159_sk_001	skladová manipulantka
C002159_sk_002	skladový manipulant
C002160_sk_000	špecialista/špecialistka v oblasti dovozu a vývozu živých zvierat
C002160_sk_001	špecialista v oblasti dovozu a vývozu živých zvierat
C002160_sk_002	špecialistka v oblasti dovozu a vývozu živých zvierat
C002161_sk_000	terapeut/terapeutka tradičnej čínskej medicíny
C002161_sk_001	terapeut tradičnej čínskej medicíny
C002161_sk_002	terapeutka tradičnej čínskej medicíny
C002162_sk_000	skúšobný technik/skúšobná technička motorov železničných koľajových vozidiel
C002162_sk_001	skúšobná technička motorov železničných koľajových vozidiel
C002162_sk_002	skúšobný technik motorov železničných koľajových vozidiel
C002163_sk_000	stredoškolský učiteľ/stredoškolská učiteľka predmetov obchod a ekonómia
C002163_sk_001	stredoškolská učiteľka predmetov obchod a ekonómia
C002163_sk_002	stredoškolský učiteľ predmetov obchod a ekonómia
C002164_sk_000	odborný pracovník/odborná pracovníčka ochrany prírody
C002164_sk_001	odborná pracovníčka ochrany prírody
C002164_sk_002	odborný pracovník ochrany prírody
C002165_sk_000	manažér/manažérka nákupu kožiarskych surovín
C002165_sk_001	manažér nákupu kožiarskych surovín
C002165_sk_002	manažérka nákupu kožiarskych surovín
C002165_sk_003	nákupná manažérka pre kožiarske suroviny
C002165_sk_004	nákupný manažér pre kožiarske suroviny
C002166_sk_000	stredoškolský učiteľ/stredoškolská učiteľka výtvarnej výchovy
C002166_sk_001	stredoškolská učiteľka výtvarnej výchovy
C002166_sk_002	stredoškolský učiteľ výtvarnej výchovy
C002167_sk_000	predavač/predavačka klenotov a náramkových hodiniek
C002167_sk_001	predavač klenotov a náramkových hodiniek
C002167_sk_002	predavačka klenotov a náramkových hodiniek
C002168_sk_000	informačný a znalostný manažér IT/informačná a znalostná manažérka IT
C002168_sk_001	informačná a znalostná manažérka IKT
C002168_sk_002	informačná a znalostná manažérka IT
C002168_sk_003	informačná a znalostná riaditeľka IT
C002168_sk_004	informačný a znalostný manažér IKT
C002168_sk_005	informačný a znalostný manažér IT
C002168_sk_006	informačný a znalostný riaditeľ IT
C002169_sk_000	špecialista/špecialistka strojov a zariadení na kvapalný pohon
C002169_sk_001	špecialista strojov a zariadení na kvapalný pohon
C002169_sk_002	špecialistka strojov a zariadení na kvapalný pohon
C002170_sk_000	lyžiarsky inštruktor/lyžiarska inštruktorka
C002170_sk_001	lyžiarska inštruktorka
C002170_sk_002	lyžiarsky inštruktor
C002171_sk_000	znalostný odborník/znalostná odborníčka
C002171_sk_001	inžinier prepojených údajov
C002171_sk_002	inžinier sémantických technológií
C002171_sk_003	inžinierka prepojených údajov
C002171_sk_004	inžinierka sémantických technológií
C002171_sk_005	technik poznatkov
C002171_sk_006	technička poznatkov
C002171_sk_007	znalostná odborníčka
C002171_sk_008	znalostná technička
C002171_sk_009	znalostná špecialistka
C002171_sk_010	znalostný odborník
C002171_sk_011	znalostný technik
C002171_sk_012	znalostný špecialista
C002172_sk_000	pracovník/pracovníčka služieb sociálnej starostlivosti v domácnosti
C002172_sk_001	pracovník služieb sociálnej staroslivosti v domácnosti
C002172_sk_002	pracovníčka služieb sociálnej staroslivosti v domácnosti
C002173_sk_000	vedúci/vedúca kuchynského a kúpeľňového štúdia
C002173_sk_001	vedúca kuchynského a kúpeľňového štúdia
C002173_sk_002	vedúca predajne kuchynského a kúpeľňového zariadenia
C002173_sk_003	vedúci kuchynského a kúpeľňového štúdia
C002173_sk_004	vedúci predajne kuchynského a kúpeľňového zariadenia
C002174_sk_000	správca/správkyňa siete IKT
C002174_sk_001	administrátor siete
C002174_sk_002	administrátorka siete
C002174_sk_003	manažér siete
C002174_sk_004	manažérka siete
C002174_sk_005	sieťová inžinierka
C002174_sk_006	sieťová odborníčka
C002174_sk_007	sieťová podpora
C002174_sk_008	sieťový inžinier
C002174_sk_009	sieťový odborník
C002174_sk_010	správca siete
C002174_sk_011	správca siete IKT
C002174_sk_012	správkyňa siete
C002174_sk_013	správkyňa siete IKT
C002175_sk_000	pracovník/pracovníčka príjmu mlieka
C002175_sk_001	obsluha pri príjme mlieka
C002175_sk_002	obslužná pracovníčka zariadenia na príjem mlieka
C002175_sk_003	obslužný pracovník zariadenia na príjem mlieka
C002175_sk_004	pracovník príjmu mlieka
C002175_sk_005	pracovníčka príjmu mlieka
C002176_sk_000	technik/technička údržby lietadiel
C002176_sk_001	technik údržby lietadiel
C002176_sk_002	technička údržby lietadiel
C002177_sk_000	riaditeľ/riaditeľka chemického závodu
C002177_sk_001	riaditeľ chemického podniku
C002177_sk_002	riaditeľ chemického závodu
C002177_sk_003	riaditeľ továrne na výrobu chemikálií
C002177_sk_004	riaditeľka chemického podniku
C002177_sk_005	riaditeľka chemického závodu
C002177_sk_006	riaditeľka továrne na výrobu chemikálií
C002178_sk_000	rušňovodič/rušňovodička v železničnej doprave
C002178_sk_001	rušňovodič v železničnej doprave
C002178_sk_002	rušňovodička v železničnej doprave
C002178_sk_003	vodič vlaku
C002178_sk_004	vodička vlaku
C002179_sk_000	učiteľ/učiteľka odborného vzdelávania
C002179_sk_001	učiteľ odborného vzdelávania
C002179_sk_002	učiteľ odborných predmetov
C002179_sk_003	učiteľka odborného vzdelávania
C002179_sk_004	učiteľka odborných predmetov
C002180_sk_000	operátor/operátorka stroja na miešanie hnojív
C002180_sk_001	operátor stroja na miešanie hnojív
C002180_sk_002	operátorka stroja na miešanie hnojív
C002181_sk_000	recepčný/recepčná v hotelovom zariadení
C002181_sk_001	pracovník v prijímacej kancelárii
C002181_sk_002	pracovníčka prijímacej kancelárie
C002181_sk_003	recepčná
C002181_sk_004	recepčný
C002181_sk_005	zamestnanec recepcie
C002181_sk_006	zamestnankyňa recepcie
C002182_sk_000	letiskový technik/letisková technička údržby
C002182_sk_001	letisková technička údržby
C002182_sk_002	letiskový technik údržby
C002183_sk_000	manažér/manažérka logistiky a distribúcie
C002183_sk_001	manažér logistiky a distribúcie
C002183_sk_002	manažérka logistiky a distribúcie
C002184_sk_000	supervízor/supervízorka kladenia terazzových dlažieb
C002184_sk_001	supervízor kladenia terazzových dlažieb
C002184_sk_002	supervízorka kladenia terazzových dlažieb
C002185_sk_000	riaditeľ/riaditeľka športového zariadenia
C002185_sk_001	riaditeľ športového strediska
C002185_sk_002	riaditeľ športového zariadenia
C002185_sk_003	riaditeľka športového strediska
C002185_sk_004	riaditeľka športového zariadenia
C002186_sk_000	predavač/predavačka hračiek
C002186_sk_001	predavač hračiek
C002186_sk_002	predavač v hračkárstve
C002186_sk_003	predavačka hračiek
C002186_sk_004	predavačka v hračkárstve
C002187_sk_000	pomocný učiteľ/pomocná učiteľka odborných predmetov ošetrovateľstvo a pôrodná asistencia
C002187_sk_001	pomocná učiteľka odborných predmetov ošetrovateľstvo a pôrodná asistencia
C002187_sk_002	pomocný učiteľ predmetov ošetrovateľstvo a pôrodná asistencia
C002188_sk_000	asistent/asistentka ergoterapie
C002188_sk_001	asistent ergoterapie
C002188_sk_002	asistentka ergoterapie
C002189_sk_000	špecialista/špecialistka na nedeštruktívne skúšky
C002189_sk_001	špecialista na nedeštruktívne skúšky
C002189_sk_002	špecialista nedeštruktívnych skúšok
C002189_sk_003	špecialistka na nedeštruktívne skúšky
C002189_sk_004	špecialistka nedeštruktívnych skúšok
C002190_sk_000	vlasový štylista/vlasová štylistka
C002190_sk_001	vlasová špecialistka
C002190_sk_002	vlasová štylistka
C002190_sk_003	vlasový špecialista
C002190_sk_004	vlasový štylista
C002191_sk_000	paleontológ/paleontologička
C002191_sk_001	paleontologička
C002191_sk_002	paleontológ
C002192_sk_000	výrobca/výrobkyňa gitár
C002192_sk_001	výrobca gitár
C002192_sk_002	výrobkyňa gitár
C002193_sk_000	riaditeľ IT/riaditeľka IT
C002193_sk_001	CIO
C002193_sk_002	manažér IT
C002193_sk_003	manažérka IT
C002193_sk_004	riaditeľ IKT
C002193_sk_005	riaditeľ IT
C002193_sk_006	riaditeľka IKT
C002193_sk_007	riaditeľka IT
C002194_sk_000	člen/členka volebného tímu
C002194_sk_001	člen volebného tímu
C002194_sk_002	členka volebného tímu
C002195_sk_000	supervízor/supervízorka v elektronickej výrobe
C002195_sk_001	supervízor v elektronickej výrobe
C002195_sk_002	supervízorka v elektronickej výrobe
C002196_sk_000	inštruktor/inštruktorka jazdy na osobnom motorovom vozidle
C002196_sk_001	inštruktor jazdy na osobnom motorovom vozidle
C002196_sk_002	inštruktorka jazdy na osobnom motorovom vozidle
C002197_sk_000	riaditeľ/riaditeľka prekladateľskej agentúry
C002197_sk_001	riaditeľ prekladateľskej agentúry
C002197_sk_002	riaditeľka prekladateľskej agentúry
C002198_sk_000	brusič/brusička nástrojov
C002198_sk_001	brusič náradia
C002198_sk_002	brusič nástrojov
C002198_sk_003	brusička náradia
C002198_sk_004	brusička nástrojov
C002198_sk_005	ostrič náradia
C002198_sk_006	ostrič nástrojov
C002198_sk_007	ostrička náradia
C002198_sk_008	ostrička nástrojov
C002199_sk_000	špecialista/špecialistka na dodržiavanie zmlúv
C002199_sk_001	špecialista na dodržiavanie zmlúv
C002199_sk_002	špecialistka na dodržiavanie zmlúv
C002200_sk_000	palubný/palubná
C002200_sk_001	palubná
C002200_sk_002	palubný
C002201_sk_000	montážnik/montážnička koľajových vozidiel
C002201_sk_001	montážnik koľajových vozidiel
C002201_sk_002	montážnička koľajových vozidiel
C002202_sk_000	špecialista/špecialistka v oblasti dovozu a vývozu počítačov, periférnych zariadení a softvéru
C002202_sk_001	špecialista v oblasti dovozu a vývozu počítačov, periférnych zariadení a softvéru
C002202_sk_002	špecialistka v oblasti dovozu a vývozu počítačov, periférnych zariadení a softvéru
C002203_sk_000	poradca/poradkyňa v oblasti plánovania rodičovstva
C002203_sk_001	poradca v oblasti plánovania rodičovstva
C002203_sk_002	poradkyňa v oblasti plánovania rodičovstva
C002204_sk_000	pracovník/pracovníčka v rybnom chove
C002204_sk_001	personál rybochovného zariadenia
C002204_sk_002	pracovník chovu rýb
C002204_sk_003	pracovník farmy na produkciu rýb
C002204_sk_004	pracovník rybárstva
C002204_sk_005	pracovník v rybnom chove
C002204_sk_006	pracovníčka chovu rýb
C002204_sk_007	pracovníčka pstruhárstva
C002204_sk_008	pracovníčka rybného hospodárstva
C002204_sk_009	pracovníčka v rybnom chove
C002204_sk_010	zamestnanec rybníka
C002204_sk_011	zamestnankyňa rybárne
C002205_sk_000	moderátor/moderátorka správ
C002205_sk_001	moderátor správ
C002205_sk_002	moderátorka správ
C002206_sk_000	kontrolór/kontrolórka motorov železničných koľajových vozidiel
C002206_sk_001	kontrolór motorov železničných koľajových vozidiel
C002206_sk_002	kontrolórka motorov železničných koľajových vozidiel
C002207_sk_000	pracovník/pracovníčka ochrany vstupu
C002207_sk_001	pracovník ochrany vstupu
C002207_sk_002	pracovníčka ochrany vstupu
C002208_sk_000	veterinárny lekár/veterinárna lekárka pre vodné živočíchy
C002208_sk_001	veterinárna lekárka pre vodné živočíchy
C002208_sk_002	veterinárny lekár pre vodné živočíchy
C002209_sk_000	nákladový analytik/nákladová analytička
C002209_sk_001	nákladová analytička
C002209_sk_002	nákladový analytik
C002210_sk_000	koordinátor/koordinátorka podujatí
C002210_sk_001	asistent pri organizácii podujatí
C002210_sk_002	asistentka pri organizácii podujatí
C002210_sk_003	koordinátor podujatí
C002210_sk_004	koordinátorka podujatí
C002211_sk_000	CAD konštruktér/konštruktérka v odevnej výrobe
C002211_sk_001	CAD konštruktér v odevnej výrobe
C002211_sk_002	CAD konštruktérka v odevnej výrobe
C002212_sk_000	technik/technička v oblasti prieskumu pôdy
C002212_sk_001	technik v oblasti prieskumu pôdy
C002212_sk_002	technička v oblasti prieskumu pôdy
C002213_sk_000	opatrovateľ/opatrovateľka zvierat
C002213_sk_001	opatrovateľ zvierat
C002213_sk_002	opatrovateľka zvierat
C002213_sk_003	osoba na stráženie zvierat
C002213_sk_004	strážca zvierat
C002213_sk_005	strážkyňa zvierat
C002214_sk_000	operátor/operátorka stroja na tvarovanie plastového nábytku
C002214_sk_001	operátor stroja na tvarovanie plastového nábytku
C002214_sk_002	operátorka stroja na tvarovanie plastového nábytku
C002215_sk_000	spracovateľ/spracovateľka mäsa
C002215_sk_001	konzervovač mäsa
